dim,phi,placebo_lo,placebo_hi,placebo_abs_p95,placebo_p_right,placebo_p_left,outside_band
V1,-1.412814953104021e-07,-3.319743080733208e-07,1.5366878894181646e-07,3.1821238751755954e-07,0.5841584158415841,0.42574257425742573,False
V2,-7.891873899757505e-07,-3.645506865123188e-07,8.811700438637707e-08,3.460690210991634e-07,1.0,0.009900990099009901,True
V3,-3.8969557479936727e-07,-2.8657787192698123e-07,9.197165696410887e-08,2.7060477728204e-07,1.0,0.009900990099009901,True
V4,-4.6041472785621973e-07,-3.364392325492712e-07,7.5435202360326e-08,3.081545358455128e-07,1.0,0.009900990099009901,True
V5,-2.505581085070961e-07,-3.856671603444971e-07,4.015021843412217e-08,3.6153462893118635e-07,0.8613861386138614,0.1485148514851485,False
