dim,rho_insample,rho_oos,null_mean,null_p95,perm_p,perm_p_insample,boot_lo,boot_hi,kcca_insample,kcca_null_p95,kcca_perm_p
dim1,0.6955286908236843,0.6415879128663156,-0.00021985525282138582,0.04377075652419061,0.000999000999000999,0.000999000999000999,0.6677073879805476,0.7453492612346241,0.7815800118575621,0.28466490888634227,0.004975124378109453
dim2,0.5541510708535025,0.48728615584010715,0.0017522449975444871,0.04238692595092485,0.000999000999000999,0.000999000999000999,0.5272649852378352,0.6102576743168311,0.7466708383041173,0.26013562694844933,0.004975124378109453
dim3,0.29450091923993393,0.1971507761521943,0.0016947742111508243,0.04325127800125749,0.000999000999000999,0.000999000999000999,0.2871438630709376,0.36709514421238537,0.6921884723149403,0.24690814390360677,0.004975124378109453
dim4,0.20374237446525553,0.13046619187142383,-0.0008113619907082297,0.03835767627152807,0.000999000999000999,0.000999000999000999,0.19848232707940078,0.2686424833166546,0.6570985513705886,0.23956044637957752,0.004975124378109453
dim5,0.12298554569427712,-0.00031981197529740125,0.000871182351343903,0.04078343336535058,0.5384615384615384,0.000999000999000999,0.12900975997648076,0.19698324809701886,0.6433370092801937,0.2324955034309193,0.004975124378109453
