horizon,n_origins,n_nonoverlap,r2_vs_ar1,r2_vs_mean,r2_vs_zero,r2_ar1_vs_zero,cw_stat,cw_p,cw_nonoverlap_p,v_full,v_full_boot_lo,v_full_boot_hi,beats_zero
1,2617,2617,-0.03360547607059905,-0.038644336791710865,-0.042265199603989556,-0.008378171104812537,-0.9828209615617817,0.8371522183304185,0.8312557424892428,-1.1197106251786295e-05,-1.4246128590221393e-05,-8.45910018089202e-06,False
5,2613,523,-0.02565172590735032,-0.03937435090854957,-0.05808123961691103,-0.03161844599917374,0.5198185010038858,0.301595041572732,0.12124659718168551,-4.300786842081623e-05,-5.6953354921284604e-05,-3.153565745216835e-05,False
21,2597,124,-0.026464610894299856,-0.12323767518588835,-0.21133995338254974,-0.18010883232221553,-0.9816028052498936,0.8368522175285397,0.8381951685777944,-0.00019612664612255783,-0.00030896041251157595,-0.0001192678997362406,False
63,2555,41,-0.02700093358628397,-0.898422732163193,-1.4881702328770192,-1.422753623201039,-1.5828289974928846,0.9432697772396867,0.37712865904893556,-0.0011607257127067283,-0.0021919081327185725,-0.0003842377980180154,False
