window,train_start,test_start,test_end,n_train,n_test,ridge_m,n_spanned,rho1,rho2,rho3,rho4,rho5,rho_oos1,rho_oos2,rho_oos3,rho_oos4,rho_oos5,top_macro_V1,top_macro_V2,top_macro_V3,top_macro_V4,top_macro_V5
102,2023-03-16,2024-04-25,2024-05-30,252,21,0.0,1,0.6912810215658676,0.5637378371293585,0.4527015591753433,0.3940026366850159,0.34470076665754035,0.35102678683085414,0.36566989715717735,0.3997674405306562,0.1344257951955361,-0.06740064133209146,fx_audusd(+0.66); fx_usdcnh(-0.66); fx_usdnok(-0.58),xle(+0.53); ust_2y(+0.52); ust_5y(+0.48),ovx(+0.51); xle(-0.39); hy_oas(+0.25),gvz(+0.50); ovx(+0.32); be_10y(+0.32),fx_eurusd(+0.39); fx_dxy(-0.29); tips_5y(-0.23)
103,2023-04-19,2024-05-31,2024-07-02,252,21,0.0,1,0.7275796324865365,0.5599272274014292,0.4924829558762843,0.39241005220325365,0.31362136929699047,0.303931053445249,-0.0914316876726425,-0.10638612086059553,-0.02496605138662281,-0.10146218486123941,fx_usdcnh(+0.60); fx_audusd(-0.60); fx_usdnok(+0.56),ust_2y(+0.46); ust_5y(+0.42); fx_usdzar(+0.41),xle(+0.42); fx_usdcnh(+0.30); ovx(-0.30),gvz(+0.61); ovx(+0.50); vix(+0.28),fx_eurusd(+0.28); csi300(+0.21); tips_5y(-0.20)
104,2023-05-24,2024-07-03,2024-08-01,252,21,0.0,1,0.6599999280659418,0.5223000768772385,0.4598313370271581,0.3910777816593317,0.3333500909396929,0.4039883537331578,0.23258975557549463,0.15277485485883524,0.09490027380506694,-0.1665993456253376,fx_audusd(+0.65); fx_usdcnh(-0.60); fx_usdnok(-0.59),ust_2y(+0.45); xle(+0.43); ust_5y(+0.39),fx_usdcnh(+0.30); xle(+0.29); bdti(+0.27),ovx(+0.63); gvz(+0.52); fx_usdbrl(+0.29),fx_eurusd(+0.25); xle(-0.24); csi300(+0.22)
105,2023-06-28,2024-08-02,2024-09-03,252,21,0.0,1,0.6250527556311535,0.4964235332414398,0.446198066471527,0.36702283228661786,0.288899663038497,-0.0008567426463641184,0.4284840232738143,0.1913844141810895,0.4872141961127691,0.20389716092028468,fx_audusd(+0.64); fx_bbdxy(-0.56); fx_dxy(-0.53),xle(+0.55); fx_usdnok(-0.46); be_5y(+0.38),xle(+0.40); fx_usdcnh(+0.34); inflsw_5y(+0.26),ovx(+0.56); gvz(+0.32); epu(+0.27),be_10y(+0.43); inflsw_10y(+0.39); inflsw_5y(+0.35)
106,2023-07-28,2024-09-04,2024-10-14,252,21,0.0,2,0.6682354021922294,0.5808779927191214,0.4286491071735344,0.41807560911680786,0.3464687733936894,0.16949256161551707,-0.15063003616398263,0.07672294059771466,0.01875315140405528,0.18309297031207772,fx_audusd(+0.66); fx_usdzar(-0.56); fx_usdclp(-0.54),xle(+0.53); be_5y(+0.43); inflsw_5y(+0.41),ovx(+0.50); fx_usdcnh(-0.45); epu(+0.39),gvz(+0.44); ovx(+0.42); vix(+0.26),move(+0.38); hscei(-0.34); mxef(-0.26)
107,2023-08-29,2024-10-15,2024-11-12,252,21,0.0,2,0.6598141783626892,0.6011287398806022,0.45049333173384426,0.4179581496730578,0.30549798264171013,0.6054924351319023,0.8024051396320927,0.5997274855291421,0.054323315557064086,0.28128305061889913,fx_audusd(+0.63); fx_usdzar(-0.56); fx_usdclp(-0.56),csi300(+0.56); shcomp(+0.52); inflsw_5y(+0.43),hscei(+0.38); fx_usdbrl(-0.25); fx_usdcnh(-0.23),ovx(+0.63); gvz(+0.44); vix(+0.34),fx_usdcnh(+0.36); cny_10y(-0.29); epu(-0.28)
108,2023-10-09,2024-11-13,2024-12-12,252,21,0.0,2,0.7080850370816637,0.6027061760054069,0.4914619033572177,0.43948217154009994,0.33889070889838446,0.31611072167884147,-0.08782619602572286,-0.08594315103380216,0.020121189897746874,0.1135546544174458,fx_audusd(+0.62); fx_usdnok(-0.62); fx_usdzar(-0.60),csi300(+0.44); shcomp(+0.38); be_10y(+0.34),hscei(+0.37); epu(+0.28); tips_10y(+0.23),ovx(+0.51); gvz(+0.40); vix(+0.37),fx_usdcnh(+0.53); xle(+0.39); ovx(-0.38)
109,2023-11-07,2024-12-13,2025-01-15,252,21,0.0,2,0.6695166172874706,0.5900440353419883,0.4452632886054959,0.4203374497854562,0.3569123598059136,-0.01926827079733155,0.13910269848160603,-0.01248304703653244,0.13536207075297296,-0.07254061285412788,fx_audusd(+0.71); fx_usdzar(-0.68); fx_usdnok(-0.67),csi300(+0.43); be_10y(+0.39); be_5y(+0.39),hscei(+0.33); epu(+0.30); gvz(-0.28),ovx(+0.46); xle(-0.30); fx_usdcnh(-0.29),ovx(+0.34); epu(+0.32); xle(+0.32)
110,2023-12-07,2025-01-16,2025-02-26,252,21,1.0,1,0.24543191488321528,0.11982132528391516,0.04546433332048503,0.01632585383362007,0.008086811522564493,-0.12965036902929417,-0.4727464439818639,-0.0531138264479926,-0.05926879351884755,0.24708019048135488,epu(+0.91); gpr(+0.39); fx_usdnok(+0.11),gpr(+0.89); epu(-0.48); fx_eurusd(+0.17),move(+0.92); ig_oas(+0.41); vix(+0.40),ovx(+0.84); epu(-0.44); hy_oas(+0.30),vix(+0.68); gvz(+0.54); spx(-0.38)
111,2024-01-10,2025-02-27,2025-03-27,252,21,0.001,1,0.36336888764687486,0.23024572648380093,0.18528152628446903,0.14817587914913097,0.11386909703512028,0.11857914500649633,0.05307726442804558,0.6682161010358959,0.229188855115176,0.3820984734135376,vix(+0.63); epu(+0.61); mxwo(-0.56),move(+0.56); ovx(-0.50); gvz(+0.42),ovx(+0.77); gvz(+0.71); hy_oas(+0.41),epu(+0.64); gpr(+0.55); move(-0.45),move(+0.53); gpr(+0.50); vix(-0.46)
