dim,rho_cv_train,ac1_v,ac5_v,ac21_v,ac1_u,ac5_u,ac21_u
cv1,0.6906509171194457,0.01126051550454252,-0.016903585799730794,0.01477818358290217,0.07664973247407593,0.0370275345558478,0.02093215268037995
cv2,0.43768840660729486,-0.007176062498577409,0.009244877600837332,-0.010208902823072213,0.04990930860832723,0.006209337889315151,0.0018296628850241802
cv3,0.27191274210578054,-0.06998626653412489,-0.020685433957259095,0.05129228973212364,-0.028860368243172577,-0.00029474209638659555,-0.022862597184583427
cv4,0.13917912168502575,0.024204358519742234,0.0021677682306024642,-0.018535010753886215,-0.08575531759901604,-0.021956283229344467,-0.02738128250730778
cv5,-0.0013839792069122476,0.014844378021752602,-0.0036714377884488245,0.028945273336705806,0.14800674280318335,0.06865096216398944,0.05294215544010772
