date,F1,F2,F3,F4,F5
2013-10-21,-0.045256693,0.01722739,-0.057155557,-0.010143276,0.013857797
2013-10-22,-0.124635234,-0.018341774,-0.07213362,-0.03943962,-0.3437919
2013-10-23,0.0068514273,-0.0065274825,-0.0123858815,0.040305566,0.9755123
2013-10-24,-0.09204721,-0.030949097,-0.050166972,-0.015775139,-0.018407423
2013-10-25,-0.022917077,0.00015521524,0.010371361,-0.009489486,-0.009604728
2013-10-28,-0.05392403,0.03072214,0.042745158,0.0006211785,-0.15438414
2013-10-29,0.015632547,0.0036494662,-0.011104996,0.014589932,0.14745852
2013-10-30,-0.04557932,-0.027768759,-0.05092808,0.014552847,-0.4874049
2013-10-31,0.08200607,0.089030616,0.0707313,0.038881157,0.9494209
2013-11-01,-0.021691835,0.010449322,-0.010210146,-0.00041331348,0.8446383
2013-11-04,-0.021589108,0.003210005,0.0015978673,0.03836199,0.5235208
2013-11-05,-0.00805185,0.02367501,-0.0021660281,0.00921321,0.30766004
2013-11-06,-0.03084078,-0.032041352,-0.00448008,-0.010646973,-0.079508066
2013-11-07,0.021593725,0.013059371,-0.04150107,0.01570416,0.4009254
2013-11-08,0.08586056,0.06968569,0.009692882,0.020662367,-0.09216056
2013-11-11,0.028586695,0.01229989,0.028146487,0.036922086,-0.13239937
2013-11-12,0.03967478,0.018024575,0.020473192,0.030414473,0.3279443
2013-11-13,0.013847407,0.0050171907,0.015686305,0.027496833,0.17505254
2013-11-14,-0.05672437,-0.0160319,-0.040302057,0.009253667,-0.27702534
2013-11-15,-0.039826,0.051638376,0.014230827,-0.009106851,0.092769146
2013-11-18,0.014533645,0.044745084,0.03004806,0.04064763,0.64788
2013-11-19,-0.0072326544,-0.012873759,-0.006152075,-0.032212436,-0.046361152
2013-11-20,0.055510055,0.04407069,0.042126566,0.058178637,0.08131139
2013-11-21,0.08577609,0.018316645,0.049814425,0.031530652,-0.6370602
2013-11-22,0.0064998707,-0.008581199,-0.022671336,-0.0010655554,-0.17846882
2013-11-25,0.013950148,0.034074932,-0.024496112,0.0044498392,0.102984905
2013-11-26,-0.00989596,0.012529053,0.018051226,0.012381195,0.12897578
