date,F1,F2,F3,F4,F5
2013-10-21,0.5044909,0.18314435,0.048369136,-0.6369451,0.22881535
2013-10-22,0.7494625,-0.9273445,0.069494784,-0.7929638,0.42745814
2013-10-23,-0.47831786,0.9700001,-0.11283093,-0.14916559,-1.0188261
2013-10-24,0.7592365,-0.5550756,0.6621388,-0.61626554,-0.5245513
2013-10-25,0.1064973,-0.1533093,0.5966321,-0.040977877,0.05262123
2013-10-28,0.16092348,-0.81503654,1.6254331,0.079326086,-0.08292892
2013-10-29,0.11229127,0.6654117,0.2780516,-0.08353538,0.013143637
2013-10-30,0.85498196,-0.5072768,0.2541411,-0.19452992,-0.23035997
2013-10-31,-0.9783478,1.2868726,0.988251,0.25110596,-0.07349794
2013-11-01,-0.58243996,0.04355469,-0.047318935,-0.66977555,0.09477499
2013-11-04,-0.29253557,0.030858092,0.47359523,-0.1422181,-0.5942493
2013-11-05,-0.03588988,0.23515959,0.48278642,-0.19153592,-0.14650072
2013-11-06,0.44776013,-0.36091447,0.46958652,-0.12476351,-0.5164966
2013-11-07,-0.05227437,0.6737661,-0.09202401,-0.27489164,-0.1291144
2013-11-08,-0.22923611,1.1187115,0.27862692,0.76305,0.022656476
2013-11-11,-0.03609143,0.29857528,0.32708025,0.5988348,-0.42291075
2013-11-12,-0.23067905,0.8595078,0.056457784,0.1341384,-0.34449252
2013-11-13,-0.2982228,0.36313966,0.7650978,0.3990795,-0.15866965
2013-11-14,0.97221583,-0.5683674,0.6559923,-0.47092804,-0.94025093
2013-11-15,0.3684917,-0.43060344,0.901474,-0.35480806,-0.28172553
2013-11-18,-0.8488962,0.46841875,0.7719793,0.18053688,0.055904087
2013-11-19,0.10364025,-0.13652866,0.028559957,-0.34111714,0.6028341
2013-11-20,-0.35449684,0.45637324,0.59061056,0.78523093,-0.525596
2013-11-21,0.04196563,0.439901,0.30492118,1.090157,0.043199014
2013-11-22,0.32504937,0.6196236,0.05136827,0.09407901,0.23302174
2013-11-25,0.12956497,0.5740006,-0.35502034,-0.062688805,-0.23661973
2013-11-26,0.1699199,0.1345745,0.50164783,0.009778613,-0.48646218
2013-11-27,-0.21788579,0.42334607,0.63461673,0.18447813,-0.80200446
2013-11-29,1.0407641,-0.24722105,-0.51424354,-0.45232517,-0.10994485
2013-12-02,-0.8021091,0.855905,1.1532776,0.67488873,-0.19156282
2013-12-03,-0.12648503,-0.0015092872,0.3468889,0.517698,-0.22057347
2013-12-04,1.3358895,-0.8879613,-0.28038004,-0.819525,0.50514036
2013-12-06,-0.37857148,0.81947476,0.48973778,0.24805602,0.46062618
2013-12-09,0.724123,0.29629198,-0.6193792,-0.59637713,0.17244633
2013-12-10,0.98614746,-1.3102447,0.002876581,-0.63993627,-0.1162444
2013-12-11,0.43817404,0.5888738,-0.21805616,0.057667363,0.19882183
2013-12-12,-0.6893802,0.96474224,1.318495,0.1918457,-0.30193725
2013-12-13,0.5449974,-0.4320561,0.5063797,-0.70452183,0.15398158
2013-12-16,1.8337959,0.6244811,0.2657394,-0.40915442,-1.0054282
2013-12-18,-0.7416012,-0.4121141,0.79292786,0.21852152,0.093300276
2013-12-19,-0.8090588,1.4680389,0.42784914,1.0482413,-0.11669082
