date,F1,F2,F3,F4
2013-10-21,-0.0399642,0.088059515,0.81033254,0.17238519
2013-10-22,0.7373563,0.78239465,1.5677959,0.00648551
2013-10-23,-0.97198874,-1.3214624,0.20230334,0.012833425
2013-10-24,0.86602104,0.2719707,0.6307004,0.2837733
2013-10-25,0.6089074,0.04305521,-0.16109098,0.19147168
2013-10-28,1.4056034,0.22965093,-0.6302084,0.22535175
2013-10-29,-0.3759788,-0.2788195,-0.1239049,0.050195765
2013-10-30,0.40490204,0.846627,0.52159166,0.14937976
2013-10-31,-0.093541116,-1.5595704,-1.2848713,0.14981985
2013-11-01,-0.04043946,-1.0034149,0.8566228,0.6073334
2013-11-04,-0.08831576,-0.808121,0.052495997,0.052883066
2013-11-05,0.28649938,-0.43380794,-0.019921819,0.2974176
2013-11-06,0.4948647,0.12292245,-0.017750528,0.061121065
2013-11-07,-0.3557688,-0.57900715,0.3233776,0.20029467
2013-11-08,-0.6997197,-0.21336843,-1.3342042,-0.3075176
2013-11-11,-0.54787457,0.03453707,-0.72161835,-0.108225785
2013-11-12,-0.288655,-0.5752561,-0.2785601,0.15742736
2013-11-13,-0.018852506,-0.47712147,-0.8853077,-0.07150598
2013-11-14,0.47990838,0.4229076,0.28522497,-0.106659904
2013-11-15,1.1795937,0.029320449,-0.04111528,0.49547634
2013-11-18,0.12703444,-1.0630051,-0.7669763,0.23245543
2013-11-19,0.02246004,0.18387105,0.52552503,0.19175628
2013-11-20,-0.19401671,-0.30794057,-1.2325026,0.006299882
2013-11-21,-0.9210828,0.5454913,-1.2492343,-0.37472865
2013-11-22,-0.10283731,0.16296564,-0.16195416,-0.10655521
2013-11-25,-0.4215731,-0.18236376,0.29537708,0.07502272
2013-11-26,0.3378927,-0.25083828,-0.25728315,0.020404108
2013-11-27,-0.039321113,-0.78267944,-0.4409608,0.020500373
2013-11-29,0.18271823,0.8806766,1.0266371,-0.0041220863
2013-12-02,-0.122864276,-0.9929686,-1.6591008,0.09544466
2013-12-03,-0.29085958,0.021518815,-0.6615579,-0.04584607
2013-12-04,0.440728,1.4404197,1.5192854,0.024191137
2013-12-06,0.20680434,-0.46303058,-0.9555042,0.21713042
2013-12-09,-0.090227306,0.42523617,1.1358687,0.0777554
2013-12-10,0.77143764,1.1029383,1.1918476,0.33700684
2013-12-11,-0.19589496,0.41248196,0.11051022,0.03730146
2013-12-12,0.7635289,-1.3919681,-1.303824,0.38180995
2013-12-13,0.93686444,0.2760963,0.64076763,0.56236815
2013-12-16,-0.34589684,1.0938593,0.005256753,0.66713786
2013-12-18,0.64085495,-0.61189586,-0.42962313,-0.035008017
2013-12-19,-0.7771315,-0.7870811,-2.0443664,-0.21921648
2013-12-20,0.042514358,1.2722359,0.46091637,-0.13970788
2013-12-23,0.49004272,-0.57917976,-0.22319181,0.1597582
2013-12-24,0.42847154,0.52429926,0.24500193,-0.054308437
