date,F1,F2,F3,F4
2013-10-21,0.039043028,-0.021161843,0.11500258,0.04360863
2013-10-22,0.15701178,0.3571417,0.2396182,0.027033566
2013-10-23,-0.09917796,-0.94959897,0.03801803,0.12708738
2013-10-24,0.068600304,0.028206028,0.073440805,-0.010061919
2013-10-25,0.019561006,0.0056566177,-0.025285695,-0.018606935
2013-10-28,-0.026466552,0.14354756,-0.15387113,-0.06594425
2013-10-29,-0.05201416,-0.14875971,-0.011359829,0.04472507
2013-10-30,0.0390568,0.517237,0.06889875,-0.0010917652
2013-10-31,-0.11308711,-0.96901643,-0.18989795,0.078461796
2013-11-01,0.033296302,-0.8121863,0.10882885,0.17955105
2013-11-04,-0.058950655,-0.52937984,0.006047526,0.04984992
2013-11-05,-0.0015233494,-0.30800042,-0.0021818168,0.055132087
2013-11-06,0.008194252,0.05656834,-0.01554819,-0.048396803
2013-11-07,-0.0044205156,-0.41006023,0.055056237,0.06278047
2013-11-08,-0.13422708,0.0426625,-0.1739609,-0.05557947
2013-11-11,-0.105427496,0.12493607,-0.08585344,-0.0037469016
2013-11-12,-0.026388362,-0.35073456,-0.027175928,0.112491935
2013-11-13,-0.098698504,-0.19084726,-0.121445954,0.009135049
2013-11-14,0.0034042425,0.22957708,0.034302324,-0.017612085
2013-11-15,0.0730902,-0.08068364,-0.006311851,0.025978029
2013-11-18,-0.06017959,-0.67411983,-0.10748362,0.04506796
2013-11-19,0.052827254,0.060941175,0.07087067,0.020866163
2013-11-20,-0.10967392,-0.07652499,-0.15948693,0.026388813
2013-11-21,-0.13782445,0.62981653,-0.1567687,-0.06416516
2013-11-22,-0.0029993197,0.17476001,-0.006390604,-0.05043178
2013-11-25,0.0034015488,-0.11052416,0.058811586,0.034819163
2013-11-26,-0.005239182,-0.13742855,-0.032511894,-0.01826248
2013-11-27,-0.06878271,-0.47363964,-0.049634695,0.049022283
2013-11-29,0.118742205,0.5224902,0.13988145,-0.028671259
2013-12-02,-0.14107579,-0.55215436,-0.25377023,0.043796636
2013-12-03,-0.0731258,0.11347878,-0.07746395,-0.02017606
2013-12-04,0.1648034,0.8278745,0.23517032,-0.05838592
2013-12-06,-0.037395827,-0.22581743,-0.1207998,0.03280889
2013-12-09,0.10802256,0.20623498,0.16520666,0.007392541
2013-12-10,0.1558842,0.5545122,0.18232578,0.01909565
2013-12-11,0.014497618,0.30300736,0.026513182,0.0045776223
2013-12-12,-0.020966223,-0.8814684,-0.23826496,0.055108417
2013-12-13,0.09930101,0.01544491,0.10342633,0.05865971
2013-12-16,0.064572886,0.7556241,-0.022840563,-0.037956882
2013-12-18,-0.031840824,-0.41615918,-0.080354005,-0.003215446
2013-12-19,-0.1815159,-0.3028675,-0.3084097,0.026213275
2013-12-20,0.059382625,0.861327,0.06827768,-0.042978715
2013-12-23,-0.025720395,-0.38964966,-0.04572639,0.07265866
2013-12-24,0.04094874,0.32805762,0.029550124,-0.03039424
2013-12-27,0.14295591,0.90883017,0.12673518,-0.11138183
2013-12-30,-0.028216572,-0.7648596,-0.07355452,0.09166476
2013-12-31,-0.0761087,-0.4797231,-0.023008505,0.03165712
2014-01-02,0.22218953,-0.32081288,0.3031398,0.106872894
2014-01-03,-0.01894058,-0.48166573,0.15966626,0.12965864
2014-01-06,0.004413388,0.011839213,0.044401255,0.040103346
2014-01-07,-0.041788306,-0.040678203,-0.10126957,-0.046979852
2014-01-08,-0.00895669,-0.55180126,-0.009286788,0.08933961
2014-01-09,-0.023633208,-0.5352765,0.03787049,0.07044219
2014-01-10,0.061260838,0.9820297,0.18428504,-0.0056117564
2014-01-13,0.10476878,0.33541146,0.083937295,-0.017288655
2014-01-14,-0.012560185,0.018747894,-0.034082744,-0.06259376
