date,F1,F2,F3,F4
2013-10-21,0.00817112,0.1260323,0.95138925,0.27224764
2013-10-22,0.91560143,0.8300395,1.8728464,-0.28271973
2013-10-23,-1.0236694,-1.5824512,0.24386288,0.1994355
2013-10-24,1.0775673,0.4004537,0.7326069,0.35789305
2013-10-25,0.7004399,0.11751329,-0.15301928,0.3698729
2013-10-28,1.7107204,0.37117118,-0.6964159,0.45184854
2013-10-29,-0.3952158,-0.3488555,-0.14971825,0.17371841
2013-10-30,0.5307254,0.9802215,0.62981117,0.05940499
2013-10-31,-0.024806999,-1.8034204,-1.4366959,0.49827638
2013-11-01,-0.047087424,-1.0832031,0.95536757,1.0087727
2013-11-04,-0.024180872,-0.9527769,0.06955953,0.25752324
2013-11-05,0.35106066,-0.4592086,-0.0064229723,0.53639036
2013-11-06,0.60840255,0.18027557,-0.016284604,0.1606861
2013-11-07,-0.45366713,-0.66035324,0.40821245,0.41057372
2013-11-08,-0.8556551,-0.29892984,-1.500541,-0.22533374
2013-11-11,-0.6122725,-0.0046168515,-0.83038026,-0.09952079
2013-11-12,-0.36715904,-0.6936937,-0.28391504,0.366445
2013-11-13,0.03185306,-0.58337855,-1.0092922,0.08897375
2013-11-14,0.7292731,0.4473216,0.33582762,-0.30324924
2013-11-15,1.3685596,0.14589578,-0.07864971,0.7343804
2013-11-18,0.1330266,-1.1844009,-0.8236746,0.5472919
2013-11-19,0.0089456495,0.26322502,0.6250817,0.37195542
2013-11-20,-0.24894772,-0.3872514,-1.4060436,0.09450932
2013-11-21,-1.0955657,0.5319536,-1.4547092,-0.5523432
2013-11-22,-0.11511207,0.16360286,-0.13290106,-0.034865312
2013-11-25,-0.5436793,-0.22779068,0.38291162,0.19785513
2013-11-26,0.42542854,-0.29291704,-0.28415474,0.15042962
2013-11-27,0.044271916,-0.96441406,-0.49143386,0.15003175
2013-11-29,0.17067201,0.9889717,1.2269987,-0.16054074
2013-12-02,-0.12910777,-1.1304221,-1.8668633,0.3828918
2013-12-03,-0.3642869,0.013533462,-0.7428576,0.06066199
2013-12-04,0.5217088,1.6447929,1.748449,-0.15888001
2013-12-06,0.16706637,-0.48550713,-1.0655075,0.46245903
2013-12-09,-0.16563566,0.48794565,1.3537475,0.07135714
2013-12-10,0.8621907,1.3094177,1.3966722,0.17776658
2013-12-11,-0.2788147,0.46887287,0.16689396,0.06771134
2013-12-12,0.9086623,-1.5200557,-1.4526905,0.78045446
2013-12-13,1.0671462,0.41435537,0.7384713,0.68949956
2013-12-16,-0.24067095,1.3418801,-0.14074925,1.2640454
2013-12-18,0.8577203,-0.7272305,-0.39311832,-0.09932745
2013-12-19,-0.9084351,-0.95567536,-2.3014529,-0.0395021
2013-12-20,0.044852328,1.3943344,0.5867629,-0.37825075
2013-12-23,0.6499673,-0.68104744,-0.25025913,0.18617877
2013-12-24,0.5249672,0.58532494,0.327851,-0.16088802
2013-12-27,1.0258197,1.7701181,0.90991914,-0.120513126
2013-12-30,0.32380953,-1.3152051,-0.48036057,0.5999355
2013-12-31,-0.031737294,-0.994742,-0.051014252,-0.10446125
2014-01-02,0.9995037,0.19212905,2.3479056,0.078274034
2014-01-03,-0.680463,-0.8414136,1.4189945,-0.3109115
2014-01-06,-0.45898104,-0.1947582,0.3367374,-0.524132
2014-01-07,0.13647787,-0.12557025,-0.86850286,0.57657295
2014-01-08,0.81464314,-0.890653,-0.051446296,0.43367597
2014-01-09,0.08146941,-0.8773904,0.5459418,0.32177263
2014-01-10,-0.4102786,1.660465,1.2447191,-0.40761074
2014-01-13,0.35737422,0.9569714,0.47008783,1.1310267
2014-01-14,-0.34509003,0.014227946,-0.35330987,0.5624631
2014-01-15,1.3172781,0.33619145,-0.77637446,0.18496244
2014-01-16,-0.57538515,-0.01965933,0.5596333,-0.66012645
2014-01-17,1.1446296,0.7646152,0.4408085,0.32825235
2014-01-21,0.6346863,-0.5843268,-0.8510214,0.20379342
2014-01-22,0.30738908,-0.012510124,-0.8770433,-0.2916096
2014-01-23,-0.61688805,-0.22343549,0.7103996,-0.13991795
2014-01-24,-0.108813964,-0.49718845,-0.9216755,0.33059314
2014-01-27,-0.011971913,-1.067515,0.6325655,0.79903245
2014-01-28,-0.4856789,-0.12837078,-1.2511858,0.009952894
2014-01-29,1.5424063,0.07017057,-0.63889897,0.7106099
2014-02-10,-2.706783,0.7724692,0.63926184,-1.2666267
2014-02-11,0.19938993,0.29877114,0.17093273,-0.13825606
2014-02-12,0.5159096,1.1523917,0.73505586,0.30479375
2014-02-13,-0.45503384,0.16571246,-0.014534783,-0.20900033
2014-02-14,0.44483754,1.2638875,1.328347,0.044724125
2014-02-18,-1.2503761,1.6761949,0.26006967,-0.90000355
2014-02-19,-0.8321747,0.58396673,-0.28544244,-0.06279491
2014-02-20,-0.3063922,-0.41854575,-0.5315641,0.0850655
2014-02-21,-0.048546493,0.16328001,1.0724692,0.09572284
2014-02-24,-0.91512287,0.5111887,1.2504655,-0.39776456
2014-02-25,-0.5221971,-0.23455593,0.77373624,0.043599106
2014-02-26,-0.2482203,-0.594147,-1.2553452,0.32754004
2014-02-27,1.0379258,0.018915905,0.83385223,0.22010317
2014-02-28,-0.88688123,-0.06951795,-0.5605424,-0.5038184
2014-03-03,-1.6372824,1.1335022,0.28633752,-0.5791964
2014-03-04,-0.67384416,0.4488008,0.6419168,-0.3542786
2014-03-05,-0.6297042,0.060902186,1.2720622,0.35775584
2014-03-06,-1.0067327,0.8516777,0.8907319,-0.45072955
2014-03-07,-0.7913486,-1.1864628,-1.420949,-0.10299059
2014-03-10,1.1295631,-0.81672674,0.5169981,0.10448694
2014-03-11,-0.95570487,-0.92722994,0.07021301,-0.5643383
2014-03-12,0.09602677,0.34751654,1.6229252,0.19717714
2014-03-13,-0.10681044,-0.5738562,0.37103733,0.29269552
2014-03-14,1.4863347,0.11693816,-0.47656354,0.086267985
2014-03-17,-0.62393105,-0.89687467,0.59453,0.2878532
2014-03-18,-1.4126428,0.113226615,-0.48521137,-1.300687
2014-03-19,-0.80219537,-0.5661671,0.049707856,-0.836645
2014-03-20,0.5529111,-1.6056328,-1.0808699,0.5363547
2014-03-21,1.1500896,0.28727087,-0.09788055,0.537943
2014-03-24,-1.6749637,-0.49205914,-0.4847478,-0.18164659
2014-03-25,0.73825574,0.8503031,-0.044716764,0.21303289
2014-03-26,-0.1957609,-0.9500076,-0.7476478,-0.06877092
2014-03-27,-0.83453333,0.30383104,-0.76713705,-0.51360697
2014-03-28,0.31553575,0.5578306,0.17129353,0.3480977
2014-03-31,-0.934434,-0.022087712,0.4635548,0.10229518
2014-04-01,-0.46597287,-0.3056686,0.7701694,0.36398268
2014-04-02,1.8790454,0.35668555,0.67093647,0.7309163
2014-04-03,-0.8603067,0.40673983,-0.8401576,-0.40676734
2014-04-04,0.1288048,0.9006592,0.6290099,0.3099253
2014-04-08,-0.6202698,0.8634252,-0.08850823,-0.25738457
