date,F1,F2,F3,F4
2013-10-21,-0.013692382,0.102769695,0.8513855,0.20650667
2013-10-22,0.81505823,0.80355924,1.6539544,-0.1114365
2013-10-23,-0.99236727,-1.4026045,0.22099441,0.08070876
2013-10-24,0.95291454,0.31639296,0.6542291,0.30891916
2013-10-25,0.64569795,0.06303779,-0.16155213,0.24279459
2013-10-28,1.5284647,0.27073202,-0.655622,0.2887103
2013-10-29,-0.38046175,-0.30147824,-0.13283187,0.0934444
2013-10-30,0.45193958,0.8906881,0.5504765,0.12523471
2013-10-31,-0.073753744,-1.6471059,-1.3272399,0.2578388
2013-11-01,-0.044608746,-1.0266992,0.8905546,0.7439591
2013-11-04,-0.05930394,-0.8561235,0.058260035,0.11061335
2013-11-05,0.3125266,-0.4448831,-0.01735676,0.37200978
2013-11-06,0.5413431,0.13948692,-0.022116816,0.08961722
2013-11-07,-0.39004394,-0.60471886,0.34979147,0.2736413
2013-11-08,-0.7565374,-0.24852338,-1.3887136,-0.28103107
2013-11-11,-0.5722792,0.021042302,-0.75634754,-0.10108885
2013-11-12,-0.3262473,-0.6138517,-0.2760667,0.22341132
2013-11-13,0.002298948,-0.5157511,-0.92154545,-0.030046007
2013-11-14,0.5782663,0.43228427,0.2950638,-0.18916653
2013-11-15,1.2482809,0.064934686,-0.05622941,0.5723828
2013-11-18,0.13050571,-1.1108559,-0.7831543,0.3292077
2013-11-19,0.02120503,0.2100647,0.55453056,0.2522934
2013-11-20,-0.22171625,-0.3360922,-1.2860252,0.03418771
2013-11-21,-0.9901878,0.5361267,-1.3161252,-0.42738596
2013-11-22,-0.105559975,0.1595174,-0.1547125,-0.08626317
2013-11-25,-0.46720147,-0.19626671,0.32320833,0.116825014
2013-11-26,0.37058434,-0.26852784,-0.266388,0.052922506
2013-11-27,-0.006982115,-0.84240305,-0.45513415,0.05484326
2013-11-29,0.17289011,0.9219162,1.0891662,-0.05272661
2013-12-02,-0.12643139,-1.0447177,-1.7242906,0.18942025
2013-12-03,-0.31619287,0.015599907,-0.68791807,-0.0070083146
2013-12-04,0.47507212,1.5163465,1.5839136,-0.029437916
2013-12-06,0.19285488,-0.47808534,-0.9901774,0.2952395
2013-12-09,-0.11735189,0.45040154,1.2025068,0.08021353
2013-12-10,0.80154645,1.1782016,1.2500864,0.2928384
2013-12-11,-0.22751966,0.4299394,0.12673064,0.04773849
2013-12-12,0.81488395,-1.443784,-1.3448375,0.5105393
2013-12-13,0.9894722,0.32342863,0.6654294,0.6060895
2013-12-16,-0.32375848,1.1717112,-0.059520636,0.93612874
2013-12-18,0.74103105,-0.6491047,-0.4082197,-0.08996563
2013-12-19,-0.83714336,-0.84751105,-2.123914,-0.16701931
2013-12-20,0.043573454,1.3138335,0.49857625,-0.22329275
2013-12-23,0.5587514,-0.61239064,-0.23479292,0.15038446
2013-12-24,0.4698107,0.5421799,0.2639501,-0.105071895
2013-12-27,0.94952494,1.5983791,0.79986054,-0.06043143
2013-12-30,0.28718033,-1.2269214,-0.4483317,0.35325348
2013-12-31,-0.07910874,-0.8467609,-0.058672342,-0.1794405
2014-01-02,0.9018959,0.13737227,2.1067142,0.2016653
2014-01-03,-0.67890745,-0.66823024,1.2575547,-0.16340196
2014-01-06,-0.40670732,-0.098365046,0.23903634,-0.38148215
2014-01-07,0.15096644,-0.17896156,-0.8201215,0.32408223
2014-01-08,0.7151594,-0.8210286,-0.050085094,0.30151567
2014-01-09,0.029406447,-0.7846993,0.5125132,0.18889046
2014-01-10,-0.37501353,1.5820028,1.0764116,-0.21823435
2014-01-13,0.39905304,0.78101605,0.4601752,0.9315999
2014-01-14,-0.2886495,-0.03797874,-0.31349397,0.31586605
2014-01-15,1.1713508,0.27004486,-0.71356046,0.07677811
2014-01-16,-0.5132158,0.082120426,0.4492018,-0.49942473
2014-01-17,1.0340599,0.6384199,0.38641277,0.24375603
2014-01-21,0.5553891,-0.51375467,-0.77922565,0.08841175
2014-01-22,0.24035387,0.015443245,-0.8055003,-0.2737594
2014-01-23,-0.59915715,-0.14113866,0.62313294,-0.070627205
2014-01-24,-0.09436446,-0.45394942,-0.8687156,0.2482869
2014-01-27,-0.041848272,-1.0109833,0.5762109,0.57197964
2014-01-28,-0.40645894,-0.10429037,-1.1472672,-0.034287024
2014-01-29,1.3896424,0.024118269,-0.5891747,0.6111854
2014-02-10,-2.5295177,0.8423622,0.61540514,-0.958755
2014-02-11,0.17351179,0.30523673,0.13266122,-0.06451159
2014-02-12,0.53272194,1.0182916,0.6502893,0.3273409
2014-02-13,-0.40975165,0.1963987,-0.04510389,-0.12872882
2014-02-14,0.39422056,1.1511943,1.1908942,0.13760632
2014-02-18,-1.0891742,1.6524692,0.22575583,-0.6361271
2014-02-19,-0.68202716,0.54274607,-0.252786,0.08337901
2014-02-20,-0.29754096,-0.36620054,-0.4943657,0.003789804
2014-02-21,-0.03489711,0.16511828,0.9481533,0.09532752
2014-02-24,-0.82118493,0.54001766,1.1175681,-0.31478885
