horizon,commodity,stale,zero_return_frac,mse_full,mse_ar1,mse_mean,mse_zero,r2_oos_vs_ar1,r2_oos_vs_mean,r2_oos_vs_zero,cw_stat,cw_p,cw_fdr10_reject
21,HeatingOil,False,0.0006968641114982578,0.014861148084482335,0.014812302530558218,0.014635905367046936,0.01452572025962441,-0.0032976340999886222,-0.015389735843915675,-0.023091992607779943,-0.12258599818179006,0.5487825286787331,False
21,Gold,False,0.0031358885017421603,0.0023530515970747686,0.0023553281237855515,0.002330053716606244,0.002515922180858137,0.0009665433396702783,-0.009870107416245055,0.06473593858448201,1.3697855365248781,0.08537692913358974,False
21,Silver,False,0.0024390243902439024,0.010104496689745869,0.010095485179765265,0.009907848495303425,0.010066138201786338,-0.0008926277261707138,-0.019847719162809252,-0.003810645869408269,0.22675773870572263,0.4103060636563375,False
21,Copper,False,0.007317073170731708,0.0056472865406616305,0.005620963897674908,0.005663663159702476,0.0056661181353023,-0.004682941122893691,0.0028915241918634482,0.003323544301581105,-1.1104196549553484,0.8665908837839857,False
21,Aluminium,False,0.0031358885017421603,0.004965392605568949,0.004953573858412353,0.0048457277039839096,0.0048529085037713506,-0.002385903086218333,-0.024694928996249033,-0.023178698240484685,-0.020945783691369343,0.5083555477403594,False
21,Nickel,False,0.0006968641114982578,0.010500960642571557,0.010451275507636993,0.010282127424255848,0.010190408543577077,-0.004753978105185075,-0.021282873600600993,-0.030474940986563004,-0.549713416981383,0.7087420235817767,False
21,Zinc,False,0.003484320557491289,0.006042006437890085,0.0060360695479011114,0.00594960271441138,0.005915972494847143,-0.0009835688508654794,-0.015531074579968385,-0.021304010989354527,0.39753530744864835,0.34548637771559987,False
21,Platinum,False,0.0031358885017421603,0.008299931236513609,0.008255535026483048,0.008127215732263656,0.008078775656343575,-0.005377750792424862,-0.021251497430331723,-0.02737488817335576,-1.4235086011002864,0.9227056147324301,False
63,Coffee,False,0.009059233449477353,0.03922878781331637,0.0391666336442617,0.03826820946324046,0.03730971032868722,-0.0015869162925563618,-0.02510120968681906,-0.05143640804827099,0.05251194637435668,0.47906038831933984,False
63,SoybeanOil,False,0.012195121951219513,0.03405428260685215,0.034032055385538544,0.03163347291375654,0.03099186968384178,-0.0006531260325537414,-0.0765268391395264,-0.09881342927196868,0.24022577452639568,0.40507761671621256,False
63,Corn,False,0.0156794425087108,0.022321460889183468,0.022295022555933346,0.02073413276350226,0.02002081154128933,-0.0011858401660636009,-0.07655628252151159,-0.11491289167521823,0.3609203929998005,0.35907947913526006,False
63,Cotton,False,0.0031358885017421603,0.021461620845425883,0.02143662616944838,0.020854833030879486,0.02025646950780197,-0.0011659799345256072,-0.02909578866672935,-0.059494638844135084,0.49574385338406346,0.310037571372316,False
63,HRWWheat,False,0.01602787456445993,0.02402034104788992,0.02399896744058384,0.02278630512102544,0.02215992010108481,-0.000890605287873214,-0.054156912246637434,-0.083954316546206,0.8075860767982491,0.20966445226191732,False
63,LeanHogs,False,0.01289198606271777,0.03737886679173857,0.03712420857159233,0.039171330350948094,0.03776307688765099,-0.006859626910433514,0.04575957832297983,0.010174226455526458,1.0313694739255979,0.15118379510346114,False
63,LiveCattle,False,0.015331010452961672,0.00460328811543415,0.004548611403318647,0.003989636242980403,0.004193380171655784,-0.01202052830356326,-0.15381148432603142,-0.09775119998636095,-0.742047880007886,0.7709708367155812,False
63,Soybeans,False,0.010801393728222997,0.011992992425554069,0.011911148315486692,0.01168576640225455,0.011375943354182218,-0.0068712191217503715,-0.026290618237948538,-0.05424157383352313,-0.4490859273819747,0.6733151641473507,False
63,Sugar,False,0.017421602787456445,0.013516556877951233,0.013532138148998325,0.013376407106479776,0.013027664328287449,0.0011514271340959947,-0.010477385321471466,-0.037527260247428584,1.3739611108912637,0.08472687795243283,False
