date,fx_dxy,fx_bbdxy,fx_eurusd,fx_usdcnh,fx_audusd,fx_usdbrl,fx_usdclp,fx_usdcad,fx_usdnok,fx_usdzar,ust_10y,ust_5y,ust_2y,tips_10y,tips_5y,be_10y,be_5y,inflsw_5y,inflsw_10y,cny_10y,hy_oas,ig_oas,vix,move,ovx,gvz,spx,mxwo,mxef,csi300,shcomp,hscei,xle,bdiy,bdti,gpr,epu,regime
2021-01-01,0,0,-8.186320663e-05,0,0,0,0,0.0002357285989,-0.0004430350303,0,0,0,0,0,0,0,0,-0.0006,-0.003,0,0,0,0,0,0,0,0,0,0.0003794023297,0,0,0,0,0,0,65.27,429.48,R6
2021-01-04,-0.0007563707912,0.0006335580743,0.002697953646,-0.007362337333,-0.003776292006,0.01398276874,-0.01300960117,0.003920651145,-0.002299938554,0.002114172878,0,-0.0111,-0.0079,-0.025,-0.036,0.0226,0.0255,0.0186,0.0155,0.031,0.05,0.02,4.22,0.61,4.29,1.07,-0.01486471812,-0.007462609818,0.009768275563,0.01077020548,0.008569113306,-0.001436067529,0.001581861653,0.005839432652,0.1529236858,99.33,233.3,R6
2021-01-05,-0.004829768737,-0.00482872414,0.004073989176,-0.002807922975,0.01218894759,0.0009290597257,-0.00520867957,-0.00856687756,-0.01032711416,0.01820244657,0.0417,0.0269,0.0079,0.023,-0.006,0.0191,0.0342,0.022,0.0075,-0.04,-0.03,0.01,-1.63,-0.64,-1.73,0.28,0.007057576171,0.005281827371,0.01184284532,0.01895277124,0.007315258739,0.004759711904,0.04381014935,0.03152123431,-0.005540180376,121.85,208.61,R6
2021-01-06,0.001050478959,-0.001363412329,0.002355331038,0.001986529505,0.005526651173,0.004538070792,-0.00101635481,0.0006312633367,-0.006647219561,0.00484942162,0.0806,0.0492,0.0158,0.04,0.01,0.0406,0.0384,0.032,0.03,-0.006,-0.1,-0.01,-0.27,-4.31,-1.08,-0.44,0.005693660866,0.005694994115,-0.00352142435,0.009115431116,0.006271602072,0.01159744622,0.03005317448,0.004924385611,-0.01304771539,106.57,139.81,R6
2021-01-07,0.00330070105,0.00587094592,-0.004471733944,0.003343345838,-0.004238655116,0.01874558465,0.01657578911,0.001103752871,0.001840997747,0.02423089574,0.044,0.0334,0,0.018,-0.012,0.0262,0.0462,0.058,0.038,-0.002,-0.02,-0.02,-2.7,0.56,-3.25,-1.04,0.01473822118,0.01276495607,0.005285059863,0.01756281575,0.007107567059,-0.009503882277,0.01457397668,0.01601148024,-0.01702973984,54.24,124.29,R6
2021-01-08,0.003023501114,0.001025663984,-0.004409970397,-0.001004924213,-0.00154579446,0.00375158681,0.001112229713,0.0008663805528,-0.0008547516399,-0.009161720469,0.0358,0.0241,-0.004,0.06,0.028,-0.0232,-0.0049,0.001,-0.014,0.02,-0.02,-0.01,-0.81,-0.39,0.59,1.5,0.005476865536,0.00696859312,0.02334335,-0.003311811723,-0.001706334855,0.01460286667,-0.001206418291,0.1035633216,-0.007662872746,77.74,104.8,R6
2021-01-11,0.004065068761,0.004669061554,-0.005498803301,0.002240369285,-0.007765018957,0.01582991999,0.01462490186,0.006434927643,0.01381170633,0.01506441448,0.0307,0.0225,0.012,0.029,0.044,0.0013,-0.0232,-0.014,0.012,0.017,0.05,0,2.52,2.96,-1.34,-1.51,-0.006576373762,-0.008483900205,-0.002907742335,-0.009924564321,-0.0108737039,0.009444514142,0.01557104163,0.09213521399,-0.01745922137,84.14,308.7,R6
2021-01-12,-0.004120565429,-0.006096358852,0.004598086761,-0.005726771985,0.009696888963,-0.03444827132,0.007460143737,-0.005726628711,-0.01038523858,-0.01919766679,-0.0169,-0.0064,0,-0.017,-0.007,-0.0005,0.0005,-0.007,-0.016,-0.017,0.03,0,-0.75,2.35,-1.46,-0.64,0.000415745717,0.001592109332,0.002937294254,0.02812232609,0.02152541212,0.01420130523,0.0343451582,0.04876312289,-0.01181116093,169.88,229.15,R6
2021-01-13,0.002903885708,0.002407383803,-0.004104422114,0.003811180965,-0.005030645888,-0.002502565023,0.02063754498,-0.001023259564,0.002860217766,0.001449565548,-0.0459,-0.0303,-0.0019,-0.033,-0.013,-0.0127,-0.0167,-0.014,-0.008,-0.013,-0.02,-0.02,-1.12,-4.52,2.94,-1.21,0.002273017903,0.00199844064,0.007727331249,-0.003289688603,-0.002688224762,-0.002927342188,-0.007839560556,0.003778681959,-0.009950330853,66.5,223.57,R6
2021-01-14,-0.001284649722,-0.002853832312,-0.0001645278056,-0.0004175914315,0.005802350107,-0.01946130761,-0.0181768766,-0.00457811203,-0.001086391869,-0.01080735395,0.046,0.0145,-0.004,0.016,-0.035,0.0307,0.0523,0.05,0.029,-0.023,-0.07,0,1.04,0.63,1.16,0.41,-0.003760500291,-0.0006498769844,0.004892452799,-0.01946220296,-0.009141452303,0.01016461734,0.02919915469,-0.03509131981,-0.008032171697,62.11,157.94,R6
2021-01-15,0.005889161879,0.005832737656,-0.006023866052,0.003150825064,-0.009689372363,0.01802845353,0.007441284029,0.007252120701,0.0123411243,0.009121460933,-0.0457,-0.0335,-0.006,-0.044,-0.034,-0.0024,-0.0001,-0.001,0.004,0.035,0.03,0.01,1.09,-1.09,2.44,-0.17,-0.007215990507,-0.008538627681,-0.009330210348,-0.0022656284,0.0001326363524,0.001888619774,-0.03967045456,-0.0214334206,-0.006066752682,57.97,149.93,R6
2021-01-18,-7.711926498e-05,-0.0003374598188,-0.0004139244233,0.001910367402,-0.002860116354,-0.0005472885763,6.813799309e-05,0.001961631136,0.003145975749,-0.004890049661,0,0,0,0,0,0,0,-0.003,-0.001,0.028,0,0,0,0,0,0,0,-0.0004863401161,0.000699298154,0.01101262884,0.008333891159,0.01246469093,0,-0.008013780724,-0.00203045755,94.49,159.6,R6
2021-01-19,-0.002945997728,-0.001902561029,0.004296462034,-0.002511963965,0.001821020274,0.01021681877,0.003740457704,-0.001726032125,-0.006290172975,-0.01136605839,0.0051,-0.0047,-0.002,-0.018,-0.044,0.024,0.039,0.024,0.0155,-0.015,-0.02,-0.02,-1.1,0.09,-5.02,-0.17,0.008103480772,0.0069739925,0.0162979059,-0.01478663383,-0.00833304997,0.02343615111,0.01991728647,0.01483198896,0.008097210233,66.67,170.18,R6
