date,fx_dxy,fx_bbdxy,fx_eurusd,fx_usdcnh,fx_audusd,fx_usdbrl,fx_usdclp,fx_usdcad,fx_usdnok,fx_usdzar,ust_10y,ust_5y,ust_2y,tips_10y,tips_5y,be_10y,be_5y,inflsw_5y,inflsw_10y,cny_10y,hy_oas,ig_oas,vix,move,ovx,gvz,spx,mxwo,mxef,csi300,shcomp,hscei,xle,bdiy,bdti,gpr,epu,regime
2014-06-20,0.000684552174,-0.0004851125012,-0.0005880623516,-0.0002408381178,-0.001064622692,0.001031876087,-0.001527389988,-0.005561749598,-0.0002941657155,-0.009094073058,-0.0154,0.0053,0.0084,-0.041,-0.014,0.0233,0.0204,0.0194,0.02,-0.02,-0.02,-0.01,0.23,-0.6549,0.79,-1.69,0.001728556016,-0.0005606664067,-0.005807638828,0.004606400805,0.001451211725,0.003989497091,0.005264999993,0.00221484033,0.004204631282,143.7,57.19,R2
2014-06-23,-0.00124498908,-0.0009312832567,0.0003675794932,-0.0006746554694,0.003615102289,-0.004088882604,-0.006368241757,-0.002419731288,-0.001570346944,-0.005045238914,0.0209,0.0217,0.0082,0.025,0.022,-0.0034,-0.0009,-0.002,0.003,0,-0.01,0,0.13,-0.2891,-0.79,0.14,-0.0001324678767,-0.0006525995446,-0.001466789002,-0.001226925068,-0.001139460608,-0.01916678199,0.003560482448,-0.02011240979,0.002793297906,129,107.54,R2
2014-06-24,0.0006849357985,0.001069910844,7.349968766e-05,0.001493268528,-0.005747753982,0.001709479025,-0.001376387924,0.001210597531,0.0007036894892,0.004275039939,-0.048,-0.0332,-0.008,-0.06,-0.048,0.0104,0.0134,0.018,0.007,0.01,0.03,0,1.15,-0.7333,-0.12,0.03,-0.006456103946,-0.004862083393,0.005558572914,0.005005934832,0.00471380863,0.00509188679,-0.02125298253,-0.02167797382,0,155.02,58.69,R2
2014-06-25,-0.001270616544,-0.001664800757,0.001689003523,-0.0007222708509,0.004260764861,-0.007670479336,-0.002703955045,-0.002422662385,0.003021865891,-0.00451098137,-0.0189,-0.0149,0.0241,-0.008,0.002,-0.01,-0.0155,-0.013,-0.013,0,0.05,0,-0.54,0.1979,-0.23,-0.04,0.004885532456,0.0001956282839,-0.006086376161,-0.005352743725,-0.004152802676,-0.006863392517,0.007535073578,-0.02451961717,0,94.64,54.36,R2
2014-06-26,-6.232665401e-05,-0.000595244018,-0.001248118807,-0.0005299970412,0.0006375518227,-0.005040310364,-0.001218259494,-0.002802692418,0.0005380771211,0.003664957631,-0.0306,-0.0061,-0.0177,-0.026,-0.028,-0.006,-0.0057,-0.0018,-0.004,0.01,0.04,0.01,0.04,-0.8022,-0.73,-0.16,-0.001179549508,-0.000512166851,0.004816655949,0.007336954535,0.006483496988,0.01530170368,0.001100385246,-0.0263488297,0.008333381559,95.02,22.32,R2
2014-06-27,-0.002258844458,-0.002633240953,0.002714502235,-0.001575588358,0.001379969435,-0.001366618288,0.003632207106,-0.002154063113,-0.001174359946,-0.004288110616,0.0054,-0.0098,-0.002,0.005,-0.008,-0.0007,0.0014,-0.0055,0.009,0,0.01,0.01,-0.37,0.025,-0.53,-0.12,0.00190905019,0.002064328403,-0.0006020095834,0.0005489214761,-0.001063509578,-0.002858870616,0,0.008459264946,-0.002770084874,136.64,24.48,R2
2014-06-30,-0.00330384372,-0.001692907125,0.003145461794,-0.001497500421,0.0006362672537,0.009437028432,0.002390049844,0.000468669456,0.0009298153274,0.004664209535,-0.0036,-0.0082,-0.004,0.008,0.002,-0.0117,-0.0122,-0.0102,-0.01,0,0.01,0,0.31,-0.5417,0.08,1.37,-0.0003723359533,0.001469457369,0.004387310563,0.006887022109,0.005785803921,0.002666340121,0.0007995203304,0.02260655463,0.004152255101,84.1,43.97,R2
2014-07-01,0.0005012845521,-0.0006679927068,-0.0009499105606,-0.000241742481,0.006761779593,-0.005751436727,-0.0009046499622,-0.003661460223,0.00517158414,0.00289123351,0.0343,0.0278,0.0078,0.044,0.033,-0.0073,-0.0026,-0.0031,-0.006,0,-0.02,0,-0.42,5.5175,-0.28,-0.27,0.006655590152,0.006483394063,0.0005803526995,-0.0002586796267,0.00100226714,0,0.0005992210306,0.05046942569,0.005509655811,127.72,94.53,R2
2014-07-02,0.001765026652,0.002470342223,-0.001389955965,0.001948392388,-0.00570223298,0.01043676313,-0.001122903729,0.003005261465,0.001588382453,0.008596001355,0.0617,0.0509,0.0158,0.058,0.048,0.0043,0.0033,0.0025,0.0011,0,-0.04,-0.01,-0.33,1.3217,-0.37,0.15,0.0006585713293,0.001252947438,0.008693401215,0.00291090132,0.004397789072,0.01088774757,-0.001498726363,-0.004484312447,0.02576413694,134.72,85.01,R2
2014-07-03,0.003196646246,0.001898410776,-0.003667037479,-0.0008207604565,-0.01021829008,-0.006628961615,-0.005761086003,-0.002817167794,0.002345539295,-0.001329830712,0.0119,0.0265,0.0256,-0.01,0,0.0203,0.0269,0.0281,0.0239,0,-0.02,0,-0.5,-2.6844,-0.28,-0.9,0.005464577267,0.004066939614,0.001516900538,0.004284020103,0.00184881271,0.0005836639333,0.003792419715,0,0.004008021398,93.11,41.51,R2
