date,F1,F2,F3,F4,F5,F6
2013-10-21,-0.016131228,-0.025684558,0.0074264295,0.0055351355,0.025243945,-0.05763334
2013-10-22,0.050299462,0.023528721,0.19062887,0.37195227,0.020659154,-0.09845751
2013-10-23,-0.07421531,-0.19826783,-0.31943688,-0.9603871,0.02793102,0.036108177
2013-10-24,0.014848013,-0.026001679,-0.029266303,0.009151112,0.05190776,-0.033033352
2013-10-25,-0.008778532,-0.009973465,-0.042204946,-0.005394022,0.0011989546,0.007530328
2013-10-28,-0.010708403,0.066166736,-0.04905092,0.1821336,0.05660838,-0.0011947429
2013-10-29,-0.03682522,-0.015878107,-0.05302319,-0.14689939,0.001543992,0.015825793
2013-10-30,0.035928495,0.06639482,0.19158693,0.47209594,-0.012036058,-0.025119413
2013-10-31,-0.11824356,-0.15305257,-0.3825627,-0.87856954,0.013663261,0.11058803
2013-11-01,-0.06699462,-0.2044849,-0.27550575,-0.8046285,0.042933322,0.019100286
2013-11-04,-0.06357919,-0.11729177,-0.21807967,-0.5123158,0.023643874,0.0019858237
2013-11-05,-0.052668832,-0.07305117,-0.14376079,-0.27830642,0.016485637,0.020909496
2013-11-06,0.020105544,0.010677435,-0.033541624,0.047928885,0.00798884,-0.021491438
2013-11-07,-0.039112017,-0.09724681,-0.17304376,-0.38386446,0.013269777,0.04713645
2013-11-08,-0.026538406,0.06995872,-0.04733404,0.0805018,-0.050297856,0.076822326
2013-11-11,-0.03673017,0.05483891,0.023493333,0.11967357,-0.033151504,0.013936657
2013-11-12,-0.049352746,-0.065646924,-0.17644793,-0.3317724,-0.018130096,0.04988911
2013-11-13,-0.03991822,0.018407585,-0.10992694,-0.16844426,0.009247047,0.02776002
2013-11-14,0.006510176,0.032346427,0.07331619,0.19702846,0.013867747,-0.056684308
2013-11-15,-0.041464783,-0.038902372,-0.10458207,-0.04637658,0.021947749,-0.00258923
2013-11-18,-0.08820894,-0.11753173,-0.31216416,-0.59467024,0.007951972,0.08407055
2013-11-19,0.027254084,-0.012765262,0.045529716,0.012766137,-0.00838835,-0.016635539
2013-11-20,-0.07191153,0.020837951,-0.09940725,-0.061038975,-0.02508025,0.08898598
2013-11-21,0.025932828,0.18099014,0.19599806,0.5752575,-0.06178388,0.06936117
2013-11-22,0.018772494,0.04838756,0.05906201,0.18768457,-0.053623006,-0.009007532
2013-11-25,-0.035065785,-0.022441203,-0.05682712,-0.09107575,-0.025723204,-0.013096861
2013-11-26,-0.029625377,-0.029898886,-0.11447795,-0.11015293,-0.0059077633,0.02110466
2013-11-27,-0.07322804,-0.09356518,-0.18202789,-0.43087038,-0.001975487,0.05146137
2013-11-29,0.08132027,0.070094176,0.16841823,0.47610614,-0.016645586,-0.05360532
2013-12-02,-0.11066813,-0.02285959,-0.26799423,-0.5098444,0.005533855,0.1277498
