date,F1,F2,F3,F4,F5,F6
2013-10-21,0.329833,0.16523005,0.018462373,-0.16191861,0.5549666,-0.46298936
2013-10-22,0.9263041,0.13276154,0.4739551,0.31709197,1.1910936,-1.137856
2013-10-23,-0.49743074,-1.0097488,-0.23230593,-1.1895101,-0.9976898,-0.10950704
2013-10-24,0.136171,-0.59310824,0.21262449,0.4525992,0.884632,-0.5926432
2013-10-25,-0.15064731,0.048309226,-0.22990866,0.022270158,0.44798386,0.10280868
2013-10-28,-0.31912225,-0.3222813,-0.31922472,0.71405005,1.3490905,0.57269746
2013-10-29,-0.17204969,0.2921614,-0.26660326,-0.4236713,-0.13050562,0.17350848
2013-10-30,0.5020334,0.18021038,0.36149862,0.8126433,0.3381008,-0.32132834
2013-10-31,-1.1326762,-0.42260587,-1.0007653,-1.0751823,-0.5001516,1.1839128
2013-11-01,-0.036866434,-0.5177259,-0.17200594,-1.4639751,0.035013232,-0.5598337
2013-11-04,-0.41952622,-1.0605917,-0.21366608,-0.2707188,-0.14664657,0.098992325
2013-11-05,-0.2547847,-0.21452416,-0.32488385,-0.39624068,0.1456361,0.10506908
2013-11-06,-0.056540873,-0.58799005,0.03736317,0.542809,0.15559474,-0.0984895
2013-11-07,-0.066036604,-0.053808413,-0.21416377,-0.8297661,-0.2537542,-0.23491031
2013-11-08,-0.4955804,0.76321787,-0.6664302,-0.09575934,-0.67495626,1.049087
2013-11-11,-0.44018453,0.18127663,-0.17212942,0.31924593,-0.60562915,0.5016447
2013-11-12,-0.27473587,-0.0977567,-0.3639514,-0.5079074,-0.66532445,0.14071317
2013-11-13,-0.6001374,-0.16589336,-0.61161476,-0.063999884,-0.2011626,0.89007354
2013-11-14,-0.020152235,-0.6137313,0.32031474,0.89964044,0.9523112,-0.2141774
2013-11-15,-0.26147702,-0.47966906,-0.0843116,0.28980765,0.8072187,-0.076132536
2013-11-18,-0.7757933,-0.44493553,-0.7643014,-0.74155235,-0.12062925,0.8575115
2013-11-19,0.35118383,0.5139999,0.026772143,-0.4083707,0.41081318,-0.3682863
2013-11-20,-0.72082853,0.116661906,-0.45370936,0.028553138,-0.7573285,0.9204409
2013-11-21,-0.2528682,0.98829097,-0.12795556,0.61157924,-0.9364263,0.91403484
2013-11-22,0.10606685,0.7226969,-0.25415313,-0.027251955,0.06595841,0.21428064
2013-11-25,-0.0293807,0.17306371,-0.10425041,-0.3035773,-0.35812333,-0.31422347
2013-11-26,-0.3197015,-0.4962604,-0.1914816,0.16813439,-0.024951242,0.2276534
2013-11-27,-0.5814284,-0.6743643,-0.30236784,-0.2824693,-0.376935,0.49258953
2013-11-29,0.7870141,0.32473662,0.5399618,0.4982904,0.10701095,-0.9494057
2013-12-02,-1.1408422,0.18118371,-1.0370342,-0.65012044,-0.35468742,1.4571662
2013-12-03,-0.27233234,0.082415774,-0.216827,0.22473714,-0.40912652,0.42663687
2013-12-04,1.1746564,0.47966295,0.8159607,0.76438445,0.87162143,-1.3012532
2013-12-06,-0.3690356,0.6685336,-0.77987564,-0.74067825,-0.11603339,0.7781782
2013-12-09,0.7372669,0.65835243,0.2884417,-0.35766283,0.13199688,-1.0057453
2013-12-10,0.7121773,-0.44286078,0.7743062,1.116206,0.7023534,-1.1350121
2013-12-11,0.22658911,0.98314905,-0.08510393,-0.06694669,-0.08549075,-0.17607903
2013-12-12,-1.2120532,-0.3145477,-1.2019982,-1.0170397,0.07552959,1.1431817
2013-12-13,0.2312461,-0.27927473,0.077037215,0.2215754,0.97968054,-0.5398364
2013-12-16,-0.28900576,-0.2926946,0.5546531,1.2656661,0.4555496,-0.23587579
2013-12-18,-0.34814262,0.15999623,-0.74246037,-0.6087362,0.41509762,0.5705993
2013-12-19,-0.9097079,0.63965416,-0.9496259,-0.5535094,-1.0929087,1.5774803
2013-12-20,0.794296,0.79034996,0.40700337,0.95448864,0.3583969,-0.33029988
2013-12-23,-0.34909067,-0.39729357,-0.38939527,-0.36535892,0.16768512,0.23706968
2013-12-24,0.4241447,0.3414588,0.03648311,0.28257546,0.3563961,-0.17617626
2013-12-27,0.9091184,0.14987823,0.6123369,1.4221706,1.0079392,-0.64172584
2013-12-30,-0.69241047,-0.39056018,-0.86053556,-0.9911927,0.018037502,0.48790094
2013-12-31,-0.28888115,-0.7365554,-0.26643097,-0.35820472,-0.25878668,0.2703758
2014-01-02,0.6485263,-0.95438397,0.7479408,-0.14343038,0.9627178,-1.8202242
2014-01-03,0.17030717,-0.9751326,0.52400637,-0.23059022,-0.81914264,-0.9456329
2014-01-06,0.1562268,0.19910462,0.022913892,-0.2286236,-0.5354863,-0.29236642
2014-01-07,-0.3769894,0.22320598,-0.5425514,-0.12245175,0.061231848,0.69716763
2014-01-08,-0.45445585,-0.75486493,-0.42972597,-0.3806091,0.39399904,0.23594499
2014-01-09,-0.24231304,-1.1240925,-0.060702696,-0.25421575,0.11002716,-0.1890101
2014-01-10,0.9882021,0.98185045,0.743697,0.8122941,0.23377417,-1.0641
2014-01-13,0.4730402,0.58702785,0.15248983,0.1466333,-0.09270349,-0.632057
2014-01-14,-0.24985304,0.15677665,-0.14362282,-0.07129548,-0.2331384,0.18154383
2014-01-15,-0.31482446,0.39026886,-0.5141193,0.3426735,0.8840125,0.71398616
2014-01-16,0.391277,0.40604603,0.07042323,-0.21304983,-0.5665104,-0.33503222
2014-01-17,0.24441919,-0.26540717,0.10913156,0.7080545,0.9620771,-0.33079028
2014-01-21,-0.4733209,-0.19409865,-0.47229728,-0.15544242,-0.2868315,0.62280333
2014-01-22,-0.33437592,-0.30642816,-0.114309944,0.5232143,-0.4930903,0.5136382
2014-01-23,-0.10287111,-1.0404538,0.59765184,0.68486327,-0.5693896,-0.5447527
2014-01-24,-0.8244359,-0.25216573,-0.2870196,0.027355328,-0.8287259,0.5241727
2014-01-27,-0.3198127,-0.8317797,-0.2299892,-0.811956,0.47927254,-0.18982522
2014-01-28,-0.45294744,0.28162634,-0.38747993,0.0066355336,-0.8138254,0.82759994
2014-01-29,-0.6783976,-0.8801319,0.08656363,0.7691015,-0.04242591,-0.11573217
2014-02-10,1.2800461,1.3092787,0.9457182,-0.18217342,-1.4818301,-1.2357069
2014-02-11,0.038925935,-0.1984888,0.28813604,0.71269166,-0.36729434,-0.29173955
2014-02-12,0.69374025,0.4364884,0.37251732,0.5535393,0.7000427,-0.58131176
2014-02-13,0.06617299,0.07330229,0.27643746,0.4094602,-0.84248435,-0.13222577
2014-02-14,0.6644982,-0.17777598,0.6832195,1.0109847,0.7102772,-0.9122701
2014-02-18,0.54879874,1.2196745,0.7008667,1.2711418,-0.8143016,-0.45114067
2014-02-19,-0.15185909,-0.108717486,0.5048504,0.7646934,-1.247908,-0.15301068
2014-02-20,-0.3902486,0.0080074845,-0.3414326,-0.16517591,-0.23929098,0.45262992
2014-02-21,0.3868092,-0.18423188,0.27591372,0.123968594,-0.04101532,-0.69775754
2014-02-24,0.75272065,-0.26765344,0.5165678,0.58127224,0.16275765,-0.70667994
2014-02-25,0.17244871,-0.022631615,0.033671163,-0.39970133,0.24677208,-0.39633566
2014-02-26,-0.6053761,0.42668694,-0.65211034,-0.46578336,-0.3019563,0.8904076
2014-02-27,0.21030991,-0.5047053,-0.077923,0.16413409,1.1717825,-0.4811042
2014-02-28,-0.1694666,1.0489235,-0.15503855,-0.17170604,-0.61770934,0.035925034
2014-03-03,0.5869109,0.32574552,0.904476,1.4210619,-1.2699549,-0.3998597
2014-03-04,0.6140981,1.6335142,-0.1021913,-0.7396149,-0.22647515,-0.29658687
2014-03-05,0.5834692,-0.19481726,0.46197334,-0.33213368,-0.14857045,-1.0247047
