date,F1,F2,F3,F4,F5,F6
2013-10-21,0.15084645,-0.0018428606,0.16633098,-0.027772648,0.17142627,-0.30589056
2013-10-22,0.45017186,-0.17026216,0.59676605,0.41086265,0.49525064,-0.8034014
2013-10-23,-0.15522033,-0.2624172,-0.2740231,-1.2935604,-0.30442283,0.054318916
2013-10-24,0.06538226,-0.51113755,0.12712586,0.14055894,0.43256384,-0.3135431
2013-10-25,-0.055801257,-0.044091165,-0.13425332,0.025230717,0.08786007,0.08294901
2013-10-28,-0.17372157,-0.29323936,-0.36741862,0.38700253,0.42285305,0.37584865
2013-10-29,-0.065274134,0.23458825,-0.12727848,-0.23675135,-0.15045622,0.11105336
2013-10-30,0.14416093,-0.08449441,0.26787153,0.70921373,0.16834545,-0.20314872
2013-10-31,-0.45445076,0.16333719,-0.8234832,-1.0494466,-0.38454807,0.7878899
2013-11-01,0.08967804,-0.1946495,-0.012673252,-1.1837738,0.011234606,-0.27975684
2013-11-04,-0.17736779,-0.4363089,-0.2880773,-0.5805466,-0.009770796,0.11415049
2013-11-05,-0.103294104,-0.100774586,-0.22242111,-0.36297888,0.011808115,0.11655401
2013-11-06,-0.05973093,-0.38312462,-0.08149951,0.20537095,0.14487666,-0.003287646
2013-11-07,-0.018237164,-0.007965926,-0.10650791,-0.5885784,-0.08474641,-0.030112568
2013-11-08,-0.26098475,0.5830305,-0.5168292,0.081846915,-0.4583729,0.7108321
2013-11-11,-0.22941585,0.20432171,-0.22477902,0.2168096,-0.2750863,0.34244335
2013-11-12,-0.14502688,0.06954283,-0.30449614,-0.44951874,-0.24044253,0.20053475
2013-11-13,-0.2712405,0.10158877,-0.5004447,-0.1702776,-0.18655391,0.5202829
2013-11-14,-0.0099246,-0.48502523,0.12650324,0.44724032,0.40201595,-0.17144828
2013-11-15,-0.13270155,-0.44478032,-0.1400322,0.053788457,0.307184,0.03348008
2013-11-18,-0.31109828,-0.038568046,-0.6488233,-0.74333304,-0.14353547,0.57843244
2013-11-19,0.22002539,0.22686759,0.22676991,-0.09195792,0.0409672,-0.28321382
2013-11-20,-0.37427065,0.21098809,-0.50133693,-0.031979438,-0.34347692,0.65351254
2013-11-21,-0.20042886,0.68877447,-0.1825333,0.7161397,-0.4701332,0.57116914
2013-11-22,0.04320941,0.35506895,-0.076724924,0.22425269,-0.15637493,0.104452625
2013-11-25,-0.020859035,0.06580488,-0.016263619,-0.14708939,-0.13334689,-0.101513565
2013-11-26,-0.17775418,-0.2832696,-0.2679934,-0.049876995,0.03164806,0.22071187
2013-11-27,-0.27354363,-0.22775133,-0.3856559,-0.47495654,-0.16111244,0.3765817
2013-11-29,0.3066968,-0.084371194,0.474565,0.6262581,0.18193717,-0.5545736
2013-12-02,-0.48291975,0.39667955,-0.8311885,-0.57536983,-0.37504303,0.9514581
2013-12-03,-0.10950046,0.14288138,-0.19801497,0.15420468,-0.22437514,0.26744503
2013-12-04,0.5061671,-0.09159499,0.7743953,0.90712446,0.41884455,-0.84354436
2013-12-06,-0.14111307,0.50304663,-0.45456663,-0.38028964,-0.28846246,0.49732217
2013-12-09,0.34819564,0.15996532,0.43665004,0.06457745,0.06366967,-0.5951464
2013-12-10,0.2863931,-0.5743554,0.5628266,0.8059831,0.5000403,-0.70895994
2013-12-11,0.06589396,0.4239226,0.10590301,0.30432025,-0.1321741,-0.08471692
2013-12-12,-0.5044938,-0.014229432,-0.9251671,-0.92703855,-0.104045056,0.8278313
2013-12-13,0.08302616,-0.34822953,0.108317085,0.12790331,0.4340672,-0.3141681
2013-12-16,-0.19964308,-0.45256987,0.18555647,0.96699643,0.41072243,-0.14104232
2013-12-18,-0.0711078,0.21835908,-0.37752378,-0.47524092,-0.028540261,0.33109444
2013-12-19,-0.44452503,0.82012683,-0.814551,-0.3514422,-0.69501877,1.0915599
2013-12-20,0.29890546,0.2703311,0.41828197,1.0789086,0.1153556,-0.3024986
2013-12-23,-0.13002078,-0.14691243,-0.29666415,-0.41924727,-0.000560213,0.18339497
2013-12-24,0.18545507,0.09596879,0.15771744,0.39461604,0.066608824,-0.17926873
2013-12-27,0.33565578,-0.29693395,0.4965299,1.234836,0.4937521,-0.42646125
2013-12-30,-0.24622658,-0.03543984,-0.57497483,-0.92546666,-0.07971896,0.37287208
2013-12-31,-0.10547656,-0.17778802,-0.22866258,-0.53562313,-0.14266293,0.15302224
2014-01-02,0.36668664,-0.9082582,0.6586829,-0.34338057,0.63808423,-1.1389111
2014-01-03,0.09425637,-0.4705184,0.30687794,-0.58147246,-0.11132885,-0.5371927
2014-01-06,0.062786005,0.13963754,0.07959891,-0.054506283,-0.18899196,-0.12443311
2014-01-07,-0.16822626,0.16149639,-0.37766242,-0.04545009,-0.12043627,0.41241446
2014-01-08,-0.19616769,-0.37987325,-0.39201257,-0.5515816,0.14551988,0.21825598
2014-01-09,-0.081808984,-0.5128652,-0.12322799,-0.5809962,0.13228771,-0.09016459
2014-01-10,0.3868971,0.32263663,0.70690686,1.0292773,0.13772789,-0.66996026
2014-01-13,0.14477724,0.054950755,0.17832708,0.4354629,0.048640024,-0.2903159
2014-01-14,-0.12853242,0.017600229,-0.17222665,-0.018733429,-0.09639439,0.19698565
2014-01-15,-0.17589365,0.13237949,-0.3298618,0.35307086,0.16469659,0.4181818
2014-01-16,0.15573323,0.26830333,0.20604138,0.036355466,-0.22233802,-0.20523393
2014-01-17,0.094214305,-0.34760866,0.116639756,0.48206747,0.39055598,-0.21397933
2014-01-21,-0.2257455,0.006169949,-0.40190312,-0.23953933,-0.21205625,0.41251245
2014-01-22,-0.19058178,-0.12611026,-0.2891716,0.24151115,-0.18112136,0.39592233
2014-01-23,-0.115783855,-0.6036769,0.1654216,0.0752278,0.0079238005,-0.24851692
2014-01-24,-0.42153838,-0.06487817,-0.461833,-0.19672614,-0.2815551,0.4783902
2014-01-27,-0.05928679,-0.3708778,-0.12402178,-0.92846054,0.170513,-0.12449065
2014-01-28,-0.23919797,0.3277678,-0.37201372,0.044918604,-0.39253122,0.548538
2014-01-29,-0.38391224,-0.65967983,-0.3185486,0.19104291,0.16994287,0.1621946
2014-02-10,0.6468423,0.8627739,1.189141,0.4921698,-0.43921122,-1.0118577
2014-02-11,-0.06547218,-0.23271315,0.086797856,0.43003443,0.0043663397,-0.10667194
2014-02-12,0.27580348,0.029884566,0.39579383,0.654768,0.2851721,-0.38279024
2014-02-13,-0.028546851,0.025039732,0.08661229,0.28078493,-0.23930919,-0.006290257
2014-02-14,0.28490582,-0.3772669,0.52469474,0.78984296,0.39639863,-0.5867593
2014-02-18,0.057553317,0.47768268,0.45413205,1.641528,-0.13547303,-0.14017355
2014-02-19,-0.17853253,-0.09127217,0.10787382,0.63761735,-0.3130335,0.11219545
2014-02-20,-0.18702574,0.13039131,-0.2572389,-0.17533039,-0.15636463,0.28333738
2014-02-21,0.12686703,-0.19832194,0.20940964,0.07164582,0.1319829,-0.36127412
2014-02-24,0.2985525,-0.16419183,0.44920665,0.47511932,0.19135454,-0.5099131
2014-02-25,0.10178824,0.011335538,0.15090908,-0.27225575,0.07456922,-0.27384722
2014-02-26,-0.26302412,0.46205235,-0.4747258,-0.30361447,-0.26413617,0.5192762
2014-02-27,0.08554192,-0.47100022,0.03220063,-0.032849833,0.51298034,-0.30639422
2014-02-28,-0.08796905,0.6122039,-0.070913546,0.13248089,-0.360056,0.14928146
2014-03-03,0.23034142,0.20778364,0.54069346,1.3066517,-0.2934003,-0.29968902
2014-03-04,0.3307392,0.9593798,0.35465503,-0.020413844,-0.28103215,-0.30733415
2014-03-05,0.24487479,-0.19230168,0.4011012,-0.19892378,0.10236748,-0.5665936
2014-03-06,0.2306035,0.443775,0.5057521,0.6264536,-0.17058611,-0.4750919
2014-03-07,-0.4685638,-0.0550398,-0.7597369,-0.44221282,-0.47427538,0.7605881
2014-03-10,-0.10117626,-0.6001702,-0.17839457,-0.5830653,0.24613988,-0.096106336
2014-03-11,-0.16669597,-0.051218234,-0.17138158,-0.511345,-0.36319354,0.081416845
2014-03-12,0.21794976,-0.50265646,0.53993714,0.022777556,0.29130015,-0.751343
2014-03-13,-0.07977187,-0.2231819,-0.18719879,-0.4379028,0.06940259,-0.038013343
2014-03-14,-0.099036366,-0.36117825,-0.23724197,0.13499793,0.29446778,0.21398686
2014-03-17,-0.013300097,0.11970397,-0.09281863,-0.7973074,-0.13194351,-0.11627482
2014-03-18,0.15370765,1.0496453,0.016753945,0.11836269,-0.5456259,0.19708452
2014-03-19,0.2607248,0.6882183,0.050774217,-0.37660375,-0.45707324,0.059369907
2014-03-20,-0.46525154,-0.3146574,-0.8628133,-0.9363899,-0.075196534,0.68107325
2014-03-21,-0.07983613,-0.09568231,-0.15149224,0.14207682,0.25008097,0.043510925
2014-03-24,0.008578547,0.65715957,-0.06676007,-0.4065898,-0.54340416,0.24686551
2014-03-25,0.17411475,0.40949103,0.074519955,0.48003924,0.0034544673,-0.03864194
2014-03-26,-0.340622,-0.3582121,-0.52358043,-0.4219021,-0.09425857,0.52221274
2014-03-27,-0.101297475,0.3824012,-0.080911994,0.4515794,-0.36621308,0.30994827
2014-03-28,-0.028947156,-0.07317426,0.00578974,0.37424007,0.20319721,-0.05516629
2014-03-31,0.17598487,0.57147217,0.112482,-0.17955483,-0.17207137,-0.1621741
2014-04-01,0.0690517,0.24036163,0.08263048,-0.4428464,0.0067596757,-0.24370536
2014-04-02,0.12709723,-0.6570427,0.0880587,-0.11223273,0.61384296,-0.3251649
2014-04-03,-0.053150196,0.48738042,-0.06815125,0.49915788,-0.3844713,0.30327126
2014-04-04,0.09264977,-0.25535586,0.2620941,0.65314066,0.19153824,-0.34074652
2014-04-08,0.032697294,0.28286022,0.24341284,0.70681316,-0.15611266,-0.06982873
2014-04-09,-0.16902055,0.26334512,-0.2167574,0.34739634,-0.03534952,0.33685225
2014-04-10,0.21586676,-0.41230038,0.36771727,0.503153,0.5047591,-0.5039006
2014-04-11,-0.12918209,-0.2523059,-0.31485116,-0.2951213,0.121881425,0.20418619
2014-04-14,0.17377101,0.45950034,0.310154,0.7769241,-0.18370155,-0.20827837
2014-04-15,-0.24980427,0.6404316,-0.538795,-0.6740256,-0.6399025,0.72396827
2014-04-16,0.1495027,0.32165542,0.11817678,0.62349695,0.10747402,-0.04371202
2014-04-17,-0.17599146,-0.060165785,-0.15252954,0.012294486,0.022603849,0.17657448
2014-04-22,-0.074313626,0.19845872,-0.25197667,-0.17210647,0.083619356,0.23962377
2014-04-23,0.037037976,-0.09861898,0.15303782,0.081349276,-0.11420442,-0.22626738
2014-04-24,0.13881277,0.057980448,0.24426822,0.60075665,0.062142957,-0.14723548
2014-04-25,0.25379574,0.14924647,0.32005072,-0.1572194,-0.24230397,-0.38595453
2014-04-28,-0.042018063,-0.10332131,-0.1874271,-0.6405371,-0.15582784,0.038044106
2014-04-29,-0.05108424,0.2205938,0.053620122,0.4103964,-0.41789243,0.039221402
