date,F1,F2,F3,F4,F5,F6
2013-10-21,0.35583785,0.2502235,-0.027847959,-0.30686745,0.7798279,-0.6622789
2013-10-22,1.0713193,0.36944053,0.54006416,0.1507769,1.6551368,-1.2967268
2013-10-23,-0.6485248,-1.5429745,-0.36857986,-1.1582294,-1.2337086,-0.32243145
2013-10-24,-0.029889824,-0.4428809,0.29060298,0.62715185,1.3118937,-0.79170054
2013-10-25,-0.40901634,0.29597065,-0.3445835,-0.08810174,0.74478155,0.13130184
2013-10-28,-0.75647926,0.08745235,-0.3930801,0.827016,2.0046027,0.63837546
2013-10-29,-0.27370095,0.20262907,-0.44100896,-0.57996315,-0.22620414,0.100415185
2013-10-30,0.7078959,0.2994848,0.46878052,0.7531135,0.48205018,-0.31797132
2013-10-31,-1.6562155,-0.6945993,-1.3342686,-1.137609,-0.71530765,1.1744701
2013-11-01,-0.22076994,-0.64985824,-0.33027697,-1.8252724,0.14982828,-0.86492914
2013-11-04,-0.6119647,-1.3415059,-0.26737523,-0.17880733,-0.080877565,-0.083401516
2013-11-05,-0.47032243,-0.26096836,-0.4538158,-0.48518443,0.2598952,0.022457233
2013-11-06,-0.077616476,-0.59650356,0.035782762,0.6176463,0.31279498,-0.1679263
2013-11-07,-0.10571918,-0.2591393,-0.28921035,-1.0051688,-0.40200174,-0.41494566
2013-11-08,-0.59565735,0.57571894,-0.8456895,-0.15591562,-1.0976568,1.118348
2013-11-11,-0.5121925,0.06836848,-0.2298421,0.36115792,-0.85568154,0.56607103
2013-11-12,-0.2612519,-0.45132095,-0.45874104,-0.5472873,-1.0492214,0.10865776
2013-11-13,-0.86077046,-0.19080682,-0.8406174,-0.060386565,-0.22887045,0.9950137
2013-11-14,-0.15944324,-0.48417905,0.46563995,1.1331303,1.3811837,-0.25383428
2013-11-15,-0.56849,-0.39936072,-0.06592242,0.4033314,1.2149296,-0.029555636
2013-11-18,-1.2035708,-0.5623917,-0.99338114,-0.8298051,-0.21466605,0.8276225
2013-11-19,0.2862836,0.7867011,-0.07125073,-0.7323825,0.67334205,-0.40861678
2013-11-20,-0.8772549,-0.11625013,-0.54207087,0.069135144,-1.1633546,1.0876869
2013-11-21,-0.12676768,0.7629325,-0.13540354,0.62690955,-1.4798969,1.1432675
2013-11-22,0.14942907,0.8949787,-0.4481846,-0.2838557,0.07456989,0.18828772
2013-11-25,0.030453186,0.06679546,-0.14948006,-0.44636264,-0.5711086,-0.45886254
2013-11-26,-0.41804788,-0.64962983,-0.20907772,0.2704109,-0.030691516,0.17702523
2013-11-27,-0.7909147,-0.95118207,-0.3975964,-0.20275632,-0.4382909,0.47341627
2013-11-29,1.1292479,0.31151688,0.7043989,0.42940146,0.04853753,-1.0646939
2013-12-02,-1.6902207,0.12605377,-1.359175,-0.73398364,-0.51637423,1.5848646
2013-12-03,-0.31486285,0.08682621,-0.33602032,0.15199462,-0.5209148,0.55591017
2013-12-04,1.4479983,0.8518406,1.0027262,0.6376735,1.3246484,-1.4921246
2013-12-06,-0.6242204,0.80096203,-1.0541914,-1.0387903,-0.14775445,0.90702474
2013-12-09,0.94025683,0.76882607,0.25708717,-0.65950084,0.21633045,-1.1689645
2013-12-10,0.9680453,-0.3731794,1.0864437,1.327397,0.94112104,-1.2642707
2013-12-11,0.3355621,1.1342694,-0.16712932,-0.32551482,-0.19180311,-0.21617377
2013-12-12,-1.8932252,-0.3839518,-1.5124056,-1.0695176,0.013910408,1.181397
2013-12-13,0.18921931,-0.24541098,0.14084451,0.24918942,1.2630942,-0.6620628
2013-12-16,-0.5357333,-0.25641325,0.7722159,1.5327871,0.75602454,-0.4200071
2013-12-18,-0.6392028,0.37976542,-0.9602037,-0.7629298,0.64087397,0.66084814
2013-12-19,-1.2046434,0.21341234,-1.198906,-0.63572043,-1.6539923,1.6800046
2013-12-20,1.1598551,0.88708204,0.49488395,0.8505688,0.36937442,-0.23032543
2013-12-23,-0.55434465,-0.4908592,-0.55144197,-0.42170686,0.2912516,0.20329383
