date,F1,F2,F3,F4,F5,F6
2013-10-21,0.33110663,0.30009788,0.042763956,-0.41149047,0.88374746,-0.80090714
2013-10-22,1.0934044,0.49527434,0.74338025,0.06043125,1.8760635,-1.4067172
2013-10-23,-0.6694846,-1.8716475,-0.48978183,-1.1965803,-1.2750224,-0.45350617
2013-10-24,-0.17309085,-0.36872217,0.42633316,0.7581957,1.534242,-0.81202984
2013-10-25,-0.57933444,0.42972097,-0.3993714,-0.16293034,0.9055067,0.18110275
2013-10-28,-0.9865133,0.2147288,-0.3920472,0.9402856,2.2307832,0.5475599
2013-10-29,-0.33667788,0.12760071,-0.5177679,-0.67357385,-0.3047075,0.05440261
2013-10-30,0.79533255,0.39150062,0.6013503,0.7065441,0.6101651,-0.25508597
2013-10-31,-1.9179703,-0.8458521,-1.6346239,-1.1616621,-0.7765271,1.1679256
2013-11-01,-0.34446552,-0.7586988,-0.42955428,-2.0538225,0.26741695,-1.0573062
2013-11-04,-0.756698,-1.5074916,-0.35059953,-0.1468825,-0.027262898,-0.16841897
2013-11-05,-0.6231407,-0.30175826,-0.5192535,-0.5326722,0.3497317,0.008299589
2013-11-06,-0.15335517,-0.5783703,0.033065595,0.6534802,0.40721878,-0.093107924
2013-11-07,-0.10449311,-0.4279234,-0.31923655,-1.14594,-0.40618232,-0.5027222
2013-11-08,-0.63541913,0.4496575,-0.9832185,-0.20754908,-1.3181045,1.1942751
2013-11-11,-0.5261934,-0.009135162,-0.3190974,0.35911202,-0.9856544,0.65241396
2013-11-12,-0.2336785,-0.6948179,-0.52366275,-0.6098014,-1.1692015,0.1085598
2013-11-13,-1.050093,-0.1971366,-1.0235252,-0.057244934,-0.25450256,1.0754337
2013-11-14,-0.22392182,-0.40933362,0.5735422,1.2872415,1.6072359,-0.22175747
2013-11-15,-0.7691939,-0.39664736,-0.045406684,0.519211,1.4842454,0.024230786
2013-11-18,-1.4486727,-0.6355819,-1.2146729,-0.88385373,-0.22551829,0.8392161
2013-11-19,0.19708987,0.94192463,-0.07537645,-0.91280526,0.83561647,-0.44327846
2013-11-20,-0.9176815,-0.26530182,-0.68771887,0.082732745,-1.332891,1.2459866
2013-11-21,-0.023026515,0.6279521,-0.20617867,0.6192164,-1.7442175,1.3234471
2013-11-22,0.16590121,0.99182475,-0.5010968,-0.4942464,0.054605182,0.1933593
2013-11-25,0.10367246,-0.03016505,-0.1693114,-0.6183209,-0.6266295,-0.50827193
2013-11-26,-0.5024115,-0.7498051,-0.23982292,0.33455104,0.0026749996,0.22106926
2013-11-27,-0.8996411,-1.1276522,-0.5137595,-0.15292019,-0.43159676,0.47443566
2013-11-29,1.3350332,0.27317148,0.8814085,0.31938857,0.06858699,-1.103485
2013-12-02,-1.9647498,0.048841134,-1.6391623,-0.77437496,-0.63171256,1.6391008
2013-12-03,-0.34839293,0.097658195,-0.44845134,0.08081019,-0.55545723,0.66710794
2013-12-04,1.5118872,1.0685717,1.2487134,0.55933577,1.5328505,-1.5618417
2013-12-06,-0.79516345,0.87220335,-1.2212958,-1.2268481,-0.13492882,0.9609334
2013-12-09,1.031679,0.7498318,0.31090778,-0.88538724,0.28118297,-1.256587
2013-12-10,1.0897077,-0.25543013,1.3547821,1.4237615,1.135661,-1.2182297
2013-12-11,0.3900835,1.1866964,-0.15854329,-0.5133395,-0.2233122,-0.19652501
2013-12-12,-2.2539666,-0.48947743,-1.7618619,-1.0742693,0.015820181,1.2159603
2013-12-13,0.112822965,-0.22342783,0.27003065,0.2977449,1.4688264,-0.6591741
2013-12-16,-0.6125079,-0.15678774,0.93877995,1.8282921,0.93571216,-0.48501736
2013-12-18,-0.79699093,0.5157383,-1.0527445,-0.8769074,0.73810637,0.66785693
2013-12-19,-1.323856,0.031112386,-1.4421513,-0.6611648,-1.9086534,1.7496581
2013-12-20,1.3373233,0.97522444,0.66517437,0.80177456,0.42024612,-0.15168554
2013-12-23,-0.68254924,-0.57535374,-0.6298743,-0.44117332,0.3548517,0.18850404
2013-12-24,0.6229331,0.6986328,0.0040539093,-0.10980808,0.601178,-0.18161125
2013-12-27,1.1464177,0.5996842,1.1675048,1.6128114,1.7192762,-0.57033396
2013-12-30,-1.3737481,-0.5770821,-1.3152294,-1.1202623,0.079546995,0.38575417
2013-12-31,-0.61792976,-1.073576,-0.48864928,-0.39007235,-0.21393286,0.026570618
2014-01-02,0.78043073,-0.68400204,1.0623493,-0.18099762,1.6649369,-2.3727293
2014-01-03,0.6343633,-1.9621068,0.7453644,-0.1407697,-0.9114424,-1.3067559
2014-01-06,0.65135264,-0.2560482,0.060315285,-0.51289773,-0.90844315,-0.371821
2014-01-07,-0.90573907,0.4620245,-0.9304445,-0.2823876,0.19244297,0.8316494
2014-01-08,-0.87611073,-1.0567702,-0.54831177,-0.24096544,0.5981823,0.11332405
2014-01-09,-0.51490724,-1.6228139,-0.10320389,-0.062471196,0.2671864,-0.6096291
2014-01-10,1.4888718,1.2353708,1.2393256,0.7286227,0.38473606,-1.1790521
2014-01-13,0.6891749,0.8514131,0.15165307,-0.31352112,-0.05489574,-0.7340661
2014-01-14,-0.52574414,0.07795497,-0.25152713,-0.004556615,-0.3834681,0.07566238
2014-01-15,-0.9143301,0.81032133,-0.74650985,0.39031962,1.3394002,0.9248687
2014-01-16,0.9089759,0.09986605,0.10234197,-0.59027517,-0.97274023,-0.3269717
2014-01-17,0.03116771,0.18980569,0.2062594,0.8232858,1.7296462,-0.3066013
2014-01-21,-0.85305804,-0.42556736,-0.7590634,-0.14606582,-0.3073202,0.83001864
2014-01-22,-0.3043206,-0.51096195,-0.2530782,0.60990816,-0.6678206,0.7585271
2014-01-23,0.16201206,-1.6922336,0.8644953,1.0656433,-0.6201708,-0.87950826
2014-01-24,-1.0764256,-0.4173247,-0.53340054,0.07622531,-1.1823438,0.8183853
2014-01-27,-0.8666145,-1.0565999,-0.38015303,-0.8029118,0.9321932,-0.6817528
2014-01-28,-0.568226,0.061163053,-0.63358325,-0.08091632,-1.3426849,1.2395955
2014-01-29,-0.93996197,-0.8786334,0.2543044,1.1534646,0.22367936,-0.067297034
2014-02-10,2.4361928,0.3672537,1.2402064,-0.22713707,-2.6662312,-1.1124461
2014-02-11,0.33733428,-0.5055738,0.4518667,0.88582814,-0.56706846,-0.2857902
2014-02-12,0.82163304,0.737851,0.7019356,0.3667811,1.1593798,-0.52281654
2014-02-13,0.4838811,-0.15450525,0.3099989,0.30665684,-1.2793279,-0.11192158
2014-02-14,0.96373516,0.31468686,1.178439,1.1139902,1.3510157,-1.157018
2014-02-18,1.1477333,1.0629884,1.1827322,1.5549424,-1.6151775,-0.4278659
2014-02-19,0.32199997,-0.6824229,0.6233455,0.9323022,-1.6273099,0.10170158
2014-02-20,-0.72350365,-0.17580259,-0.56319064,-0.15115605,-0.3463705,0.42654544
2014-02-21,0.6074354,-0.46463954,0.5463915,0.066323206,-0.09023074,-1.0376511
2014-02-24,1.3030131,-0.9848072,0.9751535,0.86493224,-0.035234638,-1.011656
2014-02-25,0.09494864,-0.23736538,0.10174294,-0.42339444,0.38174868,-0.8781518
2014-02-26,-1.0429336,0.051584885,-0.9840601,-0.3981631,-0.7080715,0.90030044
2014-02-27,-0.13479775,-0.49882078,0.09618977,0.47736955,1.7624702,-0.88030475
2014-02-28,-0.091380686,0.8409375,-0.27374125,-0.29011723,-1.2612094,-0.14424184
2014-03-03,1.3514901,0.02458248,1.0444895,1.2153054,-1.8630872,-0.097963855
2014-03-04,0.6402411,1.6979153,-0.29823902,-1.2580308,-0.45493144,-0.3516403
2014-03-05,1.0907443,-0.91156495,0.85801226,-0.48589876,-0.2599861,-1.325079
2014-03-06,1.1478124,1.1867564,0.63015974,-0.10016488,-0.9756374,-0.942556
2014-03-07,-1.0255383,-1.0872445,-0.9998238,-0.012355077,-1.9805543,1.0855564
2014-03-10,-0.6108979,-1.4821001,-0.08036687,-0.10103677,0.81444407,-0.50659835
2014-03-11,-0.16249359,-1.338039,-0.24281324,-0.19931851,-1.7042682,-0.020427227
2014-03-12,0.5411194,-0.68675023,0.9682718,0.2778218,0.8096159,-1.7060701
2014-03-13,-0.5173876,-0.8150332,-0.2979932,-0.2708187,0.08755845,-0.50211924
2014-03-14,-0.7986588,0.10297625,-0.3882149,0.5816118,1.600302,0.3741734
2014-03-17,-0.41487777,-0.12304499,-0.58912367,-1.4977291,-0.26874053,-0.86050236
2014-03-18,0.82409954,1.327515,-0.46266037,-1.0262119,-1.4825681,0.35257486
2014-03-19,0.70829713,0.8167631,-0.5318916,-1.6006995,-0.9784251,-0.04498508
2014-03-20,-2.1687033,-0.7409165,-1.6251026,-0.89888877,0.27988088,0.88642997
2014-03-21,-0.85558724,0.61952966,-0.4265,0.19301873,1.6089734,0.1457443
2014-03-24,0.19840145,0.1586262,-0.39139134,-1.2596897,-1.7786385,0.2635862
2014-03-25,0.6366648,1.587047,-0.3715025,-0.57625264,0.7113889,0.31390437
2014-03-26,-0.8719818,-1.6703897,-0.36442256,0.21740258,-0.53893554,0.551101
2014-03-27,0.028443888,0.4601654,-0.10890934,0.28364524,-1.3883696,0.6738807
2014-03-28,-0.054475904,0.1347691,0.14158528,0.5512938,0.7761659,-0.15700833
2014-03-31,0.25931582,1.0780487,-0.39852613,-1.1779034,-0.23325261,-0.45979387
2014-04-01,-0.19755094,0.5928796,-0.26071012,-1.1591371,0.28386393,-0.92251015
2014-04-02,-0.35522637,-0.024227638,0.057333756,0.077882916,2.750265,-0.5383168
2014-04-03,0.401849,0.40482298,-0.118276544,0.35895595,-1.4589458,0.947949
2014-04-04,0.72721523,-0.357247,0.7599954,0.9607764,0.13824612,-0.45770913
2014-04-08,0.7319925,0.4010521,0.6075168,0.64060336,-1.0332396,-0.026431566
2014-04-09,-0.54452616,0.6005381,-0.31330046,0.36203325,-0.04162905,0.70681167
2014-04-10,0.44435063,0.22458537,0.8319779,0.7701252,1.8333775,-0.86142206
2014-04-11,-0.9761005,-0.3371562,-0.66809,-0.1220554,1.0476636,0.28625527
2014-04-14,1.1177131,0.9359185,0.3603613,0.2356917,-0.8771544,-0.21762805
2014-04-15,-1.0584188,0.097441286,-1.3618226,-1.4020009,-1.5100938,1.120051
2014-04-16,0.44448113,1.2625448,-0.085832655,0.110832885,0.69491655,0.18656999
2014-04-17,-0.49043208,-0.07141716,0.08728521,0.177034,0.024495728,0.19259696
