linear_null_min,linear_null_mean,kcca_null_min,kcca_null_mean
0.08304743027717712,0.12307185485344921,0.21733088162097447,0.2296553026177106
0.09875702304576912,0.12422242002866779,0.20294930882486417,0.2233498518406612
0.08534413674498322,0.122327124605036,0.21209123880288366,0.22786025622822886
0.0911769670951062,0.12267931502663668,0.2077953987231207,0.22738999309396518
0.0842572521148733,0.11711451190615978,0.20682291822691803,0.22133757864296974
0.08586208798547777,0.12055509452000288,0.2119900355988654,0.2338353471966097
0.08886178363718343,0.11885030953172675,0.20947224331147563,0.22367048016978108
0.08806215676321741,0.1255712496675844,0.20976465673407652,0.23630276624198787
0.08534737663276044,0.11151963260531708,0.20573364071937147,0.22286011263056968
0.0857091141284346,0.12071526813144515,0.20873338222798027,0.23177437904263884
0.09154268084530924,0.11807104942575933,0.20236672455994476,0.21828032445935816
0.08983297135701125,0.11399691669509585,0.20673012046496184,0.22313612350046177
0.07523252123252427,0.12069717613074453,0.206593281304411,0.23214287628944774
0.07777596379888549,0.11043153289897208,0.20611146352925375,0.22229701343580133
0.07451248318753867,0.11991803356294102,0.21259139735318522,0.2272200077042072
0.08763442587342846,0.11778478422600572,0.20634005839491043,0.21932030811016778
0.07186124684920885,0.11090255591971984,0.20075914116431184,0.21515788505687525
0.08940419995232038,0.11099246073102556,0.2069980490918102,0.22402701292436608
0.09902759665880465,0.12569675651716275,0.20807207581019113,0.22800123373630835
0.09121515354723235,0.11027589849649684,0.20357074604091194,0.21987375865315978
0.07746636687341714,0.09951404139216596,0.2075448832910438,0.2217230284754434
0.09089616586777188,0.1203074415144926,0.20916010140555952,0.22522254298906078
0.07583520714046339,0.12136081627606858,0.20696312244452097,0.21847484005922563
0.12144206007355661,0.15748973899812918,0.21965476801089404,0.2534431651854182
0.10484322980952117,0.13338678113575592,0.20509843383899765,0.2268207948821272
0.07874043241278093,0.11287121981943815,0.20667571265588053,0.2301628108890641
0.08547682149254125,0.10766825473068706,0.20593761500055008,0.21845328288919635
0.08449402860487952,0.11452653512049822,0.20956707097594407,0.2262677622990179
0.08688501752607165,0.12667917253439434,0.20803739410957242,0.22531151740870636
0.08763442587342846,0.11778478422600572,0.20634005839491043,0.21932030811016778
0.1022135803981132,0.12890257788960446,0.2133068164211437,0.23473510302369105
0.09213105477769458,0.12112261555385921,0.21389069857669651,0.22868476146888933
0.08893370729983793,0.12250213268745913,0.21205988248064855,0.22146399928055643
0.08300559513697478,0.10850749950340526,0.21584269297048386,0.22957254020642362
0.07090019466349362,0.11370621055346682,0.20263190546667434,0.235155368002172
0.07783132447486979,0.1136047735344837,0.20760049234411138,0.22493152720544396
0.08564829369578184,0.11803787875457586,0.2051235569190628,0.22129937719333057
0.09432377180713937,0.12357724551802837,0.2080025368077368,0.2227304774245355
0.09596764633265412,0.12374672386750443,0.2076427020541273,0.23663896005910887
0.1004840792630391,0.12596577677788842,0.2101799782075612,0.2306438850942568
0.08650921529786634,0.12212344277094347,0.21084497719821865,0.2302270290681967
0.08327147276506491,0.1273347059799416,0.21112799895682974,0.22946426839246237
0.0917407347479429,0.1273525322508025,0.21595404834301815,0.2522317853325106
0.089871523161562,0.12264309528753103,0.20675215778600634,0.22109979309082287
0.10701531749825904,0.14827459933780557,0.2143924167283528,0.24985335659517224
0.08209574744475404,0.12089646484929259,0.20515304022227945,0.2221053869465716
0.08768413370832098,0.12691029203785725,0.2089063667259973,0.23177229135127622
0.08192421633287048,0.1100238459633239,0.2109470739745567,0.2209273538551239
0.08914900444503078,0.1105385508548949,0.2008025515306265,0.21945107150320026
0.07253677465914254,0.11180068144643585,0.20752312379980742,0.22384891799517312
0.09120213904625635,0.12011788397873695,0.20933670210821706,0.22772565393575106
0.09483860789541189,0.1357500661292203,0.21324411340040883,0.23329461008385066
0.07952001766423757,0.12966306336258845,0.20583925044390902,0.22470450594611463
0.10120819460666777,0.14733381523528868,0.22373646981775847,0.26067906585782646
0.08674339527258716,0.1135069660450689,0.21531500794475358,0.22912668377830397
0.10338981092096901,0.12983435731345783,0.22162807258839198,0.24094669643042352
0.09000527933626855,0.12104335878638517,0.2006670806211009,0.22525857674055855
0.08160310106334843,0.12067580271846298,0.20905755346343707,0.22616197668435892
0.08040142700441938,0.1097436321610018,0.20889546048428637,0.2219502960535861
