dim,rho_insample,rho_oos,null_p95
dim1,0.5726477990377034,0.5385383914779653,0.0365651373502474
dim2,0.3720132900541041,0.3426289792727527,
dim3,0.19600704585031536,0.10953563960901613,
dim4,0.053130827018800404,-0.06296576339061084,
dim5,0.018262006250306825,-0.05718952382604368,
