date,F1,F2,F3,F4,F5
2013-10-21,-0.12725607,0.005433016,-0.117560565,-0.10610481,0.017138833
2013-10-22,-0.3877487,0.006970547,-0.22270073,-0.24706256,-0.35239232
2013-10-23,0.12701996,-0.072087415,0.039820526,0.095995285,1.054795
2013-10-24,-0.26900524,0.0014206733,-0.14500217,-0.11271207,-0.021565638
2013-10-25,-0.062445216,0.033851746,0.007487296,-0.010487219,-0.015880013
2013-10-28,-0.13132745,0.13188374,0.037932996,0.040106803,-0.1767769
2013-10-29,0.087395094,-0.029546034,0.015274706,0.036443383,0.15774
2013-10-30,-0.16502018,-0.024324834,-0.12454657,-0.06454705,-0.5273229
2013-10-31,0.3464091,0.13614687,0.22861373,0.24661292,1.0091581
2013-11-01,-0.057331968,-0.011422909,-0.03895831,-0.05318426,0.9082926
2013-11-04,-0.0035703853,0.0073804716,0.010831316,0.07231605,0.56593955
2013-11-05,-0.0059765833,0.04487375,0.0077469945,0.022817446,0.32918102
2013-11-06,-0.10596926,-0.019784454,-0.036247566,-0.0266446,-0.09754202
2013-11-07,0.07708863,0.005179931,-0.020881977,0.024652958,0.432914
2013-11-08,0.3454391,0.07710737,0.14455721,0.17637426,-0.09263936
2013-11-11,0.14849524,-0.002861569,0.093465954,0.13326682,-0.14422697
2013-11-12,0.14969844,0.017011419,0.09098495,0.10235069,0.35864884
2013-11-13,0.1364601,0.0034712339,0.080395095,0.14108226,0.18254909
2013-11-14,-0.1757184,0.026869236,-0.112693615,-0.028152762,-0.30135375
2013-11-15,-0.14483811,0.14684083,-0.0063447156,-0.018818673,0.089674555
2013-11-18,0.14492963,0.08441995,0.11369082,0.17188153,0.69980633
2013-11-19,-0.054546367,-0.031307325,-0.0539374,-0.112980835,-0.051045038
2013-11-20,0.24396221,0.06695051,0.16948986,0.23292749,0.086897105
2013-11-21,0.318274,-0.0149634695,0.18414038,0.18226984,-0.68896425
2013-11-22,0.04343502,-0.023515891,-0.01943403,0.0001611069,-0.19133674
2013-11-25,0.04520159,0.028771443,-0.012191259,0.0017946867,0.1133582
2013-11-26,-0.006820389,0.046820752,0.035778046,0.056457054,0.13492642
2013-11-27,0.09947344,0.016193079,0.040563323,0.16786228,0.4975741
2013-11-29,-0.1661877,-0.03556622,-0.13138676,-0.19880657,-0.52669823
2013-12-02,0.33453682,0.1330982,0.26109737,0.27553847,0.58242
2013-12-03,0.13205831,0.011676724,0.052548178,0.07928005,-0.14093685
2013-12-04,-0.37365606,-0.10588693,-0.26136076,-0.31243083,-0.84308136
2013-12-06,0.17589824,0.059698083,0.09289737,0.08194218,0.21987806
2013-12-09,-0.13105167,-0.055368133,-0.14112546,-0.20576617,-0.18697111
2013-12-10,-0.352242,-0.007039776,-0.21957202,-0.20187372,-0.59207267
2013-12-11,0.027834587,-0.0026220405,-0.0008571267,-0.031088242,-0.31050023
2013-12-12,0.28031597,0.22846308,0.22372174,0.21244287,0.9288091
2013-12-13,-0.23830014,0.089261144,-0.13006642,-0.099046715,-0.02354832
2013-12-16,-0.10769028,-0.040325325,0.05616815,0.00055262237,-0.76475394
2013-12-18,0.049171895,0.0840824,-0.05781441,0.04142925,0.37139502
2013-12-19,0.53002125,0.108229876,0.35026428,0.2665151,0.2970008
2013-12-20,-0.088234186,-0.00026346682,-0.076784596,-0.12689945,-0.90148324
2013-12-23,0.026248265,0.081082694,-0.008225282,0.03378912,0.39673704
2013-12-24,-0.07178927,0.0051150634,-0.061671387,-0.08601762,-0.32891652
2013-12-27,-0.28889295,0.01477253,-0.15097877,-0.19413255,-0.95086366
2013-12-30,0.078818396,0.05553278,0.04479246,0.08869696,0.81530887
2013-12-31,0.052790906,-0.0019926045,0.082077555,0.07922497,0.50075895
2014-01-02,-0.50559,0.033868674,-0.28530195,-0.31947675,0.3602594
2014-01-03,-0.06388454,-0.051155694,-0.09482902,-0.00095415453,0.49811578
2014-01-06,0.07240801,0.021231728,-0.020323994,0.0044733435,-0.01339222
2014-01-07,0.10406156,0.04003954,0.08326349,0.06629978,0.008178842
2014-01-08,-0.04222232,0.090854794,-0.034382805,0.06668313,0.56238085
2014-01-09,-0.077506274,-0.03949927,-0.052351315,-0.0011708261,0.53734154
2014-01-10,-0.18685578,-0.045353606,-0.1630886,-0.20724812,-1.0276073
2014-01-13,-0.19089037,-0.044393104,-0.11102374,-0.14944486,-0.32953638
2014-01-14,0.073414184,-0.026458498,0.036116455,0.026428547,-0.03794575
2014-01-15,-0.02366612,0.09029963,0.086416386,0.019830747,-0.24585007
2014-01-16,0.038505968,-0.0069421884,0.013541446,-0.017718071,-0.102076
2014-01-17,-0.22152032,0.01640728,-0.12611307,-0.11535948,-0.28500167
2014-01-21,0.12470613,0.10259998,0.15907654,0.07956801,0.23416245
2014-01-22,0.066240296,0.012953837,0.01653672,0.094372235,-0.16381013
