date,F1,F2,F3,F4,F5,F6,F7,F8
2013-10-21,-0.025159178,0.4163843,0.21157187,-0.316805,0.18330897,0.32157353,-0.59431213,0.28443158
2013-10-22,0.4894631,1.0032551,0.16670631,-0.043174084,0.7278716,0.57402945,-1.5023134,0.84227425
2013-10-23,-0.9592052,-0.29850945,0.69547087,-1.2675089,-1.0925295,0.28160283,0.14885049,-1.3112377
2013-10-24,0.25865513,1.0539383,0.0016979121,0.08287313,0.4768075,-0.055985026,-0.86581033,0.22260267
2013-10-25,0.09168464,0.37302217,-0.35869044,0.87577033,0.12447714,-0.074792765,-0.16000283,-0.12238484
2013-10-28,0.95759434,0.86708915,-0.44446692,0.97719675,1.1194203,-0.6834841,0.284558,-0.20689726
2013-10-29,-0.35951996,0.023398127,-0.16302006,-0.28443012,-0.6225552,-0.05300666,0.1839969,-0.19076169
2013-10-30,0.046649247,0.7642694,-0.0231205,-0.16956088,0.3890513,-0.26864704,-0.38864982,1.1419972
2013-10-31,-0.8293099,-0.3155796,-0.56667054,0.64335716,-1.3850826,0.27688417,0.9584054,-1.8226095
2013-11-01,-0.53130823,0.5827769,0.8787304,-0.60514265,-0.35273984,0.8626552,-0.27946043,-0.90473044
2013-11-04,0.046303205,0.12540556,0.3321394,-0.8043268,0.23905423,-0.022242315,0.39016,-1.1161172
2013-11-05,-0.2648572,0.4040901,-0.069185324,0.4066024,-0.30549783,0.1548692,-0.024435293,-0.4815323
2013-11-06,0.4674423,0.47698808,-0.025240073,-0.5469888,0.72408956,-0.4179194,0.25932977,-0.12119182
2013-11-07,-0.79489064,0.046181407,0.34544113,-0.0012938931,-0.8405747,0.49407864,-0.19474034,-0.3032507
2013-11-08,-0.6137434,-0.981911,-0.79998696,0.41440496,-1.1464291,-0.23682763,0.94459116,-0.2777876
2013-11-11,-0.11233495,-0.5503865,-0.33176318,-0.33367503,-0.23735215,-0.5145142,0.6429729,-0.17703864
2013-11-12,-0.7297136,-0.21484616,0.08639364,0.051187836,-1.0203542,0.37824175,0.34426197,-0.52385753
2013-11-13,0.02736102,-0.20171843,-0.40920976,-0.3084265,0.07593274,-0.5681535,0.9868029,-0.8950688
2013-11-14,0.3995407,0.7365393,0.59255105,-0.5503395,1.3227048,-0.57495385,0.30806136,0.23883641
2013-11-15,0.2517586,0.7520891,-0.107016675,1.3224305,0.36103505,-0.009643977,-0.376167,-0.122172125
2013-11-18,-0.46020848,-0.05758428,0.00450044,0.46742877,-0.5838783,0.15342829,0.8192052,-1.360771
2013-11-19,0.041349538,0.07429922,0.14890243,0.07636233,0.28302646,0.4315106,-0.40364146,0.14780965
2013-11-20,-0.55788445,-0.4952643,-0.535582,0.5916704,-0.9838102,-0.36313093,0.82890403,-0.48039714
2013-11-21,-0.42864323,-1.1895038,-0.772163,0.16648112,-0.7524281,-0.5572539,1.0440836,0.52969784
2013-11-22,0.02138609,0.01027018,-0.5765696,0.121645875,-0.33682606,-0.17060827,0.15149106,0.3279848
2013-11-25,-0.35035044,-0.14188097,0.27121466,-0.27021748,-0.4501173,0.23954707,-0.15522172,0.01650386
2013-11-26,0.1513639,0.13974169,-0.15509503,0.138972,0.12895608,-0.10298001,0.27155024,-0.41178742
2013-11-27,-0.36674982,-0.06910402,-0.05273454,-0.0021927014,-0.5244666,-0.18607032,0.3767556,-0.98769706
2013-11-29,0.24206333,0.3262364,0.07473539,-0.2877773,0.27114466,0.49120903,-0.72589064,1.2814305
2013-12-02,-0.9023954,-0.084102,-0.6811464,0.8746042,-1.3854392,-0.48712647,0.9917358,-1.248206
2013-12-03,0.118444465,-0.37364805,-0.13083832,-0.52985996,0.2600764,-0.5604914,0.8661115,-0.25808933
2013-12-04,0.48478025,0.6779966,0.30592787,-0.58605075,1.0418006,0.32576504,-1.1466025,1.5415128
2013-12-06,-0.65668654,0.115948305,-0.6232848,0.83266336,-0.86737114,-0.27456322,0.6248784,-0.59869975
2013-12-09,-0.2444799,0.33634025,0.11472936,-0.15880136,-0.2871562,0.73243886,-1.0247605,0.95678246
2013-12-10,0.7423151,0.6182984,0.52377576,-0.3485118,1.4345336,0.34911048,-0.78910935,0.9776997
2013-12-11,-0.28688177,-0.061145917,-0.2589639,0.39346185,-0.51361096,0.06619179,-0.36255443,0.67496866
2013-12-12,-0.99631774,0.48130968,-0.55922675,1.5179585,-1.4745938,-0.085246295,0.60337454,-1.5982193
2013-12-13,0.17568713,0.9403788,0.16865508,0.63638574,0.44402227,0.32645565,-0.684497,0.32122982
2013-12-16,-0.26204994,-0.4142602,0.84610265,1.5405273,-0.21134156,-0.6213159,-0.44961372,1.0571479
2013-12-18,0.011837556,0.93490565,-0.7790733,-0.24290103,0.26226035,-0.3786136,0.36089593,-0.828694
2013-12-19,-0.8415066,-1.1525844,-1.222526,0.8507763,-1.8238083,-0.07887686,1.2071652,-0.8945885
2013-12-20,0.6034278,-0.44976315,-0.22063692,0.34005582,0.65286165,0.24765268,-0.2785374,1.1970882
2013-12-23,-0.13163768,0.69145316,-0.35102767,0.1961788,-0.31336343,-0.095715925,0.13349083,-0.6593431
2013-12-24,0.63470423,0.35956788,-0.34322634,0.022692032,0.5228388,0.07314111,-0.10777682,0.4024053
2013-12-27,0.9031125,0.535763,0.03873234,0.65305734,1.522084,0.20237952,-0.49733633,1.4226675
2013-12-30,-0.5394635,0.20159529,-0.23153298,0.32642052,-0.5720232,0.27281708,0.38097817,-1.4474804
2013-12-31,0.23141307,0.044032495,0.1666175,-0.72690135,0.14265569,-0.13318232,0.41426218,-1.1054577
2014-01-02,0.29829302,1.6080755,0.7707944,-0.6162596,0.73365045,0.7543557,-1.8664514,0.24576037
2014-01-03,-0.16077818,0.061675098,0.8952357,-1.8391643,-0.04660793,0.5129421,-0.5444542,-0.27548423
2014-01-06,0.074956544,-0.5361596,-0.066364124,-0.4654056,-0.06979765,0.723478,0.008033471,-0.10008335
2014-01-07,-0.18738306,-0.15840112,-0.3025391,0.792603,-0.26573578,-0.34254962,0.60759956,-0.3613877
2014-01-08,-0.1544953,1.0099111,-0.05448293,0.07877776,-0.027895467,-0.015568468,0.23766068,-0.84065646
2014-01-09,0.2429318,0.38092864,0.57311195,-1.1990421,0.43263084,0.07823596,0.07050172,-0.87619674
2014-01-10,0.0032923566,-0.026267687,-0.13177095,-0.55620974,0.39556113,0.06387292,-0.996391,1.8995168
2014-01-13,-0.04711169,0.346821,-0.484899,0.671525,-0.60987025,0.35332918,-1.1590627,0.97180134
2014-01-14,-0.49167255,-0.4322485,0.009472201,0.6396886,-0.7900517,-0.072643034,0.06330452,0.012093468
2014-01-15,0.29176357,0.4752998,-0.97814506,1.338624,0.03282498,-0.58609635,0.025161061,0.08953138
2014-01-16,-0.1120915,-0.57688093,0.0006492776,-0.32300398,-0.21445674,0.48193598,-0.27952343,0.22665182
2014-01-17,0.63279396,0.8875637,-0.059328143,0.016816203,1.1172818,-0.19419928,-0.21759692,0.3384002
2014-01-21,-0.17793816,-0.013980662,-0.63919485,1.1500599,-0.7327424,-0.21249455,0.27919346,-0.6238298
