date,F1,F2,F3,F4,F5,F6,F7,F8
2013-10-21,0.026556572,0.032601673,0.028611293,-0.0020332048,0.015127973,0.044971883,-0.025966544,-0.014591254
2013-10-22,0.0566474,0.25284556,-0.06495588,0.128536,0.14417507,-0.18122582,0.031963997,-0.014029732
2013-10-23,-0.059056684,-0.44795796,0.21753342,-0.22154528,-0.34058487,0.714494,-0.19584383,-0.033338446
2013-10-24,0.025730964,0.0547294,0.015344185,0.0043361774,0.045749072,0.05302484,-0.020704994,-0.0069215903
2013-10-25,-0.02400956,-0.0016449624,-0.016314141,0.03436995,0.01882348,0.034865364,0.0102071725,-0.02679663
2013-10-28,-0.038245637,0.08418626,-0.018562367,0.070014715,0.090194315,-0.1033036,0.032624893,-0.07732056
2013-10-29,-0.014868049,-0.05014787,0.027449612,-0.035047308,-0.07767071,0.12230379,-0.020435015,-0.013063139
2013-10-30,0.061610132,0.2617704,-0.0859919,0.110895544,0.16154575,-0.32682052,0.08619151,0.034747787
2013-10-31,-0.11173032,-0.4427718,0.18796197,-0.15751956,-0.3375393,0.72179,-0.16636091,-0.10667927
2013-11-01,-0.016965117,-0.3374785,0.1974281,-0.10413779,-0.28019235,0.70053935,-0.16395421,-0.055956386
2013-11-04,-0.042462986,-0.2337917,0.13236865,-0.11715558,-0.16271102,0.3923179,-0.10348469,-0.05357807
2013-11-05,-0.015207049,-0.124778755,0.070090145,-0.022422427,-0.09394202,0.27356538,-0.06319024,-0.034437392
2013-11-06,0.0041632806,0.03420468,-0.0016230725,-0.03829918,0.026738178,-0.034053534,0.04076992,-0.006368602
2013-11-07,5.8971807e-05,-0.19350326,0.088136725,-0.0924461,-0.13392416,0.3317353,-0.071420975,0.015201295
2013-11-08,-0.025156979,-0.025479268,-0.051237702,-0.05062771,0.015091212,-0.14811277,0.04274924,0.019452192
2013-11-11,-0.013006078,0.017667726,-0.025965905,-0.0072810613,0.008676636,-0.12307558,0.03066609,-0.0032409295
2013-11-12,-0.010013663,-0.17729326,0.051896937,0.005593895,-0.13285027,0.27271253,-0.059028525,-0.006228819
2013-11-13,-0.07554286,-0.105248,0.0030101151,-0.054378536,-0.072283976,0.05426186,-0.0076465635,-0.06517472
2013-11-14,0.04639849,0.13047552,-0.0019354142,0.054582745,0.10594031,-0.12605673,0.027088271,0.019083459
2013-11-15,0.006074233,-0.039552853,0.015019557,0.075921506,0.000117486605,0.12459174,-0.04147439,-0.002732369
2013-11-18,-0.058565434,-0.3036657,0.14926922,-0.09999405,-0.20762849,0.50765914,-0.09675066,-0.093555786
2013-11-19,0.022164745,0.021617163,-0.02031963,0.031195063,0.0337269,0.0214387,0.006958666,-0.014174535
2013-11-20,-0.050076373,-0.088168606,-0.026961312,0.0068039047,-0.06700934,0.029129865,0.0057982923,0.00126364
2013-11-21,0.0016424749,0.20341566,-0.193616,0.07050999,0.1327265,-0.530075,0.16496055,0.07120668
2013-11-22,0.0032605221,0.10498409,-0.03866065,0.009584439,0.08038706,-0.19013092,0.057284653,0.0120826475
2013-11-25,0.02184979,-0.06717881,0.0418405,-0.038756877,-0.038781427,0.06297524,-0.026839888,0.018585056
2013-11-26,-0.008514295,-0.06737389,0.037153862,-0.028734576,-0.034647908,0.10169878,-0.016318614,-0.019653447
2013-11-27,-0.04317935,-0.2160585,0.10816547,-0.060870577,-0.15640683,0.3536157,-0.103982605,-0.043379586
2013-11-29,0.10126673,0.23922537,-0.11767406,0.0746547,0.17241867,-0.3329459,0.10457019,0.097987466
2013-12-02,-0.11818717,-0.25521353,0.069999374,-0.0776966,-0.22237132,0.36011627,-0.07597794,-0.06773762
2013-12-03,0.005958005,-0.0039825505,-0.02009312,-0.04204153,0.031719815,-0.11885282,0.047004715,0.004384162
2013-12-04,0.1144805,0.44770467,-0.14432184,0.12318465,0.30537248,-0.5328544,0.15641165,0.06020012
2013-12-06,-0.056196533,-0.10848205,0.009384879,-0.028177036,-0.10142101,0.15766214,-0.01053313,-0.04878076
2013-12-09,0.056886535,0.10347691,-0.04134878,0.01678281,0.078967035,-0.092503265,0.03494374,0.05278982
2013-12-10,0.10853938,0.2578347,-0.10913816,0.13941269,0.23155987,-0.32562292,0.08544521,0.078326866
2013-12-11,0.010596203,0.11942048,-0.07746409,0.080657445,0.0742311,-0.23057662,0.05589205,0.017961739
2013-12-12,-0.09794144,-0.37665147,0.15237017,-0.10472298,-0.30318862,0.66851723,-0.15877287,-0.06866822
2013-12-13,0.041990947,0.041632276,0.008221765,0.07753773,0.049285024,0.06651687,-0.009176847,0.005284877
2013-12-16,0.027135044,0.21171984,-0.15077564,0.08238132,0.2367403,-0.5319311,0.08092043,0.2508965
2013-12-18,-0.024105998,-0.13184826,0.06176368,-0.09188699,-0.12330934,0.32074332,-0.062268697,-0.09345488
2013-12-19,-0.10700042,-0.2224525,-0.0374399,-0.07753176,-0.17317255,0.13490282,-0.008727514,-0.019609857
2013-12-20,0.08369241,0.35257506,-0.21898013,0.17680763,0.30877146,-0.6339305,0.1605082,0.07668541
2013-12-23,-0.015914302,-0.1425001,0.07796616,-0.03515579,-0.12306289,0.3506682,-0.07954737,-0.028382583
2013-12-24,0.055566598,0.16863704,-0.058406543,0.062475227,0.11689675,-0.18046112,0.07455188,0.013078469
2013-12-27,0.088622466,0.4164526,-0.19478637,0.16618887,0.35084268,-0.6088853,0.17964333,0.08410364
2013-12-30,-0.09030586,-0.33562508,0.14610347,-0.11724829,-0.2355848,0.54106915,-0.13494897,-0.11445932
2013-12-31,-0.023187686,-0.16850293,0.124365345,-0.08093771,-0.16857012,0.3597459,-0.088338025,-0.08711899
2014-01-02,0.064940624,-0.04453047,0.1020564,0.033413447,-0.0526273,0.42151964,-0.15151188,-0.0030389156
2014-01-03,0.05804703,-0.19175936,0.13100827,-0.076084405,-0.16759877,0.39409328,-0.13738407,0.022368023
2014-01-06,0.042386003,-0.032952722,-0.027002022,0.025604185,0.0052885176,0.01911023,4.2367516e-05,0.027988238
2014-01-07,-0.033401854,-0.041000806,0.004647842,-0.012105317,-0.0020428433,0.0035827693,0.012543452,-0.024866551
2014-01-08,-0.026777027,-0.19142649,0.120106906,-0.04494752,-0.15470362,0.45647278,-0.09853089,-0.052021336
2014-01-09,-0.010261559,-0.20766549,0.13657728,-0.108156584,-0.16418357,0.4112015,-0.10258945,-0.040829096
2014-01-10,0.098029286,0.4298999,-0.21949445,0.15009996,0.30914292,-0.71619165,0.15607268,0.10062909
2014-01-13,0.01765061,0.15981337,-0.09619344,0.06734708,0.1375627,-0.24188176,0.051277775,0.06346055
2014-01-14,-0.020632971,-0.051914632,-0.011008341,-0.04906054,-0.0039864476,-0.041335516,0.0108511485,0.043443043
2014-01-15,-0.0590467,0.13206358,-0.09450879,0.07709976,0.05477486,-0.1714809,0.061908126,-0.04320955
2014-01-16,0.004979642,0.021050656,-0.061690733,0.030903956,0.0014960592,-0.11554446,0.018854678,0.0046585016
2014-01-17,0.038902774,0.15449914,-0.040714145,0.02998562,0.13721448,-0.14241762,0.056591004,0.004872527
2014-01-21,-0.03536491,-0.09487157,-0.0043052617,0.04818893,-0.09582736,0.1726678,-0.04781873,-0.014635339
2014-01-22,-0.021136142,0.031246252,-0.03232454,-0.055523444,0.014228212,-0.13104433,0.03286562,0.011056313
2014-01-23,0.018934736,-0.06439066,0.041451193,-0.06908173,-0.030084757,0.04695372,-0.021542802,0.03076193
2014-01-24,-0.072024696,-0.13370267,0.047806602,-0.054638855,-0.09438707,0.1368085,-0.027629847,-0.027273573
2014-01-27,-0.01498462,-0.2805495,0.20225014,-0.13111001,-0.1960369,0.6250669,-0.16884755,-0.048406582
2014-01-28,-0.04595105,-0.036291473,-0.06580405,0.0032789963,-0.026515769,-0.07356651,0.04976128,0.01581091
2014-01-29,-0.011922737,-0.009061114,0.008036462,0.03803262,-0.0013686079,0.054397147,-0.005698873,0.011544891
2014-02-10,0.23804262,0.3214158,-0.31687826,0.111244105,0.16566893,-0.76811,0.15708563,0.27612662
2014-02-11,0.022236219,0.09398032,-0.06273806,0.04300959,0.06104826,-0.18388517,0.049996942,0.039095163
2014-02-12,0.06969988,0.22564311,-0.13326144,0.18026857,0.19265532,-0.31115896,0.09510376,0.04823415
2014-02-13,-0.0042886236,0.07509398,-0.0650284,0.0057834624,0.04128285,-0.17395723,0.05927037,0.040725075
2014-02-14,0.100606464,0.25775635,-0.075316995,0.05431886,0.23179378,-0.38638756,0.07978895,0.0437172
2014-02-18,0.0852296,0.45440844,-0.3965804,0.22764541,0.35922235,-1.0927877,0.25332868,0.22947773
2014-02-19,0.07245527,0.07984572,-0.16070904,0.11924726,0.118516974,-0.31663612,0.07988485,0.17490058
2014-02-20,-0.04112967,-0.07589797,0.019289821,-0.03799946,-0.06820557,0.09939908,-0.019726606,-0.03958908
2014-02-21,0.028526321,0.04230917,-0.008853985,0.04898265,0.01081222,0.0033015565,0.017627954,0.009239822
2014-02-24,0.10613221,0.10780461,-0.07996194,0.06032973,0.148541,-0.264235,0.06529218,0.06714626
2014-02-25,0.007538783,-0.06307351,0.031838417,-0.03439348,-0.022938943,0.13626333,-0.047076315,-0.013990994
2014-02-26,-0.0767813,-0.105455615,-0.03965378,0.018641358,-0.08041574,0.11816052,-0.01472392,-0.039746545
2014-02-27,0.025752457,-0.015521024,0.03312347,0.025108574,-0.0044582775,0.15518287,-0.04750588,-0.034812182
2014-02-28,0.0016764541,0.06962595,-0.07074768,-0.0299443,0.00817672,-0.21944335,0.03552803,0.03991031
2014-03-03,0.1682351,0.22921331,-0.22602898,0.20310836,0.25889882,-0.7478448,0.17576833,0.13946362
2014-03-04,-0.028769683,0.1578729,-0.16708098,0.122796275,0.04196772,-0.24489836,0.07407732,0.0033732029
2014-03-05,0.09893588,-0.08450076,0.012792574,0.07916132,0.0019154119,0.15898679,-0.043762315,0.06612306
2014-03-06,0.024389856,0.2618638,-0.13888127,0.07296565,0.13322851,-0.49205026,0.11997249,0.032443937
2014-03-07,-0.07003141,-0.317288,0.079296276,-0.1882412,-0.20901233,0.27222943,-0.06794026,-0.015982155
2014-03-10,-0.00999311,-0.22027867,0.09218924,0.021794595,-0.16979878,0.46476087,-0.1351672,-0.077292986
2014-03-11,-0.011146469,-0.22828823,0.08425438,-0.100132436,-0.18478146,0.2396563,-0.10166672,-0.04430902
2014-03-12,0.077893004,0.022228189,0.063546784,0.03430516,0.021724511,0.048879772,-0.07053914,-0.011852374
2014-03-13,-0.020702936,-0.16264221,0.07386655,-0.094516814,-0.106428854,0.25673163,-0.069453925,-0.027182814
2014-03-14,-0.018738212,0.017467055,0.049136445,-0.0375732,0.0074331923,0.030725881,-0.0067889495,-0.041408554
2014-03-17,-0.03597535,-0.20442317,0.1285449,-0.14966612,-0.18258928,0.3855041,-0.11397207,-0.016544076
2014-03-18,-0.005705236,0.12749965,-0.18353342,0.009553086,0.07925022,-0.44164085,0.12376799,0.040407125
2014-03-19,0.0049066567,-0.009097756,-0.02511257,-0.07839917,-0.052594192,0.013280282,0.009405194,-0.007052168
2014-03-20,-0.09633313,-0.37347284,0.25891915,-0.21501672,-0.2540031,0.6324855,-0.1649539,-0.17019993
2014-03-21,-0.0056742765,0.058731187,0.011633905,0.061761208,0.030955106,-0.00045679827,-0.003070888,-0.06373612
2014-03-24,0.008535642,-0.111779824,-0.018726135,-0.06729815,-0.038139276,0.022512661,-0.0057227314,0.0526855
2014-03-25,0.026091594,0.19070943,-0.11616978,0.14739124,0.1472863,-0.28164834,0.09929036,0.023244148
2014-03-26,-0.06781841,-0.21567042,0.07231194,-0.1196347,-0.15223351,0.33021846,-0.060630117,-0.016476877
2014-03-27,0.0039194115,0.06962901,-0.11319507,0.038834427,0.095003344,-0.32346478,0.08559655,0.0475246
2014-03-28,0.016547434,0.08573802,-0.06249948,0.06877521,0.08645539,-0.13993046,0.05012603,0.016563524
2014-03-31,0.0011824573,0.013842029,-0.021213252,-0.050117742,0.0155241545,-0.0721795,0.022228006,-0.007367928
2014-04-01,-0.010868614,-0.04682943,0.05776542,-0.031527095,-0.1026607,0.2170034,-0.043638412,-0.029551672
2014-04-02,-0.0076030176,0.00070360984,0.06216109,0.004614805,-0.016349997,0.25987336,-0.061679035,-0.056832083
2014-04-03,-0.003440805,0.13581897,-0.1589251,0.090870775,0.109987736,-0.3966702,0.11283651,0.039330788
2014-04-04,0.10051673,0.1423413,-0.08664951,0.13482647,0.153765,-0.26283816,0.0771695,0.084612735
2014-04-08,0.07022795,0.19722442,-0.1637557,0.11632998,0.15578376,-0.43950626,0.11655833,0.10860897
2014-04-09,-0.034879465,0.09998528,-0.109985046,0.07713044,0.063668385,-0.23150925,0.07827594,-0.003138426
2014-04-10,0.067941815,0.16283323,-0.05709099,0.123612724,0.15940014,-0.14742433,0.026848786,0.03131342
2014-04-11,-0.034206215,-0.09111472,0.08173301,-0.06545532,-0.08544131,0.22820778,-0.062117428,-0.062070504
2014-04-14,0.07525982,0.2529383,-0.1583612,0.100953266,0.20190698,-0.5684118,0.12204999,0.07031872
2014-04-15,-0.10885981,-0.25961146,0.06383661,-0.17240901,-0.19743398,0.22563484,-0.02927754,-0.064638294
2014-04-16,-0.020354187,0.23618986,-0.1393195,0.11509768,0.13467212,-0.34002665,0.1277445,-0.0078021265
2014-04-17,0.053500105,-0.041552223,0.0058395676,0.032633275,0.007583054,0.04172766,0.014369821,0.08142967
2014-04-22,0.010687324,-0.10503383,-0.0074341423,0.13623016,-0.010957994,0.17236617,-0.068013914,-0.024435794
2014-04-23,0.039606433,-0.018453732,-0.003187824,0.01100766,-0.0032940642,-0.04496048,-0.0108699985,0.017566461
2014-04-24,0.056150075,0.22109975,-0.07647787,0.07260968,0.1520469,-0.30668882,0.090003975,0.042506374
2014-04-25,0.040823337,0.01480606,0.025286267,-0.053340834,-0.024195846,-0.008500363,-0.014649235,0.014708868
2014-04-28,-0.030017069,-0.1914588,0.10544188,-0.1276224,-0.14916642,0.36417106,-0.07942306,-0.015241109
2014-04-29,0.057882387,0.037283838,-0.100613184,0.022118496,0.07528475,-0.32432148,0.07137643,0.09187016
2014-04-30,-0.031102162,-0.267927,0.15370247,-0.13599443,-0.18910056,0.45230427,-0.13825943,-0.043964945
2014-05-06,0.08452179,-0.09172601,0.15701495,-0.009441968,-0.06527049,0.3923588,-0.089224085,-0.00062405865
2014-05-07,-0.084382586,-0.22779873,0.07828766,-0.11044846,-0.15733393,0.3005884,-0.05763353,-0.065347545
2014-05-08,0.011588508,0.13493598,-0.05693533,0.028979601,0.05609011,-0.1873748,0.056434426,-0.012441668
2014-05-09,-0.05023007,0.012877533,0.0513377,-0.067723215,-0.041819125,0.10476448,-0.0067680804,-0.07192256
2014-05-12,0.10162316,0.33433247,-0.13945293,0.17947039,0.26612046,-0.41716936,0.1123476,0.043951165
2014-05-13,0.008418205,0.05904577,-0.063040204,-0.021801475,0.06464634,-0.2230561,0.07389466,0.01579235
2014-05-14,0.018448342,0.19113582,-0.09502328,0.15461321,0.18926701,-0.20332113,0.10129725,0.004291558
2014-05-15,-0.09540704,-0.30317143,0.13243963,-0.06032931,-0.23864795,0.59133023,-0.09936289,-0.047594097
2014-05-16,-0.06264711,-0.06312665,0.079260804,-0.08427549,-0.07147831,0.23972948,-0.047759537,-0.08389915
2014-05-19,0.014940122,0.14173338,-0.058611274,0.009901008,0.082882434,-0.13096456,0.040708475,0.023059031
2014-05-20,-0.005639692,-0.112639576,0.044223335,0.004515386,-0.046102643,0.17497034,-0.038681574,-0.009567574
2014-05-21,-0.031664796,0.0062451507,-0.022752602,-0.08454862,-0.013087827,-0.09232665,0.051182773,-0.007866256
2014-05-22,0.043019876,0.17224991,-0.058969706,0.08105098,0.123595946,-0.16782704,0.061115827,0.004737446
2014-05-23,-0.016017027,-0.04836725,0.025740033,0.003625902,-0.015031031,0.11882753,-0.002748077,-0.02472891
2014-05-27,-0.08671647,-0.25237072,0.12720162,-0.068476945,-0.19253495,0.5375529,-0.10282921,-0.08450346
2014-05-28,-0.02158175,-0.10782618,0.053003177,-0.035962693,-0.05392746,0.17414007,-0.04486167,-0.0312955
2014-05-29,-0.002998307,-0.09409941,-0.023247002,-0.004993583,-0.0065976228,0.02437068,0.003985173,0.029522479
2014-05-30,-0.05405205,-0.25699422,0.16268216,-0.11939255,-0.18270382,0.4969787,-0.13131294,-0.09651501
2014-06-03,-0.057112653,-0.064812884,0.06408202,-0.0069538318,-0.076230176,0.29770184,-0.057843313,-0.08564925
2014-06-04,-0.02981137,-0.11230238,0.025257356,-0.038517166,-0.1051695,0.16546646,-0.024520338,-0.0056437035
2014-06-05,0.0075302534,0.04576252,0.012605982,0.019694818,0.054474052,0.03718251,-0.021787906,-0.0207073
2014-06-06,0.010811085,0.023865225,-0.10396826,0.06274698,0.055450547,-0.20479533,0.035854384,0.033235144
2014-06-09,-0.038661066,0.14990559,-0.08212061,0.04847772,0.10895831,-0.21753898,0.08207735,-0.042366102
2014-06-10,0.045360304,0.007322076,0.033848073,-0.024729053,0.014183535,0.07134566,-0.008620518,0.0116966
2014-06-11,-0.010835406,-0.1586903,0.111499004,-0.04154807,-0.095306136,0.3782794,-0.08069728,-0.010881785
2014-06-12,-0.059455313,-0.0019906785,-0.018562155,-0.038060687,-0.008803268,-0.15610497,0.015669202,-0.0024966449
2014-06-13,0.033982795,0.21989824,-0.17632326,0.12334524,0.14627132,-0.48283106,0.13451633,0.07755098
2014-06-16,0.014987576,0.13029519,-0.0777357,0.06806007,0.0901098,-0.16305465,0.04448506,-0.0043090507
2014-06-17,0.0048079104,0.11913138,-0.07721855,0.10246172,0.07512021,-0.1849679,0.04392868,-0.033110626
2014-06-18,0.027783828,0.11527184,-0.10197841,0.07999793,0.11089425,-0.31523588,0.09016421,0.026783027
2014-06-19,0.10817356,0.40408686,-0.15042414,0.15204701,0.3183698,-0.5963176,0.13676865,0.07151962
2014-06-20,0.055517215,0.035656907,-0.017044893,0.03557456,0.060991257,-0.014119822,0.016556395,0.044157393
2014-06-23,0.0061794342,0.01609093,0.0046480247,0.05158499,-0.019148907,0.109429374,-0.00497026,-0.014245478
2014-06-24,-0.013186992,-0.04347703,0.08440227,-0.015689747,-0.014244638,0.15364173,-0.08234433,-0.04261172
