date,F1,F2,F3,F4,F5,F6,F7,F8,F9
2013-10-21,0.005912528,-0.008056434,-0.005311344,-0.013831173,-0.00018682596,-0.002379781,-0.027411306,0.0023396339,0.048420016
2013-10-22,0.38767993,-0.048193093,-0.010921134,-0.016773572,0.007622271,0.080874175,-0.08205872,0.053999852,0.05402672
2013-10-23,-0.9484637,0.017608494,-0.012083486,-0.04232859,-0.1647289,-0.2058266,0.1556141,0.0073375213,0.13399236
2013-10-24,0.03085097,-0.033842117,0.0028007133,0.0052508293,-0.019526595,0.0024433457,0.0043359017,0.027215865,0.01641162
2013-10-25,0.0002450519,0.0058223046,0.00018854787,0.024538811,0.011116882,0.010135766,0.0059926133,-0.012522728,-0.015783183
2013-10-28,0.14689706,-0.008705154,0.011833351,0.06923674,0.033283304,0.0777146,-0.029463982,-0.04225353,-0.04201218
2013-10-29,-0.12895806,0.010902364,0.0035547204,0.0017519897,-0.03145193,-0.031671334,0.00071452133,-0.011196523,-0.00394812
2013-10-30,0.4918838,-0.021401493,0.018528635,-0.019352816,0.04094194,0.094374344,-0.08678647,0.02218932,-0.017973257
2013-10-31,-0.9646689,0.055401962,-0.023538547,0.046641022,-0.15743537,-0.12432333,0.13522166,-0.037937287,0.03760235
2013-11-01,-0.8138065,-0.009788541,-0.00020131157,-0.069565445,-0.15107019,-0.14864238,0.12643169,-0.015473402,0.09559588
2013-11-04,-0.5213591,0.008904255,-0.01473649,0.0051819454,-0.08172119,-0.082903415,0.09194602,-0.0030145824,0.08345153
2013-11-05,-0.29825762,0.002802203,0.004598399,0.002203356,-0.04842911,-0.04401711,0.03350539,-0.013532636,0.034864508
2013-11-06,0.099428296,-0.002015988,-0.010908467,0.0017492108,0.010071386,0.016397027,0.032951914,0.0023951686,-0.02638773
2013-11-07,-0.41084614,0.018266989,0.0028283019,-0.04914624,-0.069584616,-0.06830946,0.027128633,-0.002083624,0.01960508
2013-11-08,0.059233323,0.05053973,0.0042829714,0.044026744,0.04510903,0.03087579,-0.058289856,-0.038041797,-0.07673165
2013-11-11,0.1382772,0.02663583,0.006678293,0.03576612,0.029509924,0.029272515,-0.04445387,-0.015464859,-0.0075160447
2013-11-12,-0.3450936,0.012519914,0.011920065,0.039932277,-0.07298499,-0.07072689,0.04842734,-0.030135792,-0.0013026833
2013-11-13,-0.18744078,0.020559324,-0.0105222985,0.065524355,0.0006815771,-0.033608403,0.053849395,-0.04313266,-0.0120146405
2013-11-14,0.2749333,-0.02324708,-0.00898569,0.0072220513,-0.01754295,0.030246163,-0.01984209,0.052821994,0.024736345
2013-11-15,-0.06145295,-0.005334213,0.0150033925,0.012445594,-0.0064810836,0.0038339705,0.03378831,-0.007946824,0.0461338
2013-11-18,-0.66906536,0.022787653,-0.011534143,0.008393761,-0.102253735,-0.0620167,0.08347629,-0.02879985,0.00941081
2013-11-19,0.046174422,-0.0044483985,-0.0068614325,-0.011094199,0.025943791,0.01033915,-0.00226724,-0.013243483,-0.017118206
2013-11-20,-0.08357153,0.034508716,0.017755816,0.039012488,-0.0032970905,-0.00010149645,-0.011640598,-0.018946163,-0.03499231
2013-11-21,0.5949863,0.03653616,0.028860612,0.0456308,0.12039242,0.11195087,-0.12374715,-0.030128887,-0.17800474
2013-11-22,0.2091834,0.0062358985,-0.0127020255,0.011856535,0.016490031,0.043181155,-0.04888314,0.0058698854,-0.019757794
2013-11-25,-0.07288192,0.029531453,-0.00021417758,-0.02517627,-0.022426143,-0.015037618,-0.008975563,-0.005825622,0.045392428
2013-11-26,-0.106063455,0.006904326,-0.0025786986,0.004460301,-0.020058563,0.0063821482,0.02770482,-0.009925836,0.015805485
2013-11-27,-0.45931435,0.0047605685,0.0062462203,0.016987005,-0.085366294,-0.05781821,0.043565944,-0.011672581,0.09502392
2013-11-29,0.5342224,-0.020513577,-0.011664994,-0.041965045,0.06635325,0.08168143,-0.06532721,0.038164657,-0.069220796
2013-12-02,-0.5434897,0.065435536,0.021573894,0.06622036,-0.08081781,-0.07714241,0.064084984,-0.06766984,-0.0052724034
2013-12-03,0.11635884,0.030189237,0.00019953516,0.027950095,0.036790688,0.0356649,-0.0033296442,-0.032585643,-0.049246777
2013-12-04,0.82550627,-0.04744099,-0.010067379,-0.07872833,0.11420091,0.12923521,-0.11784254,0.056678366,-0.02840515
2013-12-06,-0.23322183,0.023653155,0.011479068,0.012957152,-0.017508436,-0.046957724,0.04832143,-0.06177335,-0.035403874
2013-12-09,0.21917865,-0.011889832,-0.008941772,-0.05530733,0.021238044,0.007662524,-0.03580466,0.015604689,-0.018531224
2013-12-10,0.57860255,-0.033378668,-0.0145052085,-0.018845737,0.09968184,0.09747732,-0.06430139,0.056972753,-0.015129963
