date,F1,F2,F3,F4,F5,F6,F7,F8,F9
2013-10-21,0.03908597,-0.16671728,0.1475021,-0.4402832,0.6576759,-0.36000022,-0.008251762,-0.17551738,0.2584898
2013-10-22,0.66325605,-0.6158186,0.9377406,-0.7941143,1.3307604,-0.4715597,0.06729867,-0.31943247,0.43669286
2013-10-23,-1.1919708,0.6750744,-0.47685307,0.22964457,-0.6563428,-1.0351096,-0.16611798,0.7914069,0.43002054
2013-10-24,0.15820299,-0.2167575,1.0355657,0.12379724,0.5420547,-0.35557327,0.34504244,-0.18534875,0.39565715
2013-10-25,-0.05513285,-0.30920443,0.32418925,0.30754653,-0.066087075,0.30748266,0.3326162,-0.39444962,-0.06234973
2013-10-28,0.06759971,-0.44681954,0.2863456,0.7290755,0.34717703,1.044348,1.104979,-0.5923303,0.060310375
2013-10-29,-0.19778357,0.25354284,-0.29212332,0.21098927,-0.20387407,-0.11039041,-0.17746033,0.15266557,0.03031853
2013-10-30,0.8587641,-0.20412257,0.8821376,-0.010110922,0.47042593,-0.059012335,-0.11357565,0.17829373,0.17554088
2013-10-31,-1.5219909,0.055468835,-1.1328837,0.8416885,-1.3247077,0.20683663,0.33306962,0.023317104,-0.051286634
2013-11-01,-1.2598993,-0.5263554,-0.0031698782,-0.7392182,-0.18887956,-0.72690254,0.07058026,-0.067090504,0.35414276
2013-11-04,-0.75862336,0.25725403,-0.49854055,0.17257296,0.13955407,-0.2194891,0.5488726,0.18217546,0.37579307
2013-11-05,-0.46717474,-0.19781044,0.15079802,0.16219462,-0.278747,-0.017018402,0.18210116,-0.18152413,0.09652269
2013-11-06,0.13826321,0.01987381,0.02324061,0.1726682,0.4043681,0.20932253,0.53990155,-0.12332058,0.030664353
2013-11-07,-0.63042176,-0.018956924,0.11229052,-0.29156533,-0.8104465,-0.39115763,-0.47897005,0.014949756,0.00097011094
2013-11-08,-0.15908808,0.4209766,-0.8524388,0.60348946,-0.99385387,0.47208166,-0.49387026,0.12519477,-0.35494992
2013-11-11,0.12245243,0.52582645,-0.6167672,0.510571,-0.26004192,0.3767194,-0.1534644,0.24171753,-0.13099068
2013-11-12,-0.6273097,0.24047276,-0.29595035,0.044522904,-0.8884352,-0.23437141,-0.5055269,0.07400811,-0.19755788
2013-11-13,-0.2799231,0.29862246,-0.9400862,0.7491147,-0.0018813013,0.41144964,0.50905013,0.1637204,-0.015389015
2013-11-14,0.50181866,0.6824932,0.6701288,0.60793597,0.75556237,-0.26822263,0.6099472,0.5699641,0.5067147
2013-11-15,-0.15638055,-0.23820895,1.1786792,0.37977037,-0.0046702563,0.3498863,0.5723887,-0.45738834,0.07421356
2013-11-18,-1.0934418,-0.09980535,-0.7108806,0.30858502,-0.90035325,0.30730698,0.4114479,-0.035567693,0.043574285
2013-11-19,0.018581906,-0.17274766,0.032251958,-0.4377302,0.5978437,-0.045865815,0.03536129,-0.3673412,0.04399808
2013-11-20,-0.24124579,0.26120704,-0.23908977,0.90418065,-1.260462,0.4503149,-0.30011803,0.27581376,-0.2678161
2013-11-21,0.6775858,0.46230853,-0.6475857,0.733339,-0.905946,0.6600853,-0.902694,0.45634785,-0.51654744
2013-11-22,0.33513203,0.108910136,-0.30717376,0.07919378,0.046508677,0.13675366,-0.04427591,-0.017737677,-0.08752919
2013-11-25,-0.25210863,0.3104545,-0.043169003,-0.43378395,-0.27041352,-0.13998735,-0.37380475,-0.1448922,-0.14884584
2013-11-26,-0.16833538,0.10698749,0.032878745,0.27128336,-0.21660714,0.2747985,0.30184096,-0.045836274,0.0070229876
2013-11-27,-0.5564716,0.43936586,-0.044703957,0.75109005,-0.5600107,-0.12303561,0.24867839,0.41299662,0.30168024
2013-11-29,0.84631914,-0.25112885,0.692889,-0.6656337,0.4479741,-0.2983271,-0.58395094,-0.16955382,-0.14803228
2013-12-02,-0.9116295,0.13907906,-0.591038,1.189759,-1.4870696,0.5441023,0.15706086,0.062130556,-0.23887767
2013-12-03,0.088111944,0.6969541,-0.5805125,0.33431134,0.06761259,0.4789058,0.18818802,0.03790274,-0.12897629
2013-12-04,1.2456278,-0.60506004,0.90471655,-0.97731775,1.5012743,-0.22415671,-0.1407564,-0.39069143,0.12978856
2013-12-06,-0.4775834,-0.1268624,-0.3254893,0.5379563,-0.8057535,0.47932494,0.15439399,-0.2865415,-0.36327076
2013-12-09,0.3466295,-0.32051128,0.61088,-0.74435,0.23067881,-0.5858481,-0.646244,-0.34302053,-0.120637454
2013-12-10,0.9292381,-0.30470464,1.1096632,-0.5965663,1.2517453,-0.24269831,0.018007435,-0.26312205,0.2085489
2013-12-11,0.37595248,-0.087663166,0.3357964,-0.13596058,-0.26394778,0.04988118,-0.6369428,-0.29644948,-0.37203658
2013-12-12,-1.2840972,-0.17183128,-0.2844162,1.0271236,-1.5069075,0.48185322,0.39953658,-0.33604798,-0.19114336
2013-12-13,0.019898564,-0.44498008,0.99744236,-0.26040408,0.32015073,-0.10686469,0.21504076,-0.53918934,0.16489252
2013-12-16,0.78123564,-0.32863584,1.7006088,0.32591248,-0.6945591,0.36669016,-0.6581101,-0.5303683,-0.5592587
2013-12-18,-0.56242657,0.22260779,-0.7439679,0.28412995,0.37599432,0.5134419,0.883631,-0.14468323,0.29167342
2013-12-19,-0.74794954,0.18663996,-1.2404109,1.179346,-1.9123605,0.5350559,-0.51967853,0.36835435,-0.5755322
2013-12-20,1.2883278,-0.1484188,0.16959663,-0.30233318,0.8944996,0.17393547,-0.4678358,-0.17105916,-0.19586611
2013-12-23,-0.49156892,0.21185887,0.061425854,0.6372481,-0.05969493,-0.13304481,0.4848124,-0.010405705,0.28570074
2013-12-24,0.43401882,-0.29897708,-0.16758117,-0.31822366,0.53549194,0.3140946,0.12551937,-0.47951576,-0.09273289
2013-12-27,1.2682981,-0.6831875,1.1358987,-0.58446646,1.0203835,0.49319422,0.052953497,-0.48849106,-0.09909473
2013-12-30,-1.1748576,-0.067182966,-0.51394933,0.48233303,-0.6223213,-0.047891244,0.40309206,-0.15851626,0.07878033
2013-12-31,-0.71463114,0.077486366,-0.83961034,0.018192273,0.13462546,0.09580828,0.5575539,0.0018917295,0.24242315
2014-01-02,-0.003669462,-0.5819751,1.6231252,-0.7749288,1.1069664,-1.1634755,0.18206541,-0.38754612,0.65678495
2014-01-03,-0.475594,1.0546145,-0.1819442,-0.5723379,0.37076613,-1.1140102,-0.2927177,0.8653885,0.6132724
2014-01-06,-0.10073722,0.53027344,-0.7438708,-0.47664297,0.041599177,0.0012980212,-0.4728909,-0.00038697736,-0.10882809
2014-01-07,-0.2385135,-0.10728691,-0.19695882,0.3967846,-0.35391006,0.54325163,0.31324336,-0.4579331,-0.2879619
2014-01-08,-0.7080786,0.1891506,0.09701939,0.36708543,-0.14989305,-0.04091644,0.5952164,0.1066294,0.4462056
2014-01-09,-0.6924121,0.25651303,-0.3016381,-0.0865356,0.5101091,-0.45949668,0.5329071,0.2033445,0.5083013
2014-01-10,1.3690087,-0.03714326,0.5219017,-0.65608025,1.1254399,-0.23553698,-0.7743826,-0.050836336,-0.08866346
2014-01-13,0.4093963,-0.95054406,0.7106619,-0.4356344,-0.04441887,-0.02298317,-0.47050256,-0.6367596,-0.23706348
2014-01-14,-0.0060892566,-0.008414008,0.6050028,0.32597914,-0.88490033,-0.06530727,-0.45653903,-0.05396852,-0.27246588
2014-01-15,0.23651487,-0.5843337,0.3873879,0.84135747,-0.21567637,0.9711716,0.49840656,-0.5840472,-0.31870914
2014-01-16,0.13657184,0.21036398,-0.32281843,-0.42893964,0.009163876,-0.12439328,-0.5897827,0.08669142,-0.19628158
2014-01-17,0.38302547,-0.1854126,0.44401553,-0.10546792,1.0104644,0.29511166,0.69790363,-0.4113059,0.18056843
