date,F1,F2,F3,F4,F5,F6,F7,F8,F9
2013-10-21,0.0057987324,-0.16274182,0.082223654,-0.55451244,0.73270386,-0.31443992,-0.02392076,-0.36614555,0.21932013
2013-10-22,0.7093787,-0.69165856,0.9915371,-0.88439137,1.5795566,-0.4204104,-0.044040114,-0.67834926,0.24983643
2013-10-23,-1.130159,0.7944908,-0.31612918,0.1588744,-0.7392203,-1.2532014,-0.013530381,1.245752,0.70963883
2013-10-24,0.2532259,-0.15704143,1.2530262,0.24897471,0.6934837,-0.47969595,0.21656165,-0.3335893,0.31723738
2013-10-25,-0.058288,-0.26448688,0.3828141,0.47729498,-0.036050253,0.283248,0.30067408,-0.55337733,-0.08916329
2013-10-28,0.13692698,-0.31115976,0.33931848,1.0524755,0.40543973,1.0377326,1.0557595,-0.8939077,0.020579932
2013-10-29,-0.250277,0.3818046,-0.27905348,0.18112698,-0.26713917,-0.099248305,-0.1926936,0.22283928,0.07303298
2013-10-30,0.91656154,-0.11989055,1.082407,0.01913383,0.700498,-0.012492648,-0.31741485,0.17700107,-0.036406837
2013-10-31,-1.5054135,-0.04163024,-1.1354903,1.057592,-1.6955314,0.059446964,0.4809262,0.1677694,0.23008898
2013-11-01,-1.257779,-0.8080351,-0.13303079,-0.8568131,-0.32877958,-0.84428567,0.23928422,-0.16687252,0.4530801
2013-11-04,-0.75256467,0.3278931,-0.5013596,0.229461,0.122807026,-0.3049397,0.72985935,0.21996352,0.5481703
2013-11-05,-0.4631921,-0.24393238,0.18975338,0.26317003,-0.35488486,-0.08928186,0.17009169,-0.2375331,0.13090636
2013-11-06,0.09853023,0.20192502,0.054394607,0.25588614,0.5217713,0.25599805,0.5857778,-0.25349617,-0.0002938242
2013-11-07,-0.62678933,-0.13316794,0.17527828,-0.27591497,-0.99249995,-0.50797355,-0.5562604,0.17174736,0.04419602
2013-11-08,-0.25423217,0.56829536,-0.8620457,0.71418154,-1.2482125,0.53867304,-0.5921157,0.38065925,-0.29598692
2013-11-11,0.01980149,0.7507857,-0.6468568,0.53829294,-0.3089841,0.4849926,-0.1989487,0.38195544,-0.100926735
2013-11-12,-0.66764855,0.22592108,-0.25233588,0.09515725,-1.15417,-0.27673283,-0.5409914,0.3076956,-0.14366539
2013-11-13,-0.29380128,0.46101728,-0.96687853,0.8556609,-0.016727012,0.43938768,0.61258477,0.21235824,0.08988705
2013-11-14,0.56822735,0.9563969,0.87471664,0.7081301,1.0987035,-0.34369162,0.625529,0.5829939,0.48623398
2013-11-15,-0.0780736,-0.34581262,1.3249043,0.59351486,0.0162996,0.23657645,0.4610437,-0.6493103,0.0209824
2013-11-18,-1.0601882,-0.16947071,-0.753773,0.4964118,-1.1281025,0.24804884,0.50895387,-0.009043694,0.20720662
2013-11-19,-0.05366858,-0.09062737,-0.10625156,-0.53279734,0.6916699,0.021345505,0.09111674,-0.60665005,0.022832036
2013-11-20,-0.24531758,0.2851949,-0.106937796,1.1550599,-1.4982395,0.38957638,-0.45006695,0.5692927,-0.23673896
2013-11-21,0.5901366,0.6329476,-0.58170813,0.8390027,-1.0596849,0.8004978,-1.1496159,0.8034567,-0.5915537
2013-11-22,0.24418356,0.30905044,-0.39039838,0.030387415,0.1497711,0.30810085,-0.039437875,-0.10737236,-0.12352983
2013-11-25,-0.38047916,0.35740405,-0.1284697,-0.5558833,-0.39092737,-0.07443134,-0.40049425,-0.14541136,-0.1647249
2013-11-26,-0.17230459,0.1386602,0.090740405,0.40027747,-0.25950482,0.27509746,0.27575544,-0.04915376,0.012420301
2013-11-27,-0.49267587,0.5539704,0.12326055,0.89424855,-0.5613309,-0.2693559,0.28115687,0.6835523,0.46854332
2013-11-29,0.83661985,-0.34166783,0.7329186,-0.7666057,0.5428935,-0.17546293,-0.8127151,-0.29757428,-0.4015219
2013-12-02,-0.9176261,0.15950927,-0.49878815,1.4605577,-1.8218898,0.40292484,0.14971833,0.26401523,-0.08844864
2013-12-03,-0.019754447,1.0297966,-0.65493435,0.31002286,0.122837454,0.5655508,0.24011321,0.06256335,-0.0671549
2013-12-04,1.2295858,-0.5925177,0.83388066,-1.1549976,1.8498833,-0.01765966,-0.28192493,-0.79424673,-0.1535303
2013-12-06,-0.56573665,-0.053075854,-0.4109416,0.61190236,-0.9496575,0.50568956,0.17405558,-0.30688143,-0.32294792
2013-12-09,0.30293128,-0.38216645,0.59356254,-0.91817325,0.2686628,-0.51101154,-0.8046828,-0.48427153,-0.3051802
2013-12-10,0.9876706,-0.38287076,1.2266245,-0.62086976,1.5207824,-0.22831772,-0.1712274,-0.50267714,-0.0069438647
2013-12-11,0.26538616,-0.024979906,0.32577145,-0.22175455,-0.3181018,0.18085514,-0.8177602,-0.3267249,-0.5368774
2013-12-12,-1.211247,-0.37563002,-0.1988378,1.4202787,-1.9693127,0.22519341,0.35493505,-0.22986148,-0.036409114
2013-12-13,0.055434693,-0.60768884,1.1227645,-0.16278522,0.3531999,-0.1989541,0.08259443,-0.82070965,0.080634765
2013-12-16,0.760035,-0.11353487,1.7883247,0.31365553,-0.53630996,0.46901557,-1.122363,-0.48691702,-0.80906516
2013-12-18,-0.5766907,0.27782568,-0.7687895,0.40403813,0.37717167,0.4296769,1.0013869,-0.39989418,0.4270108
2013-12-19,-0.785596,0.117251605,-1.1981566,1.3912048,-2.3453996,0.55465215,-0.5369744,0.7508342,-0.44810563
2013-12-20,1.2847861,-0.094399564,0.13405527,-0.37105247,1.1022347,0.37839034,-0.6645322,-0.29757777,-0.42543107
2013-12-23,-0.4441794,0.29618296,0.21160333,0.80607444,-0.06755954,-0.31156656,0.5345997,0.010924971,0.40726814
2013-12-24,0.35561612,-0.22946616,-0.31287134,-0.34109923,0.65199304,0.49711102,0.12594771,-0.79389125,-0.18657394
2013-12-27,1.2874767,-0.7768904,1.1852224,-0.5547909,1.260367,0.6143407,-0.18822938,-0.77087325,-0.41761208
2013-12-30,-1.1700048,-0.15617661,-0.5063735,0.65441954,-0.8494274,-0.2201001,0.5219404,-0.14655481,0.26535156
2013-12-31,-0.764176,0.18419637,-0.9791051,0.018274562,0.07501964,0.17582054,0.7712063,-0.08454307,0.36825657
2014-01-02,0.16633788,-0.74319756,1.7733332,-0.8362231,1.2794937,-1.302523,0.022636011,-0.61738354,0.48781827
2014-01-03,-0.4601337,1.1482279,-0.10312453,-0.80544776,0.39552215,-1.2593638,-0.2411087,1.1625894,0.76326215
2014-01-06,-0.19197212,0.5034844,-0.85877115,-0.5619639,-0.07080262,0.07001541,-0.4932023,0.053966064,-0.07021533
2014-01-07,-0.33929694,0.08232208,-0.30124587,0.4634833,-0.39145452,0.6334416,0.3503464,-0.55895996,-0.25662854
2014-01-08,-0.6117107,0.13565813,0.2838699,0.59869564,-0.19904068,-0.2781936,0.6477388,0.115356654,0.59502345
2014-01-09,-0.69750303,0.33683446,-0.31241402,-0.13108692,0.5269373,-0.5483742,0.70884377,0.17675248,0.66522187
2014-01-10,1.3020955,-0.01438044,0.46108675,-0.8689796,1.3629787,-0.049916502,-1.0196319,-0.2275469,-0.36197424
2014-01-13,0.40182114,-1.1263993,0.6707523,-0.47765216,-0.06598729,0.09866938,-0.7261994,-0.85480136,-0.4563528
2014-01-14,-0.016757289,0.08354753,0.68131393,0.3501804,-0.9375912,-0.06182442,-0.6347368,0.11796512,-0.35036397
2014-01-15,0.26512522,-0.5816562,0.4723488,1.1399308,-0.28583214,1.0058725,0.34234628,-0.80927855,-0.42978793
2014-01-16,0.05306086,0.17607887,-0.41632292,-0.5596536,-0.07999117,-0.00076466694,-0.64613175,0.1702859,-0.27950847
2014-01-17,0.3656011,-0.013784122,0.47251976,-0.033860292,1.229767,0.32897174,0.69071615,-0.7600797,0.10261924
2014-01-21,-0.4194242,0.09668611,0.17025147,1.0749254,-0.7049929,0.29421684,0.32319847,-0.25863767,-0.20199604
2014-01-22,0.3552846,0.6128865,0.31764132,1.1914488,-0.34849986,0.21578674,0.040158898,0.5864534,-0.0345343
2014-01-23,0.04438011,1.0099224,-0.0825815,-0.060696058,0.7285796,-0.50300443,0.24694422,1.0866194,0.547143
2014-01-24,-0.19732085,0.37511107,0.16330726,1.1572547,-1.1743313,0.09771415,-0.08071058,0.77740264,-0.011689856
2014-01-27,-0.9830291,0.62579846,-0.15063842,-0.10344514,0.6007524,-0.76513475,0.843424,-0.0015053237,0.9857116
2014-01-28,-0.09604422,0.21320994,-0.29517692,0.81950444,-1.1908811,0.5782876,-0.35128722,0.4264489,-0.43314424
2014-01-29,0.2071878,0.23952089,1.2353811,1.3004488,-0.3628665,0.21656863,0.43258306,0.15703069,-0.09970856
2014-02-10,1.1245738,1.0656129,-1.3419957,-2.1971729,0.25424728,-0.118929125,-2.4167569,0.83012915,-0.7803075
2014-02-11,0.46843305,0.38770345,0.58804226,0.29035553,0.03469791,-0.104235716,-0.37843564,0.40022182,-0.1600827
2014-02-12,0.70141166,-0.6691635,1.1706692,-0.39680114,0.51287645,0.21179411,-0.43412137,-0.8123128,-0.3903997
2014-02-13,0.55128634,0.47582918,0.590226,0.42021942,-0.37270907,-0.4416594,-0.80479383,1.0073178,-0.16616043
