date,F1,F2,F3,F4,F5,F6,F7,F8,F9
2013-10-21,-0.0037212418,0.0029398128,-0.0045978455,-0.0024688211,0.0025715376,0.0017559478,-0.013827885,0.0016351902,0.03366362
2013-10-22,0.2841766,-0.009233453,-0.012985756,-0.009200374,0.051108483,0.111904435,-0.0970011,0.030096553,-0.006019468
2013-10-23,-0.7306645,-0.047232725,-0.0008880547,-0.0037787282,-0.23979142,-0.26510793,0.24770385,0.009021742,0.19237354
2013-10-24,0.019722594,-0.019709058,0.0018187589,0.0016676683,-0.005001188,0.0056587746,0.0018152862,0.013205674,0.004874404
2013-10-25,0.00060586765,0.0036893766,-0.0006289492,0.015098159,0.012704414,0.004338681,-3.5378074e-05,-0.007535084,-0.0060251933
2013-10-28,0.115207255,0.0019778674,0.007906091,0.03766889,0.045284286,0.065818965,-0.055547945,-0.027730446,-0.03308574
2013-10-29,-0.098747715,0.0025490206,0.005985993,0.0017685858,-0.041170582,-0.042819798,0.018969785,-0.0026343558,0.010250713
2013-10-30,0.3687041,0.022004906,0.010990287,-0.019478962,0.08941176,0.13489418,-0.12689497,0.008730345,-0.0652035
2013-10-31,-0.74526674,-0.029576303,-0.011330067,0.049773935,-0.24101299,-0.2221882,0.22087874,-0.009765535,0.14747754
2013-11-01,-0.62606454,-0.04967228,0.0070174113,-0.024396019,-0.21761061,-0.19811705,0.20258759,-0.014326152,0.14061509
2013-11-04,-0.39600277,-0.023502188,-0.008308092,0.016988665,-0.12118934,-0.12518708,0.13524857,0.00024103226,0.11672381
2013-11-05,-0.22894713,-0.0137245925,0.0063035223,0.009900324,-0.074031405,-0.069206,0.06095214,-0.008625264,0.057804745
2013-11-06,0.079724476,0.0060763503,-0.011570768,-0.0020985107,0.026735922,0.023231028,0.0076153125,0.0054758536,-0.025622806
2013-11-07,-0.31846753,-0.010884454,0.0077820537,-0.026027136,-0.10449218,-0.099289946,0.082863465,-0.0020111653,0.058508243
2013-11-08,0.037983775,0.038828913,0.0011726704,0.019212678,0.03933792,0.021411877,-0.048993852,-0.014354448,-0.04124059
2013-11-11,0.105524175,0.024918506,0.0060240743,0.021948472,0.036894172,0.03242806,-0.052957337,-0.006648818,-0.014000629
2013-11-12,-0.2625153,-0.012067912,0.014460364,0.043452103,-0.099724144,-0.09722262,0.084439866,-0.021685079,0.04491765
2013-11-13,-0.13394675,0.0026739505,-0.007324236,0.043253705,-0.0097928755,-0.058131803,0.053407863,-0.024236692,0.021625673
2013-11-14,0.21342456,-0.004494884,-0.0067161294,0.0046198904,0.028771523,0.053725004,-0.05700688,0.032548837,-0.013415074
2013-11-15,-0.041207027,-0.0053455,0.014172306,0.013642247,-0.013440518,-0.008637613,0.029473988,-0.009144721,0.037568834
2013-11-18,-0.5171547,-0.028146291,6.806487e-05,0.015842559,-0.16130067,-0.13419195,0.14035523,-0.019317146,0.09225272
2013-11-19,0.032219257,0.0012204166,-0.0060642306,-0.009090616,0.030510116,0.014478373,-0.0038408136,-0.0109482,-0.02499681
2013-11-20,-0.058256935,0.015743397,0.018636394,0.023101967,-0.019988522,-0.022515379,-0.0039350274,-0.009771969,-0.006051872
2013-11-21,0.45555434,0.06191393,0.022545362,0.003915988,0.15233831,0.14025806,-0.17211334,-0.017450077,-0.18256673
2013-11-22,0.15153907,0.018005272,-0.013908309,0.0026784537,0.04509489,0.05608107,-0.05998117,0.011695061,-0.02234145
2013-11-25,-0.06053372,0.019855976,0.00044630494,-0.0071435953,-0.02374863,-0.014835503,0.012519014,-0.003266591,0.04522712
2013-11-26,-0.081612565,-0.0005794441,0.00046999723,0.0064849826,-0.024895998,-0.009711034,0.031973287,-0.009081219,0.030428875
2013-11-27,-0.35352767,-0.02886288,0.00833493,0.025575075,-0.12215197,-0.09986755,0.088096805,-0.0055627646,0.12180182
2013-11-29,0.404462,0.023420632,-0.012260262,-0.03875065,0.1179274,0.12713647,-0.107998885,0.020565992,-0.11231643
2013-12-02,-0.41263404,0.008479249,0.02159244,0.050398257,-0.13307525,-0.1350457,0.10644235,-0.030990427,0.070282586
2013-12-03,0.0923965,0.025386345,-0.0024349992,0.009671356,0.048744157,0.035985224,-0.017527374,-0.01735712,-0.043004435
2013-12-04,0.63181955,0.022787752,-0.015566884,-0.06956269,0.19514385,0.20807314,-0.18168189,0.036512896,-0.12154333
2013-12-06,-0.1759804,0.0015810712,0.0075436793,0.006264086,-0.037234094,-0.06512992,0.055727836,-0.032332197,0.0075304997
2013-12-09,0.16196424,0.013075873,-0.009835149,-0.03826789,0.052182853,0.042308006,-0.04043762,0.008400631,-0.041425154
2013-12-10,0.4440005,0.0127614895,-0.014892221,-0.019695405,0.14374685,0.13683714,-0.11056997,0.033105094,-0.08128518
2013-12-11,0.24537282,0.024931371,0.0053041005,-0.000836975,0.06790838,0.069972664,-0.09079176,-0.0066416305,-0.042714797
2013-12-12,-0.65664,0.007924329,0.0050596795,0.06700131,-0.22988468,-0.2003859,0.19977593,-0.004163569,0.12689187
2013-12-13,0.0016314937,-0.0060704174,0.008102436,0.006610873,-0.007032695,0.009158555,-0.011077472,0.0024022073,0.011616203
2013-12-16,0.43093443,0.046412036,0.041170396,0.027480148,0.13689597,0.113760136,-0.08344657,0.00906802,-0.0019427603
2013-12-18,-0.31306064,-0.014469613,-0.008537994,-0.014455817,-0.057685625,-0.10625054,0.08330356,-0.003822972,0.03312988
2013-12-19,-0.24954748,0.024314456,0.007829833,0.043855138,-0.052439816,-0.0872638,0.051427748,-0.043330748,-0.01935276
2013-12-20,0.6289462,0.04885994,-0.004751278,0.013317646,0.23249523,0.2037322,-0.20630293,-0.009045292,-0.15707853
2013-12-23,-0.27801722,-0.008932667,0.0033376978,0.033222456,-0.09314984,-0.09587359,0.07500994,0.004162768,0.06036993
2013-12-24,0.2234634,0.012624541,-0.011556563,-0.002971837,0.061649438,0.09884827,-0.0975187,0.0048919492,-0.069148235
2013-12-27,0.68341786,0.046235368,-0.015714627,-0.04923911,0.2271454,0.25221795,-0.19044228,0.024883932,-0.15825647
2013-12-30,-0.5616252,-0.026180074,-0.010357647,0.03416532,-0.14847597,-0.19644377,0.18191805,-0.017980395,0.12826416
2013-12-31,-0.34742448,-0.03422857,-0.003910832,0.017674193,-0.14251247,-0.08558179,0.09680785,-0.0062444117,0.09059927
