n_factors,lr,weight_decay,epochs,beta,train_mse,test_mse
9,0.001,0.0001,100,0.3,0.8041794224187797,0.9529621189188004
4,0.001,0.001,100,0.5,0.82235222182741,0.9531599837218017
6,0.0005,0.001,200,0.3,0.8085893091453582,0.954006228354693
6,0.0005,0.0,200,0.5,0.8077862817521287,0.9540355814178296
6,0.0005,0.0001,200,0.5,0.8080003339019762,0.9542598226973465
8,0.0005,0.001,200,0.8,0.8022461181829625,0.9543676999384919
8,0.001,0.001,100,0.5,0.8039705509072422,0.9547255633484997
4,0.0005,0.0,200,1.0,0.8234410411809313,0.9552351119042957
9,0.001,0.0,100,0.5,0.8055102191619676,0.9552547727097563
4,0.0005,0.0001,200,1.0,0.8236462691283123,0.9554760262393324
5,0.0005,0.001,200,0.3,0.8082743256170682,0.9555565466326035
9,0.001,0.0001,100,0.5,0.8058907192213204,0.9556968803423773
9,0.0005,0.001,200,0.5,0.8061699072077751,0.9557237219326692
5,0.0005,0.0,200,0.8,0.8096321767026711,0.9562565438910147
6,0.0005,0.001,200,0.5,0.8100451110243666,0.9564976442396832
5,0.0005,0.001,200,0.5,0.8095483817589132,0.956802173505633
5,0.0005,0.0001,200,0.8,0.8100176554863318,0.9568032022613596
6,0.001,0.001,200,2.0,0.8115705013654918,0.9568365190342991
9,0.001,0.0,200,2.0,0.8053606283410821,0.956871786344119
3,0.0005,0.0,300,0.3,0.8119385890434242,0.9568831189941076
9,0.001,0.001,100,0.3,0.8075829134703641,0.9569074824492239
7,0.001,0.001,300,3.0,0.8116725621876812,0.9570561313214253
3,0.0005,0.0001,300,0.3,0.8121474947307273,0.9570795407075883
5,0.001,0.0,100,0.3,0.8087348262524301,0.957245861510811
6,0.001,0.0,100,0.3,0.8104700393497081,0.9576286260755495
5,0.001,0.0001,100,0.3,0.8090614465721069,0.9576631299960078
3,0.0005,0.0,300,0.5,0.8116431637011444,0.9576640256337728
6,0.001,0.0001,100,0.3,0.8106118678059179,0.9577777775952133
3,0.0005,0.0001,300,0.5,0.8119029714878307,0.9579278687561511
4,0.001,0.0,100,0.8,0.8265281620450553,0.9579884718283992
9,0.001,0.0001,200,2.0,0.806349590001888,0.9580065228381834
4,0.0005,0.001,200,1.0,0.8257661112528476,0.9581614648251854
4,0.001,0.0001,100,0.8,0.8267038020271833,0.9581847907266048
5,0.001,0.0,100,0.5,0.8099175794922913,0.9584234469820223
9,0.0005,0.0,200,0.8,0.8081929557400563,0.9585825792534769
5,0.001,0.0001,100,0.5,0.8102376581930425,0.9588655293747917
8,0.005,0.0,100,3.0,0.8042673035439319,0.9589369714545678
8,0.0005,0.0,200,1.0,0.8060247591146507,0.9590718842491444
9,0.0005,0.0001,200,0.8,0.808703943953641,0.9592014892484222
6,0.001,0.0,100,0.5,0.8111943395913358,0.9593274413764451
6,0.001,0.0001,100,0.5,0.8113852464395571,0.9595350737203432
8,0.0005,0.0001,200,1.0,0.8064787244980908,0.9595914947953509
6,0.001,0.001,100,0.3,0.8122721840732807,0.9597788138762153
5,0.0005,0.0,300,2.0,0.8116036621745113,0.9597862477751428
3,0.0005,0.001,300,0.3,0.8145388925455601,0.9598875426385255
8,0.005,0.001,50,2.0,0.809965909847484,0.9599918032679332
8,0.0005,0.0,300,2.0,0.8073194174066619,0.9600455559424385
9,0.001,0.001,100,0.5,0.8097195441110138,0.960125822822806
4,0.001,0.001,100,0.8,0.8284617920519296,0.9603356399020541
6,0.005,0.001,100,3.0,0.8078620386337647,0.9604755098887089
6,0.0005,0.0,200,0.8,0.812695731829672,0.9605493270851321
5,0.0005,0.0001,300,2.0,0.8122392485954751,0.9606527165331256
6,0.005,0.0,50,2.0,0.8142697874794711,0.9606735348206716
6,0.0005,0.0001,200,0.8,0.8129314060028168,0.9607710084354236
5,0.0005,0.0,200,1.0,0.8133183191040328,0.9609626283179031
8,0.0005,0.0001,300,2.0,0.808153616314893,0.9609817551599007
3,0.0005,0.001,300,0.5,0.8146587344934226,0.9610965867737611
5,0.005,0.001,50,2.0,0.8068100404684767,0.9613331863602241
5,0.001,0.001,100,0.3,0.812079045521473,0.9615556192628477
5,0.0005,0.0001,200,1.0,0.8137512231971893,0.9615761519843363
6,0.001,0.001,100,0.5,0.8132100951141604,0.961609133112772
6,0.005,0.0001,50,2.0,0.8150718824449784,0.9616980347294469
8,0.005,0.0001,100,3.0,0.8064004366147991,0.9618308163133513
5,0.0005,0.001,200,0.8,0.8136114303251367,0.9618586751532391
9,0.001,0.0,100,0.8,0.811383675559027,0.9624342530442886
3,0.0005,0.0,300,0.8,0.8141699045522418,0.962575703983713
5,0.001,0.0,100,0.8,0.8132805665610366,0.9626119660129939
5,0.001,0.0,300,3.0,0.8083996870149941,0.9626385620981861
3,0.0005,0.0001,300,0.8,0.8144256280777422,0.9628445636595329
5,0.001,0.001,100,0.5,0.813195081860998,0.9629032776761591
8,0.001,0.0,100,0.8,0.8105800544862437,0.9629330512751342
9,0.001,0.0001,100,0.8,0.8118234661448628,0.9629569906665928
6,0.0005,0.001,200,0.8,0.8150834002722783,0.9629620846369973
5,0.001,0.0001,100,0.8,0.8136232216653122,0.9630856325092669
8,0.001,0.0001,100,0.8,0.8109997506673468,0.9634418415928961
5,0.005,0.0,100,3.0,0.8046456203385324,0.963532708826415
4,0.001,0.0,100,1.0,0.8313840995163088,0.9636347937212311
5,0.001,0.0001,300,3.0,0.8091614914044215,0.9638181069691387
4,0.001,0.0001,100,1.0,0.8315670615010651,0.9638395696820169
3,0.001,0.0,300,3.0,0.8100908102203461,0.9641328604630585
8,0.0005,0.001,200,1.0,0.8110688987347033,0.9646860107086381
9,0.0005,0.001,200,0.8,0.8133413315399115,0.9647704202561306
6,0.001,0.0,100,0.8,0.8152905461684555,0.9648743948173696
3,0.001,0.0001,300,3.0,0.8108027424160895,0.9649875540849162
6,0.001,0.0001,100,0.8,0.8155112581475679,0.9650873002358108
3,0.001,0.0,200,2.0,0.8131256462887297,0.9652279567802724
3,0.005,0.001,100,3.0,0.8062511884116629,0.9654486406575592
5,0.005,0.0001,100,3.0,0.8059826338062244,0.9654878397418727
3,0.001,0.0001,200,2.0,0.8135070149425612,0.9655894052476721
3,0.0005,0.001,300,0.8,0.8169839762056631,0.9656347892276034
6,0.0005,0.0,200,1.0,0.8168393099776478,0.9657132488555464
9,0.0005,0.0,200,1.0,0.814051618597783,0.9657576001960801
6,0.0005,0.0001,200,1.0,0.8170926790608948,0.9659661647328825
4,0.001,0.001,100,1.0,0.8334407451157584,0.966111518307687
9,0.0005,0.0001,200,1.0,0.8145329316159649,0.9663420326017667
3,0.0005,0.0,300,1.0,0.8164382781190787,0.9666287018415848
5,0.001,0.0,100,1.0,0.8166449207277364,0.9666651921718871
5,0.0005,0.001,200,1.0,0.8174911481327712,0.9668006542763178
3,0.0005,0.0001,300,1.0,0.8166567475032002,0.966817095870796
6,0.001,0.001,100,0.8,0.8175476268735705,0.9671430020342342
5,0.001,0.0001,100,1.0,0.8170380743620765,0.967199259607421
5,0.001,0.001,100,0.8,0.8167847643241759,0.9673630731973941
9,0.001,0.001,100,0.8,0.8158102030309606,0.9675723069972303
9,0.001,0.001,200,2.0,0.8152719206168091,0.9682522032008977
5,0.0005,0.001,300,2.0,0.8178252287734843,0.9683432710634221
6,0.0005,0.001,200,1.0,0.8194456157947095,0.9684486776333355
9,0.001,0.0,100,1.0,0.8166071668154733,0.9685267595855269
8,0.001,0.001,100,0.8,0.8156816036914438,0.9688480977858176
9,0.001,0.0001,100,1.0,0.8170251371517822,0.9690158553850596
6,0.005,0.001,50,2.0,0.8211962288937148,0.9690293748252978
3,0.0005,0.001,300,1.0,0.8190647492345078,0.9692387335909459
8,0.0005,0.001,300,2.0,0.8157281862936852,0.96935036588324
4,0.001,0.0,200,3.0,0.8275325576765835,0.9694119011168857
9,0.005,0.0,100,3.0,0.8096761726674279,0.9695835533894814
6,0.001,0.0,100,1.0,0.8192032832047104,0.969627297866661
6,0.001,0.0001,100,1.0,0.8194512866145665,0.9698808350085872
3,0.001,0.001,200,2.0,0.8177357094027733,0.969895048819574
4,0.005,0.0,300,4.0,0.8146552615347157,0.9699292189571211
4,0.001,0.0001,200,3.0,0.8279575929513565,0.9700136808788244
6,0.0005,0.0,300,2.0,0.8212373688180001,0.970633705478705
9,0.005,0.0001,100,3.0,0.810651201104282,0.970927543655784
6,0.0005,0.0001,300,2.0,0.8217016400239714,0.9711963350712755
7,0.005,0.0,300,4.0,0.8118150217928307,0.9714081320939911
9,0.0005,0.001,200,1.0,0.8188086641978829,0.971473303248053
5,0.001,0.001,100,1.0,0.8202743664852749,0.9715114662900138
3,0.005,0.0,50,2.0,0.8194749401285458,0.9716631534355875
3,0.005,0.0001,50,2.0,0.8198096969559616,0.9719704822513986
9,0.005,0.0,50,2.0,0.8159146435187178,0.9720250980213361
4,0.005,0.0,200,4.0,0.8143453146514785,0.972256845057967
4,0.005,0.0001,300,4.0,0.8164362967487852,0.9722714862666646
6,0.001,0.001,100,1.0,0.8217464089350801,0.9722888482937514
6,0.001,0.0,300,3.0,0.8204993808938762,0.9727495922367967
9,0.005,0.0001,50,2.0,0.8168855602598463,0.9731206176311142
9,0.001,0.001,100,1.0,0.8207921552185221,0.9733568335817202
6,0.001,0.0001,300,3.0,0.8209810178865733,0.9733836220058999
5,0.001,0.001,300,3.0,0.8155684675784662,0.9734153250733711
3,0.001,0.001,300,3.0,0.8181890586989433,0.9735127986398875
4,0.005,0.0001,200,4.0,0.8154277735092724,0.9735302983582301
8,0.001,0.0,300,3.0,0.8229924063048472,0.9742793810810749
8,0.001,0.0,100,1.0,0.8213178216453046,0.9747868837957043
3,0.005,0.001,50,2.0,0.8233367609800053,0.975198656334382
8,0.001,0.0001,100,1.0,0.8218987374061724,0.9754208971343205
7,0.005,0.0001,300,4.0,0.8145834462917841,0.9755500432737635
8,0.001,0.0001,300,3.0,0.824139677811554,0.9757365332789983
6,0.0005,0.001,300,2.0,0.8257906476738823,0.9760201600220719
4,0.001,0.001,200,3.0,0.8323368062768386,0.9762216430933225
9,0.0005,0.0,300,2.0,0.8224194438463527,0.9762320503088909
4,0.005,0.0,50,3.0,0.8323686184832589,0.9767703138324718
9,0.0005,0.0001,300,2.0,0.8229864486633159,0.9768611167868123
5,0.005,0.001,100,3.0,0.8146149271863247,0.9769529804085734
9,0.001,0.0,300,3.0,0.81999699887295,0.9773062593911044
4,0.005,0.0001,50,3.0,0.8327597249511932,0.9774005077961543
7,0.0005,0.0,200,2.0,0.8280643102773324,0.9777919776993254
9,0.001,0.0001,300,3.0,0.8206446514571589,0.9780288213984737
7,0.001,0.0,200,3.0,0.828414034549802,0.9780940102452592
7,0.005,0.0,50,3.0,0.8295175605938137,0.9783427684741532
7,0.0005,0.0001,200,2.0,0.828538945194004,0.9784159263977272
7,0.001,0.0001,200,3.0,0.8290632030624895,0.9790563489301274
7,0.005,0.0001,50,3.0,0.8302068844313155,0.9793553976387694
6,0.001,0.001,300,3.0,0.8257526721756842,0.9796030258665596
7,0.005,0.0,200,4.0,0.8178153297960442,0.9802717419163458
9,0.005,0.001,100,3.0,0.8182134936293607,0.9802930257888571
7,0.001,0.0,100,2.0,0.8294801531217431,0.9803550428904524
7,0.001,0.0001,100,2.0,0.8299448832391907,0.98094725297189
6,0.005,0.0,300,4.0,0.8203856833328805,0.98134950934731
8,0.001,0.001,100,1.0,0.8278033016565293,0.9817725543648851
8,0.005,0.001,100,3.0,0.8214813557006212,0.9819861329010007
9,0.005,0.001,50,2.0,0.8252318119464748,0.9822641871416988
7,0.005,0.0001,200,4.0,0.8194221553475887,0.9823388951038374
9,0.0005,0.001,300,2.0,0.8280475933023836,0.9824123503489987
5,0.001,0.0,200,3.0,0.8264681976773237,0.9830719476781064
6,0.005,0.0001,300,4.0,0.821191505060546,0.9831520890470367
5,0.001,0.0001,200,3.0,0.8268207316344478,0.9834598988902257
4,0.005,0.001,50,3.0,0.8366633219792531,0.9834924043806729
4,0.005,0.0,100,4.0,0.8283824480591163,0.9839008300853638
7,0.0005,0.001,200,2.0,0.8329537709725261,0.9842426198980249
9,0.001,0.001,300,3.0,0.826484411525601,0.9845596134293375
4,0.005,0.0001,100,4.0,0.8289495399958406,0.9846510838089524
9,0.005,0.0,300,4.0,0.8172237214238565,0.9855207377738818
9,0.005,0.0001,300,4.0,0.8185087552836734,0.9861531204436521
7,0.001,0.001,100,2.0,0.8342640176451834,0.9864506708169413
5,0.001,0.001,200,3.0,0.8300636755290361,0.9869370611105851
6,0.005,0.0,200,4.0,0.823946085345427,0.98712838145789
3,0.005,0.0,300,4.0,0.8210141827808164,0.9873355459255398
7,0.001,0.001,200,3.0,0.8347635475122258,0.9873917915954955
5,0.005,0.0001,300,4.0,0.8207033238648465,0.988076439577152
5,0.005,0.0,300,4.0,0.8197331394472321,0.9880838895994212
6,0.005,0.0001,200,4.0,0.824798984303063,0.9881202429929825
7,0.005,0.001,50,3.0,0.8362213826813032,0.9881264125686476
8,0.005,0.0,200,4.0,0.8228472930112293,0.9882729401523841
8,0.001,0.001,300,3.0,0.8338577737483744,0.9884655375882839
8,0.005,0.0001,200,4.0,0.8236161212253835,0.9886184995398192
5,0.005,0.001,300,4.0,0.8259495778935589,0.9886754709957675
7,0.005,0.0,100,4.0,0.8263777482057125,0.9887253619030009
3,0.005,0.0001,300,4.0,0.8226356547490218,0.9890636692324108
7,0.005,0.0001,100,4.0,0.8269448397562398,0.9892828786672343
8,0.005,0.0,300,4.0,0.8220149298537576,0.9897089994713182
4,0.005,0.001,200,4.0,0.8280986008992535,0.9897407691119245
4,0.0005,0.0,300,3.0,0.8448567293435413,0.9897557853327176
8,0.005,0.001,300,4.0,0.8264375233298246,0.9897955321533864
5,0.005,0.0001,200,4.0,0.823531671215896,0.9898990258598597
5,0.005,0.0,200,4.0,0.8229442764927679,0.9899559976705681
4,0.0005,0.0001,300,3.0,0.8451207481369551,0.9900937367539132
8,0.005,0.0001,300,4.0,0.8229771806280035,0.9902080137805223
5,0.005,0.0,100,4.0,0.8262135173274479,0.9911121981125804
5,0.005,0.0001,100,4.0,0.8265572062063428,0.9911156552107053
5,0.005,0.001,100,4.0,0.8295594974596462,0.991455600149333
3,0.0005,0.0,300,2.0,0.8348449529513681,0.9915564167158952
3,0.005,0.001,300,4.0,0.8283891087918885,0.9915689523637522
4,0.005,0.001,100,4.0,0.8343662708059448,0.9916064282778351
5,0.0005,0.0,200,2.0,0.8391503040830898,0.9916146382605818
3,0.0005,0.0001,300,2.0,0.8350015598595215,0.9916440449281975
3,0.005,0.0,200,4.0,0.8256838508458955,0.9918991425607652
3,0.005,0.0001,200,4.0,0.8261911312617969,0.9919136653249806
5,0.0005,0.0001,200,2.0,0.8394369100905237,0.9919447065493673
9,0.005,0.001,300,4.0,0.8286424004359951,0.9919511700455224
5,0.001,0.0,300,4.0,0.830252341093302,0.99202315348578
7,0.005,0.001,300,4.0,0.8300101550395501,0.9921429958352175
8,0.005,0.001,200,4.0,0.8303125030485001,0.9921618395366655
5,0.001,0.0001,300,4.0,0.8305123370668366,0.9921852996158677
7,0.005,0.001,200,4.0,0.8292983020810644,0.9922541521844525
6,0.005,0.001,300,4.0,0.8301605955512554,0.9924058494180376
4,0.005,0.001,300,4.0,0.8312344779399905,0.9925281952770824
5,0.005,0.0,50,3.0,0.8332646012140944,0.99287542149239
7,0.0005,0.0,300,3.0,0.8396549069239427,0.9929803774317282
6,0.005,0.0,100,4.0,0.83212094301412,0.9930205490258351
3,0.0005,0.001,300,2.0,0.8368400687814771,0.9930268026362553
5,0.005,0.0001,50,3.0,0.833572197973176,0.9930940708693888
4,0.001,0.0,300,4.0,0.8375861423380536,0.9931251196386536
4,0.0005,0.0,200,2.0,0.8555178715302404,0.9933274613971547
6,0.005,0.001,200,4.0,0.8304151643975054,0.9933724848011579
6,0.005,0.0001,100,4.0,0.8326641191402588,0.9934109932068316
3,0.005,0.001,200,4.0,0.8312893016163863,0.9935363262386754
4,0.0005,0.0001,200,2.0,0.8557298363187719,0.9935379697205601
4,0.001,0.0001,300,4.0,0.837942515905719,0.9935730488498581
4,0.0005,0.001,300,3.0,0.8478991869159287,0.9935832762405543
7,0.0005,0.0001,300,3.0,0.8401281011234878,0.9936409302867447
5,0.0005,0.0,300,3.0,0.8381160916036393,0.9936775897134613
7,0.005,0.001,100,4.0,0.8320360378034125,0.99368193181069
5,0.005,0.001,200,4.0,0.8312879396833689,0.9937622444185498
5,0.0005,0.0001,300,3.0,0.8383768603187154,0.9939438549897511
5,0.001,0.001,300,4.0,0.833325461651535,0.9940300083734512
9,0.005,0.0,200,4.0,0.8256078019460014,0.9941493186929409
9,0.005,0.0,100,4.0,0.8324245514698869,0.9941611024505285
6,0.005,0.0,200,5.0,0.8295332201451086,0.9943168656089262
9,0.005,0.0001,100,4.0,0.8327749179452048,0.9943197974667412
9,0.0005,0.0,200,2.0,0.8406776736475621,0.9943228066562787
9,0.005,0.0001,200,4.0,0.8264264983124538,0.9945120462481536
9,0.0005,0.0001,200,2.0,0.8410095211672542,0.99466667971149
6,0.005,0.0001,200,5.0,0.8303349138227841,0.9948005171892643
5,0.001,0.0,100,2.0,0.8414486727721259,0.9948376137393037
5,0.0005,0.001,200,2.0,0.8420394565613275,0.9949492398272197
5,0.001,0.0001,100,2.0,0.841727395283995,0.9951435092775653
5,0.005,0.001,50,3.0,0.8364566515597861,0.9951870280733948
3,0.005,0.0,100,4.0,0.8327677022577987,0.9952544937491016
3,0.005,0.0001,100,4.0,0.8330814969667288,0.9954108543899624
9,0.001,0.0,100,2.0,0.8425117173564864,0.9955648637379685
6,0.001,0.0,200,3.0,0.8406442437990864,0.9958293095542207
9,0.001,0.0001,100,2.0,0.842842504218813,0.9958983189789518
6,0.001,0.0001,200,3.0,0.8409028517286365,0.9960469588808305
4,0.0005,0.001,200,2.0,0.8581129266224302,0.9961094710329554
5,0.0005,0.001,300,3.0,0.8408296016532145,0.9964046204168815
3,0.0005,0.0,200,0.3,0.8402646976433753,0.996442520872263
3,0.0005,0.0001,200,0.3,0.840318144615442,0.9964923888460527
9,0.005,0.001,100,4.0,0.8365727601006439,0.9966465550487953
6,0.0005,0.0,200,2.0,0.8438402154331884,0.9968729793439947
3,0.0005,0.0,200,0.5,0.839689348280284,0.9969561799634197
3,0.0005,0.0001,200,0.5,0.8397592979224502,0.9970223067329165
3,0.0005,0.001,200,0.3,0.8409023917140576,0.9971612010812508
6,0.0005,0.0001,200,2.0,0.844177856053605,0.9972232984431484
9,0.001,0.0,200,3.0,0.8424540093120201,0.9973827981963399
9,0.005,0.001,200,4.0,0.833311438665907,0.9975614560491486
3,0.0005,0.001,200,0.5,0.8404625271412561,0.9977365907919896
9,0.001,0.0001,200,3.0,0.8428236206891777,0.997773425316377
9,0.0005,0.001,200,2.0,0.8441940986337726,0.9979035130660815
4,0.001,0.001,300,4.0,0.8416894444899217,0.9979066031181039
5,0.001,0.001,100,2.0,0.8442861631095531,0.9979153036938133
6,0.005,0.001,100,4.0,0.838394953622553,0.9981081421009574
6,0.001,0.001,200,3.0,0.8433486117062712,0.9981168040825833
3,0.005,0.0,50,3.0,0.8455654182356995,0.9984900428355317
3,0.005,0.0001,50,3.0,0.8457535071871355,0.9986045204505896
8,0.001,0.0,200,3.0,0.8432645512091956,0.9986938684562728
3,0.005,0.001,100,4.0,0.8380255387267785,0.998760636172894
9,0.001,0.001,100,2.0,0.8461527055045545,0.9991542107183254
3,0.001,0.0,200,3.0,0.8420150680156893,0.9991878284521711
8,0.001,0.0001,200,3.0,0.8437936556588937,0.9992042177551177
7,0.005,0.0,300,5.0,0.8347740392994881,0.9992932755016941
7,0.0005,0.001,300,3.0,0.8442691651426196,0.9993042003481589
3,0.001,0.0,100,0.3,0.841524289277832,0.9993177501647224
3,0.001,0.0001,100,0.3,0.8415665458846333,0.999363595818772
3,0.001,0.0001,200,3.0,0.8422845190480306,0.9993691377350684
3,0.0005,0.0,200,0.8,0.8408137561184499,0.9994363706025474
3,0.0005,0.0001,200,0.8,0.840898644091119,0.9995183864723404
3,0.001,0.0,100,0.5,0.840651521820234,0.9995322237376342
7,0.005,0.0001,300,5.0,0.8358448588564815,0.9995932266389047
3,0.001,0.0001,100,0.5,0.8407106895305525,0.9995996855742302
6,0.005,0.0,300,5.0,0.8348469931412876,0.9996534148583687
3,0.001,0.001,100,0.3,0.8420471570274405,0.9999829972259141
3,0.005,0.001,50,3.0,0.847819947125899,1.000244188239673
3,0.001,0.001,100,0.5,0.8412899502047775,1.0002620734430403
3,0.0005,0.001,200,0.8,0.8417321785840255,1.0002863997797278
6,0.0005,0.001,200,2.0,0.8473424646154424,1.0004664706872874
6,0.001,0.0,100,2.0,0.8468257588180776,1.000716052264337
6,0.001,0.0001,100,2.0,0.8471909183899173,1.001081875985625
9,0.001,0.001,200,3.0,0.8461531425560733,1.0012173766752346
7,0.001,0.0,300,4.0,0.8418133935445102,1.0013710216204619
6,0.005,0.0,50,3.0,0.8466519471360121,1.001402146702485
6,0.005,0.0001,300,5.0,0.8370367058069396,1.0014333502155905
6,0.005,0.001,200,5.0,0.8400273161495366,1.0015163864107954
6,0.005,0.0001,50,3.0,0.846854320888434,1.0016232166295702
3,0.001,0.0,100,0.8,0.8413943020557536,1.001656682452991
3,0.001,0.001,200,3.0,0.8452161854806093,1.0016626391629175
3,0.001,0.0001,100,0.8,0.8414684726454531,1.0017460426935696
3,0.0005,0.0,200,1.0,0.8423530878581301,1.0017789333182647
7,0.001,0.0001,300,4.0,0.842301436134374,1.001849925876441
3,0.0005,0.0001,200,1.0,0.8424436846745466,1.0018535534289907
5,0.005,0.0001,300,5.0,0.8366728672057957,1.0019366057396892
5,0.005,0.0,300,5.0,0.8357975053649608,1.0021672407032407
9,0.005,0.0,300,5.0,0.8359551896584935,1.002181336111676
8,0.005,0.0,50,3.0,0.8438659731407224,1.0024929537076146
3,0.001,0.001,100,0.8,0.8422136077628425,1.0025318980107156
3,0.0005,0.001,200,1.0,0.8434013995402535,1.0026671896889736
9,0.005,0.0001,300,5.0,0.8371702998686684,1.0027811499422725
8,0.005,0.0001,50,3.0,0.8442634269698949,1.0028416921642063
4,0.001,0.0,100,2.0,0.8663016348743502,1.0033742900506317
5,0.005,0.001,300,5.0,0.8426884908314013,1.003424090419334
5,0.001,0.0,200,4.0,0.8460949054902607,1.003580735563438
4,0.001,0.0001,100,2.0,0.8665538651981853,1.0036179016709665
7,0.005,0.0,200,5.0,0.8390651521380214,1.0036359350860051
8,0.001,0.001,200,3.0,0.8482223805005146,1.0036371406175528
9,0.0005,0.0,300,3.0,0.8497670430883913,1.0037403133936507
8,0.005,0.0,300,5.0,0.8386956844826814,1.0037510203398314
5,0.001,0.0001,200,4.0,0.8463433846830958,1.003784047594309
6,0.005,0.001,50,3.0,0.8489236413484328,1.0038086310710448
8,0.005,0.0001,300,5.0,0.8396826125014292,1.00393931851945
7,0.005,0.0001,200,5.0,0.8398948658854095,1.0040070297370642
3,0.001,0.0,100,1.0,0.842967969497679,1.00401807486254
8,0.005,0.001,300,5.0,0.8427087914900626,1.0040199872058557
9,0.0005,0.0001,300,3.0,0.8500912138993709,1.0040848281148131
3,0.001,0.0001,100,1.0,0.8430507742357274,1.0041010750213144
6,0.0005,0.0,300,3.0,0.8493027203764857,1.004146032373178
3,0.001,0.0,300,4.0,0.8456512778921145,1.0042297627756933
6,0.0005,0.0001,300,3.0,0.8495406724191592,1.0043522611763036
6,0.001,0.001,100,2.0,0.8506127025774852,1.0044646245887325
5,0.005,0.0,200,5.0,0.8391667577836672,1.0044880371057774
5,0.005,0.0,100,5.0,0.8415423843658763,1.0045196244033174
3,0.001,0.0001,300,4.0,0.8460941078782449,1.0045269661823113
5,0.005,0.0001,200,5.0,0.8399635411487223,1.004553137847899
5,0.005,0.0001,100,5.0,0.841926243420045,1.0045538031641845
4,0.005,0.0,200,5.0,0.8400281544901376,1.004907792720097
3,0.001,0.001,100,1.0,0.8439376067894004,1.004958150853564
4,0.005,0.0001,200,5.0,0.8406506003864272,1.0050016074196844
5,0.005,0.001,100,5.0,0.845650439369,1.005518999512986
9,0.001,0.0,300,4.0,0.8476775896881269,1.0058220892960101
4,0.005,0.0,300,5.0,0.8412733359117048,1.005835232994608
4,0.005,0.0001,300,5.0,0.8422383757312305,1.0058863310700463
3,0.005,0.001,300,5.0,0.8450237678238464,1.005946884995224
5,0.001,0.001,200,4.0,0.8490152820087545,1.0060052862155378
9,0.001,0.0001,300,4.0,0.8480684801673721,1.0061201459539812
7,0.001,0.001,300,4.0,0.8469956417006007,1.0061981950501944
6,0.0005,0.001,300,3.0,0.8517833874122173,1.0062575991420721
4,0.001,0.001,100,2.0,0.8693784164364875,1.0066088554610133
9,0.005,0.0,50,3.0,0.8508513041515577,1.006849290101591
6,0.005,0.001,300,5.0,0.8456621576244923,1.0069237290261706
9,0.005,0.001,300,5.0,0.845383299704194,1.006930837786181
4,0.005,0.001,300,5.0,0.8477830088426491,1.0069673174768148
8,0.005,0.001,50,3.0,0.8486551691276134,1.0070214363416021
6,0.001,0.0,300,4.0,0.8493854451586065,1.0070666915302058
9,0.005,0.0001,50,3.0,0.8511904470367327,1.007190786126787
9,0.0005,0.001,300,3.0,0.8530952773103263,1.007210312389597
6,0.001,0.0001,300,4.0,0.8496825074251135,1.0072461969154614
7,0.005,0.001,300,5.0,0.8470162269983297,1.0074179312886193
4,0.005,0.001,200,5.0,0.8473041341383524,1.007522980914499
7,0.005,0.001,200,5.0,0.8466406216825922,1.0075564323314803
3,0.005,0.0001,200,5.0,0.8439391270426215,1.008228620640677
3,0.005,0.0,200,5.0,0.8435046302157232,1.008446317874247
3,0.005,0.001,200,5.0,0.848583120147418,1.0085681015938996
3,0.001,0.001,300,4.0,0.8514772678811217,1.0086924953140475
9,0.005,0.001,200,5.0,0.8467215493684134,1.0087225534697795
3,0.005,0.0001,300,5.0,0.8419684782840766,1.0088643188421764
8,0.005,0.001,100,4.0,0.8492921935895867,1.0089121382405284
8,0.005,0.0,200,5.0,0.8450204039312713,1.0090438858283752
9,0.001,0.001,300,4.0,0.8519258351869349,1.009222200811192
5,0.001,0.0,300,5.0,0.8485926091046673,1.0092648802614832
4,0.005,0.0,100,5.0,0.8512070531926187,1.0092931079319798
8,0.005,0.001,200,5.0,0.8496458518598488,1.0093659305091622
6,0.001,0.001,300,4.0,0.8526313906649041,1.0093690316103054
3,0.005,0.0,300,5.0,0.8413918354814599,1.0093891762283045
5,0.001,0.0001,300,5.0,0.848884382869366,1.0094037333631578
4,0.005,0.0001,100,5.0,0.8515253722832825,1.009413707146178
8,0.005,0.0001,200,5.0,0.8463826859915061,1.0096964489961295
5,0.005,0.001,200,5.0,0.8491330419432701,1.0097039032258117
5,0.005,0.0,50,4.0,0.8508351803248874,1.0100627240196565
9,0.005,0.001,50,3.0,0.8542394626096902,1.0101720698551768
5,0.005,0.0001,50,4.0,0.8510823072932316,1.0102092668636138
9,0.005,0.0001,200,5.0,0.8455819921529505,1.0111501150164675
5,0.001,0.001,300,5.0,0.8521674906572945,1.0113562034626111
4,0.001,0.0,200,4.0,0.8585148384174928,1.0113834887737423
9,0.005,0.0,200,5.0,0.8452890662056755,1.011392185513594
4,0.005,0.001,100,5.0,0.854874855525624,1.0114559239344139
4,0.001,0.0001,200,4.0,0.8587496910292128,1.0116560736919702
8,0.005,0.0,100,4.0,0.8514680920602974,1.0116947041771411
8,0.005,0.0001,100,4.0,0.8516013653941243,1.0117157899173197
5,0.005,0.001,50,4.0,0.8535264086572205,1.0118044045567784
4,0.005,0.0,50,4.0,0.8577669814445366,1.0119803623774168
4,0.005,0.0001,50,4.0,0.8578952106726443,1.0120967780408365
7,0.005,0.0,100,5.0,0.8511416952943316,1.0122881164574142
