date,F1,F2,F3,F4,F5,F6,F7
2013-10-21,0.3421297,0.41301346,0.1372612,0.36876327,0.15102649,-0.3864544,-0.04065712
2013-10-22,0.62828267,1.2493166,0.22791801,1.337954,0.14596781,-0.051207516,-0.049317952
2013-10-23,-0.14912657,-0.8517036,-0.11458731,-1.1075132,0.054100458,-1.3436253,0.27560192
2013-10-24,0.09171673,0.41842014,0.28220153,0.8986609,-0.16806887,-0.050725203,0.13411099
2013-10-25,-0.42840925,0.20343786,-0.103859864,0.45714024,-0.16865623,0.19319212,0.2293292
2013-10-28,-0.9424595,0.4217352,-0.10990485,0.7127727,-0.8794426,0.7871239,0.059510857
2013-10-29,-0.057649665,-0.13431464,-0.07324433,-0.47371194,0.045590304,-0.16522138,-0.0004242005
2013-10-30,0.43555093,0.82050216,0.08775183,0.51531065,0.17668664,0.39644212,-0.25251526
2013-10-31,-1.4312204,-1.1051719,-0.3448146,-1.1440628,-0.7449183,-0.38961753,0.46100613
2013-11-01,-0.1607097,-0.012934916,0.08072364,0.16360381,-0.23648567,-1.3294305,0.60575503
2013-11-04,-0.42838857,-0.11894304,-0.14658742,-0.35088465,-0.31338546,-0.7201519,0.10513419
2013-11-05,-0.3828195,-0.21311226,0.13631707,0.09663984,-0.25622144,-0.25204393,0.26085272
2013-11-06,-0.1485869,0.5850572,-0.20119414,0.07042651,-0.27285486,0.08055024,-0.15640257
2013-11-07,-0.022082793,-0.5866314,0.25002936,-0.23544501,0.18246375,-0.5508244,0.2701665
2013-11-08,-0.5918564,-0.7100674,-0.2954828,-1.1470048,0.1745617,0.529797,-0.10461648
2013-11-11,-0.27224436,-0.1928907,-0.3063434,-0.7949236,0.14460807,0.30509952,-0.24741267
2013-11-12,-0.18824878,-0.8770973,0.25581244,-0.4804876,-0.05751519,-0.31797874,0.17811713
2013-11-13,-0.7511738,-0.049897794,-0.6305999,-0.62156385,-0.4087318,0.040240716,-0.20261098
2013-11-14,0.060727715,1.0758165,-0.22794093,0.31141385,-0.16503577,0.09298304,-0.26712826
2013-11-15,-0.31141624,-0.4165543,0.5839414,0.8386358,-0.60906845,0.31611988,0.31982118
2013-11-18,-1.1878219,-0.54467416,-0.27324298,-0.55343574,-0.4927517,-0.4454636,0.22707418
2013-11-19,0.22346029,0.4427282,-0.23271169,0.34041867,0.27072164,-0.15582417,0.09134218
2013-11-20,-0.7548531,-0.9722821,-0.04268609,-0.71356875,-0.08653848,0.4787165,0.020230824
2013-11-21,-0.116218016,-0.5885239,-0.20397419,-1.021235,0.5669717,1.0368277,-0.44751582
2013-11-22,0.048613377,0.6168757,-0.31560066,-0.2689259,0.112492904,0.21441124,-0.066109255
2013-11-25,0.23785633,-0.19499862,0.20632826,-0.2765939,0.15810515,-0.24068022,0.041600417
2013-11-26,-0.36022153,-0.28061965,0.13720818,-0.062324278,-0.3031598,0.06645109,0.015711024
2013-11-27,-0.5803371,-0.5799098,-0.02046202,-0.5406864,-0.34277084,-0.34283608,0.077122584
2013-11-29,0.97761893,0.3765809,0.5105204,0.474805,0.474452,0.36499968,-0.14171734
2013-12-02,-1.5001,-0.8312979,-0.5503684,-0.96221554,-0.62028545,0.29068598,0.3346757
2013-12-03,-0.16035558,0.15043765,-0.46806708,-0.75176954,-0.060653895,0.25502202,-0.18598343
2013-12-04,1.0597453,1.6545553,0.021928428,1.0747766,0.5980233,0.2678646,-0.26533425
2013-12-06,-0.8460368,-0.028096253,-0.47053,-0.42122912,-0.48741233,0.14719296,0.23750529
2013-12-09,0.8236046,0.4659816,0.24041146,0.41045004,0.5581069,-0.18613727,0.18347035
2013-12-10,0.8199096,0.64465386,0.540654,1.2450426,0.26063943,0.2894277,-0.3596623
2013-12-11,0.28853524,0.045747153,0.08698168,0.09848541,0.345844,0.34555185,-0.024530744
2013-12-12,-1.4347211,-1.0591301,0.05607049,-0.49640593,-0.9679425,0.15018393,0.6170595
2013-12-13,0.0691179,0.10259325,0.6414155,1.0365914,-0.21777107,0.00082447386,0.10205036
2013-12-16,0.6153123,-1.3662566,0.757878,0.86874115,0.78175145,0.9959172,-0.15417673
2013-12-18,-0.8813883,0.6859181,-0.6271736,-0.45277238,-0.70865965,-0.28701717,0.049981464
2013-12-19,-1.3060803,-1.1551971,-0.5017106,-1.4717824,-0.21308488,0.4214515,0.23214327
2013-12-20,0.8400441,0.31994787,0.17723526,0.4536657,0.6589419,0.85373205,-0.4976038
2013-12-23,-0.49319664,-0.042925008,0.19262502,-0.1693835,-0.5969138,-0.21552382,0.21386766
2013-12-24,0.1520605,0.9962013,-0.055356845,0.24483766,-0.010887661,0.2588521,-0.04768242
2013-12-27,0.6363144,0.69787,0.36356902,1.4613185,0.37613848,0.9024467,-0.24397211
2013-12-30,-0.92050105,-0.52553755,-0.25121483,-0.23032388,-0.5544247,-0.67345184,0.3909005
2013-12-31,-0.5169936,0.14816803,-0.2520488,-0.5642311,-0.4119373,-0.59644145,0.09730996
2014-01-02,0.68472743,0.73195916,0.67607856,1.6061933,-0.12717035,-0.9568334,0.35790452
2014-01-03,0.7814613,-0.27305338,0.4023636,-0.5967404,0.29758784,-1.0967387,-0.060131706
2014-01-06,0.2926651,-0.15195724,0.059917852,-0.46366054,0.44199368,-0.19830215,-0.05758988
2014-01-07,-0.60062593,-0.17813034,-0.28057706,-0.17403758,-0.27407593,0.3057411,0.09910787
2014-01-08,-0.6067427,-0.21880902,0.22777858,0.09469601,-0.65185064,-0.46190822,0.26880473
2014-01-09,-0.076412186,0.020451806,0.036637016,-0.16985185,-0.32156125,-0.8717853,-0.0077815936
2014-01-10,1.3646561,0.8105054,0.07173042,0.40254104,1.110047,0.5391569,-0.43496743
2014-01-13,0.5632721,-0.24192299,0.52644897,0.8316855,0.37654516,0.44208363,0.14485456
