date,F1,F2,F3,F4,F5,F6,F7
2013-10-21,0.31801483,0.22879532,0.09915152,0.23399992,0.16338958,-0.16076376,-0.059769325
2013-10-22,0.6913112,0.75679135,0.15930243,0.67756176,0.33128223,0.20948674,-0.17690435
2013-10-23,-0.09841013,-0.41964084,-0.06231449,-0.46701545,-0.019033728,-1.159425,0.24444167
2013-10-24,0.23146929,0.30473346,0.13758948,0.48035014,0.023904344,-0.021642117,0.06498864
2013-10-25,-0.17084381,0.093592755,-0.019692704,0.21695913,-0.17036994,0.088513546,0.10287464
2013-10-28,-0.4966435,0.14753228,0.056763966,0.35780412,-0.6569563,0.4672006,0.0940783
2013-10-29,-0.07257948,-0.13399765,0.022692487,-0.13856174,-0.050500613,-0.09931093,0.063702956
2013-10-30,0.3142412,0.35750037,0.12948452,0.33300984,0.19686018,0.5114693,-0.12698795
2013-10-31,-1.0164591,-0.6166253,-0.13154696,-0.5351533,-0.7856198,-0.7243082,0.41198522
2013-11-01,0.09105851,0.050413337,0.015405815,0.11478945,-0.08457121,-1.1108276,0.34405488
2013-11-04,-0.20800164,-0.121732734,-0.035966564,-0.13988626,-0.21006098,-0.611933,0.12245361
2013-11-05,-0.17261277,-0.07276926,0.05423524,0.09222252,-0.19517553,-0.31264994,0.17568704
2013-11-06,-0.035155315,0.15546355,0.012368011,0.08562425,-0.14317001,0.12884425,-0.020465093
2013-11-07,-0.00095420243,-0.18464684,0.009558197,-0.086368285,0.111331135,-0.545159,0.16167946
2013-11-08,-0.59936696,-0.511249,-0.09930031,-0.5563746,-0.16460787,0.3538028,-0.01466585
2013-11-11,-0.29829323,-0.27973732,-0.057065826,-0.32929623,-0.071089596,0.2817067,-0.07337624
2013-11-12,-0.18473211,-0.40158623,0.02036028,-0.15682186,-0.07803719,-0.38443828,0.18428826
2013-11-13,-0.53998154,-0.21404548,-0.15776749,-0.31651235,-0.44406086,-0.011873889,-0.050833855
2013-11-14,0.12543356,0.38944018,0.053843405,0.20559391,-0.023209555,0.27436343,-0.09945004
2013-11-15,-0.07176518,0.00094290107,0.13058695,0.41867918,-0.29965627,-0.0030516149,0.20782185
2013-11-18,-0.7489181,-0.27968186,-0.08249623,-0.26707962,-0.5172739,-0.5932808,0.22665302
