date,F1,F2,F3,F4,F5,F6,F7
2013-10-21,0.30059117,0.45118934,0.16974685,0.39515397,0.14576465,-0.45789686,-0.0007026476
2013-10-22,0.5232545,1.3640321,0.26384732,1.4523216,0.13504197,-0.1938835,0.014677823
2013-10-23,-0.107155524,-1.0192538,-0.07254299,-1.2451056,0.061515715,-1.332522,0.3263696
2013-10-24,0.024476733,0.43476152,0.30257824,0.9508357,-0.18626186,-0.095426165,0.16441429
2013-10-25,-0.50776464,0.2348336,-0.15310493,0.4703143,-0.12033679,0.19022492,0.26358816
2013-10-28,-1.0702366,0.48759824,-0.23169108,0.70348746,-0.84905994,0.8110997,0.01942656
2013-10-29,-0.053527117,-0.10763801,-0.11435104,-0.5381037,0.05745673,-0.17533138,0.015488331
2013-10-30,0.4352357,0.9417059,0.098470286,0.52968264,0.13788597,0.31101018,-0.2778647
2013-10-31,-1.4647818,-1.2258636,-0.4471127,-1.2512085,-0.68543863,-0.23449665,0.49139664
2013-11-01,-0.25839385,-0.09078505,0.1373847,0.16350639,-0.2480205,-1.3497694,0.7385462
2013-11-04,-0.4854152,-0.1764207,-0.13376847,-0.3908346,-0.3201023,-0.7307674,0.13680834
2013-11-05,-0.44632486,-0.2477206,0.14160104,0.08230407,-0.25043252,-0.21256785,0.2934367
2013-11-06,-0.21265107,0.6627347,-0.23323643,0.04685145,-0.29101092,0.018452153,-0.16566925
2013-11-07,-0.015868247,-0.707823,0.3426459,-0.2631244,0.17770134,-0.4834594,0.29878518
2013-11-08,-0.5351533,-0.68685204,-0.39541155,-1.2476547,0.25344995,0.6169788,-0.12988949
2013-11-11,-0.24001768,-0.13625985,-0.37863332,-0.8756809,0.18389577,0.31782213,-0.27432522
2013-11-12,-0.15770376,-0.9733965,0.29292336,-0.5404089,-0.059790216,-0.21916379,0.17681266
2013-11-13,-0.790179,-0.02487199,-0.7569601,-0.6648748,-0.35266522,0.026014786,-0.20653011
2013-11-14,-0.009239349,1.1922821,-0.2633799,0.29350254,-0.1757903,-0.038939524,-0.25571498
2013-11-15,-0.37307802,-0.49147472,0.6452438,0.87604153,-0.6561231,0.41961795,0.28272957
2013-11-18,-1.2670991,-0.6517805,-0.31626227,-0.6163315,-0.42639643,-0.35184923,0.24445511
2013-11-19,0.18619649,0.49151614,-0.24737296,0.35825506,0.31977832,-0.2214808,0.15455665
2013-11-20,-0.7288409,-1.028889,-0.09981227,-0.77320737,-0.057603706,0.6046855,-0.020543803
2013-11-21,0.0034598042,-0.52728635,-0.2977203,-1.0915469,0.60157365,1.0877156,-0.53009653
2013-11-22,0.034197614,0.74312353,-0.4019826,-0.33412173,0.16402714,0.13152236,-0.038392995
2013-11-25,0.24974543,-0.21361089,0.29165405,-0.32599065,0.13490777,-0.23739798,0.04403766
2013-11-26,-0.39995858,-0.32850638,0.1526241,-0.08255248,-0.30569828,0.120417036,-0.011916651
2013-11-27,-0.5870335,-0.68782914,0.016212901,-0.6058167,-0.34782594,-0.27780953,0.062646195
2013-11-29,1.0015072,0.4357464,0.59980816,0.5327858,0.4172163,0.3356003,-0.15678722
2013-12-02,-1.5322812,-0.86671513,-0.7107851,-1.0587112,-0.55028886,0.4135488,0.3518877
2013-12-03,-0.14278966,0.23155172,-0.52806735,-0.8366452,-0.045575686,0.23193876,-0.20003738
2013-12-04,1.0278261,1.8393348,0.058308,1.179565,0.5836356,0.090787455,-0.22309074
2013-12-06,-0.92575634,0.027773255,-0.5965286,-0.4932426,-0.43228686,0.17233051,0.26982588
2013-12-09,0.82264477,0.5317448,0.28963092,0.44409722,0.5664939,-0.25492623,0.26456857
2013-12-10,0.8021708,0.6799535,0.68223536,1.3814858,0.18144302,0.24328397,-0.40539727
2013-12-11,0.3023638,0.120067865,0.07127105,0.08818003,0.3738236,0.3332403,-0.019307822
2013-12-12,-1.5106809,-1.1443878,-0.049702518,-0.57319075,-0.9386685,0.3822223,0.6051707
2013-12-13,-0.000860219,0.071903035,0.752329,1.0990988,-0.26507068,0.021270826,0.08683701
2013-12-16,0.760627,-1.546773,0.7375998,0.9858852,0.7775339,1.1765181,-0.19782965
2013-12-18,-1.0169168,0.83488864,-0.7212896,-0.5704723,-0.66087174,-0.3501135,0.06880029
2013-12-19,-1.2721499,-1.1457901,-0.66511023,-1.5889009,-0.12660266,0.5629908,0.2331578
2013-12-20,0.9021699,0.39737612,0.1863574,0.51651233,0.6767287,0.81877375,-0.55664307
2013-12-23,-0.5669169,-0.006853449,0.20269956,-0.24702834,-0.6400535,-0.19180878,0.21319039
2013-12-24,0.09566384,1.1483887,-0.053533033,0.22606553,-0.017043542,0.16513966,-0.01781025
2013-12-27,0.61863506,0.76187044,0.4074808,1.6140876,0.3602819,0.85875624,-0.27832153
2013-12-30,-1.0275346,-0.6127386,-0.33935452,-0.27350548,-0.4828742,-0.6226368,0.45983702
2013-12-31,-0.5833363,0.16579601,-0.2512778,-0.6461075,-0.41895685,-0.6337195,0.12939519
2014-01-02,0.58181506,0.6963145,0.8566712,1.7285931,-0.21044262,-1.0363473,0.47772858
2014-01-03,0.82812756,-0.34528747,0.57975787,-0.6879321,0.20695598,-1.1646831,-0.06520405
2014-01-06,0.31459078,-0.11468326,0.094975695,-0.5265491,0.47779402,-0.2097073,-0.03284627
2014-01-07,-0.63542736,-0.19355085,-0.3642211,-0.1977801,-0.22138831,0.3553481,0.10914106
2014-01-08,-0.6922321,-0.2720788,0.2564495,0.055505875,-0.68773633,-0.42348504,0.27538502
2014-01-09,-0.13044356,-0.036973655,0.10067466,-0.19602728,-0.3782668,-0.91720355,0.010878224
2014-01-10,1.4495534,1.0081366,0.07069348,0.48141435,1.1163079,0.41464022,-0.4245649
2014-01-13,0.6006621,-0.2904481,0.5591939,0.89958256,0.37005895,0.48785096,0.1430404
2014-01-14,0.09989558,-1.1032352,0.22393873,-0.013422067,0.27843356,0.4085911,0.21505888
2014-01-15,-0.82075226,0.04535073,-0.15930322,0.5152958,-0.5611658,0.96048826,0.12327569
2014-01-16,0.49723196,-0.06309588,-0.011077729,-0.27277455,0.5069119,-0.12357942,-0.07072916
2014-01-17,-0.016588831,0.93347937,-0.018363813,0.8144768,-0.23408611,0.18204758,-0.12872452
2014-01-21,-0.61487997,-0.6642517,0.28177753,-0.18265226,-0.75004876,0.51514447,0.246868
2014-01-22,-0.27436483,0.091200866,-0.36398104,-0.599393,-0.2195294,0.50795305,0.03050008
2014-01-23,0.5375215,-0.09209567,0.07483049,-0.5074072,0.24179642,-0.55442196,-0.4757678
2014-01-24,-0.8447154,-0.41560197,-0.45294797,-0.7632714,-0.010542036,0.011587924,0.055089183
2014-01-27,-0.36228117,-0.19378412,0.1837802,-0.13081303,-0.27928117,-1.2053076,0.22046381
