date,F1,F2,F3,F4,F5,F6,F7
2013-10-21,0.18224521,0.4271325,0.32145825,0.43507966,0.15018159,-0.5726865,0.08172268
2013-10-22,0.30312485,1.3870248,0.47213987,1.6484715,0.17574732,-0.4549656,0.1553502
2013-10-23,-0.046513766,-1.3584484,0.08239972,-1.4919068,0.03112839,-1.2307204,0.437411
2013-10-24,-0.10335401,0.39427027,0.41656506,1.0478032,-0.21973495,-0.17449212,0.18600547
2013-10-25,-0.6489873,0.30512238,-0.23903333,0.48563114,-0.07723062,0.15358017,0.29545525
2013-10-28,-1.2205299,0.54960966,-0.42799708,0.71852833,-0.8406027,0.872254,-0.10004728
2013-10-29,-0.061473556,-0.11939649,-0.1297151,-0.6508404,0.06814569,-0.17482775,0.06617633
2013-10-30,0.3591352,1.0300788,0.20475872,0.6029933,0.122698426,0.1590022,-0.29405192
2013-10-31,-1.4555957,-1.3376698,-0.6918321,-1.4789084,-0.69414616,0.022651294,0.54429436
2013-11-01,-0.4455953,-0.314442,0.29984292,0.13646868,-0.25027025,-1.3519791,0.9693893
2013-11-04,-0.58414525,-0.32272324,-0.07180882,-0.47127783,-0.34329218,-0.71754897,0.18793367
2013-11-05,-0.5384916,-0.3083139,0.1495048,0.03098084,-0.27857623,-0.13195719,0.31692457
2013-11-06,-0.3397741,0.7044365,-0.20349161,0.028717615,-0.31901473,-0.11320302,-0.17911226
2013-11-07,0.0027817907,-0.8963719,0.46932697,-0.37731814,0.13941878,-0.34097278,0.32480076
2013-11-08,-0.4242147,-0.54529023,-0.6474423,-1.447431,0.33490473,0.7385711,-0.16969794
2013-11-11,-0.19146904,-0.045095008,-0.4710145,-1.009957,0.23392512,0.3311018,-0.3107775
2013-11-12,-0.06631956,-1.0976696,0.26621062,-0.68258,-0.058926437,-0.019934831,0.16211751
2013-11-13,-0.8499344,0.006101641,-0.9582933,-0.7400356,-0.27695042,-0.0042955396,-0.18619385
2013-11-14,-0.20375943,1.2714615,-0.24934588,0.31091326,-0.08236843,-0.3395958,-0.14943887
2013-11-15,-0.44026256,-0.5335589,0.6500816,0.9153392,-0.7788011,0.5961109,0.10656009
2013-11-18,-1.337708,-0.78899735,-0.46362323,-0.7838124,-0.3854385,-0.15606277,0.28405386
2013-11-19,0.0555608,0.5229437,-0.20768103,0.37719467,0.42824575,-0.37351894,0.30057898
2013-11-20,-0.65877175,-1.033625,-0.31104752,-0.90591395,-0.060217466,0.827988,-0.1061107
2013-11-21,0.17355841,-0.36329654,-0.5431271,-1.2021359,0.67129964,1.1588577,-0.6345451
2013-11-22,-0.006990177,0.9197317,-0.48770925,-0.43248743,0.2387433,-0.052126307,0.052655764
2013-11-25,0.255793,-0.23748766,0.43806925,-0.4412729,0.08638565,-0.21405026,0.01784811
2013-11-26,-0.4307904,-0.3807172,0.14122745,-0.15195926,-0.35409692,0.23060459,-0.0938705
2013-11-27,-0.5500043,-0.8452284,0.06335402,-0.7645518,-0.4202582,-0.12221382,0.025229165
2013-11-29,0.9863876,0.5116145,0.74275005,0.62969536,0.3853836,0.24569242,-0.19070856
2013-12-02,-1.546719,-0.852702,-1.0370547,-1.2211809,-0.53049797,0.62975764,0.3644187
2013-12-03,-0.1360373,0.34072506,-0.59253734,-0.9783713,-0.010704601,0.17039825,-0.23077857
2013-12-04,0.84972894,1.9829153,0.25479233,1.3959936,0.6624738,-0.2486163,-0.11539077
2013-12-06,-1.0496528,0.15731834,-0.8220229,-0.6258265,-0.4037584,0.18477257,0.30899304
2013-12-09,0.74924636,0.5952305,0.42955288,0.48033,0.6136036,-0.4133654,0.39101136
2013-12-10,0.72722334,0.6939893,0.91595626,1.61784,0.132497,0.13137564,-0.500242
2013-12-11,0.30401462,0.23971313,0.062318765,0.056996457,0.41157886,0.29134962,-0.016475307
2013-12-12,-1.57729,-1.1728717,-0.3685608,-0.7742593,-1.0158687,0.73133945,0.5136247
2013-12-13,-0.10213721,0.042431265,0.8860991,1.1846324,-0.34299386,0.041908633,0.023414334
2013-12-16,0.923934,-1.5722693,0.4815948,1.1476375,0.74296653,1.5132654,-0.32963556
2013-12-18,-1.2216098,0.9470982,-0.7341672,-0.7861868,-0.61496097,-0.5488549,0.120719336
2013-12-19,-1.1954715,-0.9845999,-1.0482976,-1.8143206,-0.08844528,0.7594718,0.24356145
2013-12-20,0.96796805,0.551123,0.14385733,0.62937975,0.80476147,0.71640205,-0.62718344
2013-12-23,-0.6776986,0.032700047,0.22505032,-0.3687248,-0.72842413,-0.16754131,0.18433653
2013-12-24,-0.04054224,1.3343078,0.014234004,0.21122341,-0.019439474,-0.052729286,0.05117998
2013-12-27,0.5646082,0.8481464,0.4949978,1.8706572,0.36817408,0.7632217,-0.37763032
2013-12-30,-1.1545486,-0.7628328,-0.49824217,-0.40177542,-0.4358381,-0.5169878,0.5567272
2013-12-31,-0.68693274,0.106285065,-0.14136018,-0.7796581,-0.46795213,-0.6679331,0.19333507
2014-01-02,0.3581326,0.48467973,1.2631677,1.8751286,-0.3132098,-1.1343056,0.6142739
2014-01-03,0.87215114,-0.52203315,0.93754196,-0.84776556,0.14831488,-1.1898845,-0.056427673
