date,F1,F2,F3,F4,F5,F6,F7
2013-10-21,0.19335173,0.12813488,0.06313557,0.11779741,0.12581159,-0.059981167,-0.057395358
2013-10-22,0.4211137,0.37545,0.12390119,0.20484994,0.32710755,0.31050584,-0.23046143
2013-10-23,0.022401571,-0.0933246,0.0025507845,-0.035806425,-0.074600935,-1.0386804,0.287395
2013-10-24,0.17854291,0.14553869,0.09563916,0.12754452,0.1340836,0.007890081,-0.021754345
2013-10-25,-0.091417335,-0.01115552,-0.025823737,0.017191987,-0.05045862,0.021805407,0.02821813
2013-10-28,-0.25454843,-0.08114046,-0.051475123,-0.024326496,-0.22524732,0.25622568,0.008738707
2013-10-29,-0.041937552,-0.044783708,0.013828035,-0.022912217,-0.055951815,-0.096891254,0.07851711
2013-10-30,0.16701812,0.1528767,0.07767539,0.100037925,0.16314435,0.5090888,-0.1321496
2013-10-31,-0.533042,-0.32613552,-0.14021547,-0.20248266,-0.5079759,-0.87760407,0.3836212
2013-11-01,0.11881621,0.059005626,0.026411243,0.05978369,-0.003960389,-0.93866163,0.24978763
2013-11-04,-0.04689869,-0.0427743,-0.018533804,-0.0066569094,-0.0748973,-0.56901485,0.13766049
2013-11-05,-0.066100545,-0.04230596,0.00922779,0.022539303,-0.075693265,-0.318442,0.114925765
2013-11-06,0.0071782265,0.031111294,0.0048277527,0.005346446,0.0044270083,0.085342325,-0.0045518884
2013-11-07,-0.0014413175,-0.05447381,0.0356347,0.005032982,0.006497258,-0.46250737,0.139722
2013-11-08,-0.40357053,-0.28664723,-0.092368625,-0.17108364,-0.25912344,0.20989454,0.052675646
2013-11-11,-0.18409638,-0.13672604,-0.046099324,-0.087473445,-0.111899346,0.2004098,0.0025962787
2013-11-12,-0.10392689,-0.18616903,0.01025343,0.0054848418,-0.09852301,-0.36442968,0.17509246
2013-11-13,-0.28231332,-0.15430525,-0.1194827,-0.10254909,-0.23041831,-0.13294266,0.028440883
2013-11-14,0.091887936,0.16295409,0.05361336,0.020999262,0.09214452,0.27191603,-0.09437142
2013-11-15,-0.0048778933,-0.03524378,0.013226565,0.06368118,-0.049815815,-0.08814919,0.0698566
2013-11-18,-0.38337165,-0.16111392,-0.066877976,-0.112935685,-0.3026176,-0.66124004,0.2225284
2013-11-19,0.1192715,0.065041855,-0.018461937,0.04670039,0.113325015,0.010908254,-0.052429304
2013-11-20,-0.37147054,-0.269729,-0.06840901,-0.13001636,-0.2211018,0.031212216,0.104853384
2013-11-21,-0.3133617,-0.22892822,-0.060747065,-0.18895176,-0.09648618,0.7563525,-0.0977437
2013-11-22,-0.047821272,0.02666931,0.0072629843,-0.009702352,-0.06176809,0.28331,0.008729982
2013-11-25,0.051786643,-0.036410153,0.02434838,0.02401026,0.024351534,-0.12500237,0.061066106
2013-11-26,-0.10501404,-0.07784577,0.0025868441,-0.021472985,-0.08582956,-0.11539893,0.0716175
2013-11-27,-0.18314554,-0.10927334,-0.03169216,-0.053420752,-0.18150312,-0.44762725,0.14785594
