date,F1,F2,F3,F4,F5,F6,F7
2013-10-21,0.02250988,0.020292709,0.028897157,0.04367042,0.005352885,-0.016211594,-0.014280285
2013-10-22,0.036705073,0.07113677,0.044245347,0.02942983,0.05735007,0.24739368,-0.18917456
2013-10-23,0.008294526,-0.04081382,0.007439634,0.059747066,-0.15274774,-0.7390704,0.42850792
2013-10-24,0.0045266743,0.02779308,0.041097313,0.025651632,0.022718765,0.02690818,-0.0065135946
2013-10-25,-0.029367017,0.0025845,-0.0074985195,0.004804241,0.010619297,0.008474313,0.0033966906
2013-10-28,-0.041281987,-0.010372743,-0.006407591,-0.0019346818,0.017926766,0.14725551,-0.069470696
2013-10-29,-0.0062682596,-0.005267578,0.011997162,0.0055192276,-0.0150560215,-0.07601757,0.06428092
2013-10-30,0.023693962,0.029982146,0.032151982,-0.003192703,0.07855219,0.38275993,-0.2025054
2013-10-31,-0.077298574,-0.061590448,-0.045899693,0.016973594,-0.17718732,-0.70657897,0.42364773
2013-11-01,-0.013148527,-0.017110249,-0.0038071556,0.056560826,-0.14374943,-0.64118516,0.3769502
2013-11-04,-0.012824621,-0.022976153,-0.0012404639,0.055027533,-0.070557386,-0.3992599,0.22499879
2013-11-05,-0.020671738,-0.013768783,0.008660001,0.030959051,-0.047478005,-0.2239867,0.13324249
2013-11-06,-0.00076850015,0.0014677268,0.0068779844,-0.0077005024,0.019967204,0.0727141,-0.0129758585
2013-11-07,-0.017324628,-0.030931368,0.013768572,0.019367987,-0.055901572,-0.3111637,0.19204961
2013-11-08,-0.029167846,-0.05861229,-0.024029767,-0.024314173,0.012912045,0.097400166,-0.03099324
2013-11-11,-0.0097284755,-0.016898865,-0.004289034,-0.008434113,0.030992968,0.1191434,-0.05495894
2013-11-12,-0.014576057,-0.079592824,0.0035430228,0.040193845,-0.057390198,-0.2445343,0.17958735
2013-11-13,-0.03371899,-0.02769404,-0.029213235,0.012425376,-0.013764889,-0.1299473,0.05370071
2013-11-14,0.00048582244,0.051767837,0.03509188,0.0007150025,0.056155145,0.2044663,-0.11703513
2013-11-15,-0.0062983055,-0.011822615,0.0077414447,0.0130722765,-0.013487384,-0.055418257,0.04715515
2013-11-18,-0.070588596,-0.02566222,-0.014564975,0.030255804,-0.111709654,-0.49753705,0.27787548
2013-11-19,-0.0021220837,0.009642059,-0.016125131,-0.0029786525,0.026093261,0.019191125,-0.02385531
2013-11-20,-0.039954394,-0.054254606,-0.007139614,-0.010056077,0.0007618338,-0.021912778,0.04376069
2013-11-21,-0.002435933,-0.03342055,-0.005878828,-0.09744359,0.11939406,0.4947638,-0.25641492
